resource,method,position,source,target,ligand_complex,receptor_complex,score
consensus,NATMI specificity,80,CD8 T memory,Platelet,IL32,ITGB3,0.17300278
consensus,NATMI specificity,81,Platelet,T proliferating,PF4,LDLR,0.1711096
consensus,NATMI specificity,82,Plasmacytoid DC,Platelet,SELPLG,SELP,0.17090164
consensus,NATMI specificity,83,Monocyte non-classical,Erythroid early,CXCL8,ACKR1,0.17081141
consensus,NATMI specificity,84,CD4 T memory,Platelet,IL32,ITGB3,0.16946271
consensus,NATMI specificity,85,Pre-B large,Platelet,ITGB3BP,ITGB3,0.16935022
consensus,NATMI specificity,86,Monocyte classical,B naive,TNFSF13B,TNFRSF13C,0.16803259
consensus,NATMI specificity,87,B naive,Plasmacytoid DC,HLA-DOB,CD4,0.16683184
consensus,NATMI specificity,88,Monocyte non-classical,NK,SECTM1,CD7,0.16654295
consensus,NATMI specificity,89,Monocyte non-classical,Monocyte classical,SERPINA1,LRP1,0.16522166
consensus,NATMI specificity,90,HSPC,Platelet,IGFBP7,MPIG6B,0.16485526
consensus,NATMI specificity,91,NK,T proliferating,CCL4,CCR5,0.16373421
consensus,NATMI specificity,92,Erythroid early,CD8 T memory,CDH1,KLRG1,0.16213585
consensus,NATMI specificity,93,T proliferating,Platelet,MFGE8,ITGB3,0.15867585
consensus,NATMI specificity,94,T proliferating,T proliferating,CD70,CD27,0.15645035
consensus,NATMI specificity,95,Plasmacytoid DC,Erythroid early,JAML,CXADR,0.15462892
consensus,NATMI specificity,96,Erythroid early,Plasmacytoid DC,CXADR,JAML,0.15462892
consensus,NATMI specificity,97,HSPC,Platelet,MFGE8,ITGB3,0.15444072
consensus,NATMI specificity,98,Pre-B large,Platelet,ITGB3BP,ITGB5,0.15415455
consensus,NATMI specificity,99,T proliferating,T proliferating,CCL3,CCR5,0.15298757
consensus,NATMI specificity,100,Dendritic cell,Dendritic cell,GAS6,AXL,0.15162802
consensus,Connectome specificity,1,Platelet,T proliferating,PF4,CXCR3,8.472266546746845
consensus,Connectome specificity,2,Platelet,Plasmacytoid DC,PF4,CXCR3,8.109457865345297
consensus,Connectome specificity,3,Platelet,Erythroid early,PF4,ACKR1,8.05136452136633
consensus,Connectome specificity,4,Platelet,Monocyte non-classical,PF4,LRP1,7.8413481677107715
consensus,Connectome specificity,5,Platelet,Monocyte classical,PF4,LRP1,7.797097455129345
consensus,Connectome specificity,6,Platelet,Dendritic cell,PF4,THBD,7.719629674500744
consensus,Connectome specificity,7,Platelet,Erythroid early,PPBP,ACKR1,7.677345456518755
consensus,Connectome specificity,8,Platelet,T proliferating,PF4,LDLR,7.662162741880915
consensus,Connectome specificity,9,Platelet,Erythroid early,PF4,LDLR,7.513632927642382
consensus,Connectome specificity,10,Platelet,NK,CLEC1B,KLRB1,6.633996983812207
consensus,Connectome specificity,11,Platelet,T activated,CLEC1B,KLRB1,5.908968731351476
consensus,Connectome specificity,12,Platelet,CD4 T memory,CLEC1B,KLRB1,5.882105259422279
consensus,Connectome specificity,13,Platelet,CD8 T memory,CLEC1B,KLRB1,5.865200281529846
consensus,Connectome specificity,14,Platelet,CD8 T cytotoxic,CLEC1B,KLRB1,5.716028358806058
consensus,Connectome specificity,15,Platelet,T proliferating,CLEC1B,KLRB1,5.590237545913989
consensus,Connectome specificity,16,Platelet,Platelet,TLN1,ITGB3,5.053613564836606
consensus,Connectome specificity,17,Platelet,Erythroid early,SPARC,ENG,4.925752067626696
consensus,Connectome specificity,18,Erythroid early,Platelet,ICAM4,ITGB3,4.827521470757031
consensus,Connectome specificity,19,Erythroid early,Platelet,TGM2,ITGB3,4.683394288468817
consensus,Connectome specificity,20,Platelet,T activated,MYL9,CD69,4.487455378054409
consensus,Connectome specificity,21,Pre-B large,Platelet,ITGB3BP,ITGB3,4.43308126058705
consensus,Connectome specificity,22,HSPC,Plasmacytoid DC,BST2,LILRA4,4.427216192115572
consensus,Connectome specificity,23,Platelet,CD8 T memory,MYL9,CD69,4.422228205391686
consensus,Connectome specificity,24,T proliferating,Platelet,IL32,ITGB3,4.411469330929115
consensus,Connectome specificity,25,Erythroid early,Platelet,ICAM4,ITGA2B,4.404678982629731
consensus,Connectome specificity,26,Dendritic cell,Plasmacytoid DC,BST2,LILRA4,4.362064387833775
consensus,Connectome specificity,27,Platelet,T proliferating,MYL9,CD69,4.344371997225779
consensus,Connectome specificity,28,T proliferating,Plasmacytoid DC,BST2,LILRA4,4.333726844466319
consensus,Connectome specificity,29,Erythroid early,Platelet,TNXB,ITGA2B_ITGB3,4.322274075417352
consensus,Connectome specificity,30,T proliferating,Platelet,ITGB3BP,ITGB3,4.3159164184876815
consensus,Connectome specificity,31,Plasmacytoid DC,Plasmacytoid DC,BST2,LILRA4,4.308684418932495
consensus,Connectome specificity,32,CD8 T memory,Platelet,IL32,ITGB3,4.26464844580588
consensus,Connectome specificity,33,Monocyte non-classical,Plasmacytoid DC,BST2,LILRA4,4.24461106154796
consensus,Connectome specificity,34,CD4 T memory,Platelet,IL32,ITGB3,4.244477596843513
consensus,Connectome specificity,35,Erythroid early,Platelet,ITGB3BP,ITGB3,4.239749565856673
consensus,Connectome specificity,36,NK,Plasmacytoid DC,BST2,LILRA4,4.23719694851187
consensus,Connectome specificity,37,Platelet,CD4 T memory,MYL9,CD69,4.235889314359598
consensus,Connectome specificity,38,Granulocyte precursor,Plasmacytoid DC,BST2,LILRA4,4.222593030146427
consensus,Connectome specificity,39,Platelet,Pre-B small,MYL9,CD69,4.222146648578539
consensus,Connectome specificity,40,Pre-B large,Platelet,CD24,SELP,4.204023160142926
consensus,Connectome specificity,41,Dendritic cell,Platelet,FBLN2,ITGB3,4.197828947434682
consensus,Connectome specificity,42,HSPC,Platelet,IGFBP7,MPIG6B,4.142949656274976
consensus,Connectome specificity,43,Monocyte classical,Plasmacytoid DC,BST2,LILRA4,4.136068680171026
consensus,Connectome specificity,44,Platelet,B naive,MYL9,CD69,4.121696325919372
consensus,Connectome specificity,45,CD8 T cytotoxic,Platelet,IL32,ITGB3,4.106822576220878
consensus,Connectome specificity,46,Platelet,Dendritic cell,PROS1,AXL,4.10413975581463
consensus,Connectome specificity,47,Monocyte classical,Platelet,THBS1,ITGA2B_ITGB3,4.092893741966255
consensus,Connectome specificity,48,Platelet,NK,MYL9,CD69,4.08343417976054
consensus,Connectome specificity,49,Platelet,Erythroid late,SPARC,ENG,4.059496333811412
consensus,Connectome specificity,50,Pre-B large,Platelet,MFGE8,ITGB3,4.054088864813499
consensus,Connectome specificity,51,Dendritic cell,Platelet,IGFBP7,MPIG6B,4.04532996634163
consensus,Connectome specificity,52,Platelet,Platelet,TGFB1,ITGB3,4.043881560161047
consensus,Connectome specificity,53,HSPC,Platelet,CD34,SELP,4.042923818410668
consensus,Connectome specificity,54,HSPC,Platelet,ICAM4,ITGB3,4.040272571250439
consensus,Connectome specificity,55,Erythroid early,Platelet,COL18A1,ITGB3,4.039780020956256
consensus,Connectome specificity,56,Platelet,CD4 T naive,MYL9,CD69,4.033394172770655
consensus,Connectome specificity,57,Platelet,CD8 T cytotoxic,MYL9,CD69,4.020444481529835
consensus,Connectome specificity,58,HSPC,Platelet,ITGB3BP,ITGB3,4.014544286150533
consensus,Connectome specificity,59,CD8 T cytotoxic,Plasmacytoid DC,BST2,LILRA4,4.014274865600949
consensus,Connectome specificity,60,Dendritic cell,Platelet,ADAM15,ITGB3,4.001459822682377
consensus,Connectome specificity,61,CD8 T memory,Plasmacytoid DC,BST2,LILRA4,3.991458309666777
consensus,Connectome specificity,62,Pre-B large,Plasmacytoid DC,BST2,LILRA4,3.98842349604259
consensus,Connectome specificity,63,Platelet,HSPC,MYL9,CD69,3.986751325174037
consensus,Connectome specificity,64,CD4 T memory,Plasmacytoid DC,BST2,LILRA4,3.9794948585178425
consensus,Connectome specificity,65,Platelet,Pre-B large,MYL9,CD69,3.9789939238614473
consensus,Connectome specificity,66,Granulocyte precursor,Platelet,ADAM15,ITGB3,3.9691809709211374
consensus,Connectome specificity,67,B naive,Plasmacytoid DC,BST2,LILRA4,3.96465858756702
consensus,Connectome specificity,68,Pre-B small,Plasmacytoid DC,BST2,LILRA4,3.9614694072236016
consensus,Connectome specificity,69,CD4 T naive,Plasmacytoid DC,BST2,LILRA4,3.959681647370597
consensus,Connectome specificity,70,Pre-B small,Platelet,CD24,SELP,3.9569879575841744
consensus,Connectome specificity,71,Plasmacytoid DC,Platelet,SELPLG,ESAM,3.956379628265648
consensus,Connectome specificity,72,Erythroid early,Plasmacytoid DC,BST2,LILRA4,3.9535247020248514
consensus,Connectome specificity,73,Erythroid late,Platelet,ITGB3BP,ITGB3,3.9526852666820265
consensus,Connectome specificity,74,Erythroid early,Platelet,TLN1,ITGB3,3.94531063457465
consensus,Connectome specificity,75,Platelet,HSPC,SPARC,ENG,3.908286266208568
consensus,Connectome specificity,76,CD4 T memory,Platelet,CD40LG,ITGA2B_ITGB3,3.907202642990693
consensus,Connectome specificity,77,NK,Platelet,IGFBP7,MPIG6B,3.906970653162601
consensus,Connectome specificity,78,T proliferating,Platelet,MFGE8,ITGB3,3.899428402737072
consensus,Connectome specificity,79,T proliferating,Platelet,TLN1,ITGB3,3.898613736399884
consensus,Connectome specificity,80,Platelet,Pre-B large,SPARC,ENG,3.89858921403328
consensus,Connectome specificity,81,Dendritic cell,Platelet,TLN1,ITGB3,3.892999567733323
consensus,Connectome specificity,82,HSPC,Platelet,MFGE8,ITGB3,3.8914527945963706
consensus,Connectome specificity,83,Platelet,Platelet,THBS1,ITGA2B_ITGB3,3.874533049363189
consensus,Connectome specificity,84,Monocyte classical,Platelet,TGFB1,ITGB3,3.870266378017069
consensus,Connectome specificity,85,Monocyte non-classical,Platelet,TGFB1,ITGB3,3.86921049904586
consensus,Connectome specificity,86,NK,Platelet,TGFB1,ITGB3,3.861809028419096
consensus,Connectome specificity,87,CD4 T naive,Platelet,IL32,ITGB3,3.844698220310413
consensus,Connectome specificity,88,Granulocyte precursor,Platelet,ITGB3BP,ITGB3,3.8321866066031385
consensus,Connectome specificity,89,T activated,Platelet,TGFB1,ITGB3,3.8316126177513543
consensus,Connectome specificity,90,Platelet,Platelet,MYL9,CD69,3.825686669534423
consensus,Connectome specificity,91,NK,Platelet,IL32,ITGB3,3.822401577421025
consensus,Connectome specificity,92,HSPC,Platelet,TLN1,ITGB3,3.810457330805455
consensus,Connectome specificity,93,Pre-B large,Platelet,TLN1,ITGB3,3.810033520775999
consensus,Connectome specificity,94,CD8 T cytotoxic,Platelet,TGFB1,ITGB3,3.8082667966663175
consensus,Connectome specificity,95,Platelet,Dendritic cell,MYL9,CD69,3.8028541938147966
consensus,Connectome specificity,96,Platelet,Platelet,ITGB3BP,ITGB3,3.8006467091142286
consensus,Connectome specificity,97,Plasmacytoid DC,Platelet,TLN1,ITGB3,3.796370174334962
consensus,Connectome specificity,98,T proliferating,Platelet,TGFB1,ITGB3,3.791254938425809
consensus,Connectome specificity,99,NK,Platelet,TLN1,ITGB3,3.788212686502226
consensus,Connectome specificity,100,Pre-B large,Platelet,IGFBP7,MPIG6B,3.7793136801348033
consensus,log2FC specificity,1,Platelet,T proliferating,PF4,CXCR3,4.128345905312782
consensus,log2FC specificity,2,Platelet,Plasmacytoid DC,PF4,CXCR3,4.108871384732882
consensus,log2FC specificity,3,Platelet,Monocyte classical,PF4,LRP1,3.9910108939880296
consensus,log2FC specificity,4,Platelet,Monocyte non-classical,PF4,LRP1,3.9223222935733135
consensus,log2FC specificity,5,Monocyte classical,Monocyte non-classical,S100A9,CD68,3.849758073241734
consensus,log2FC specificity,6,Platelet,Erythroid early,PPBP,ACKR1,3.818419169501375
consensus,log2FC specificity,7,Monocyte classical,Erythroid early,S100A9,CD36,3.7970305093368726
consensus,log2FC specificity,8,Monocyte classical,Monocyte non-classical,S100A8,CD68,3.777406239275032
consensus,log2FC specificity,9,Monocyte classical,NK,S100A9,ITGB2,3.741781124983765
consensus,log2FC specificity,10,Monocyte classical,Erythroid early,S100A8,CD36,3.7246786753701695
consensus,log2FC specificity,11,Platelet,Dendritic cell,PF4,THBD,3.704985044672161
consensus,log2FC specificity,12,Platelet,T proliferating,PF4,LDLR,3.695467938380702
consensus,log2FC specificity,13,Platelet,Erythroid early,PF4,ACKR1,3.678453204173777
consensus,log2FC specificity,14,Monocyte classical,NK,S100A8,ITGB2,3.669429291017063
consensus,log2FC specificity,15,Monocyte classical,Monocyte classical,S100A9,CD36,3.658733331163602
consensus,log2FC specificity,16,Monocyte classical,Monocyte classical,S100A9,CD68,3.657704069225988
consensus,log2FC specificity,17,Platelet,Erythroid early,PF4,LDLR,3.6231883043771616
consensus,log2FC specificity,18,Monocyte classical,Monocyte classical,S100A8,CD36,3.5863814971969
consensus,log2FC specificity,19,Monocyte classical,Monocyte classical,S100A8,CD68,3.585352235259286
consensus,log2FC specificity,20,Monocyte classical,Plasmacytoid DC,S100A9,CD68,3.573382894050729
consensus,log2FC specificity,21,Monocyte classical,Platelet,S100A9,CD68,3.5600300450164264
consensus,log2FC specificity,22,Monocyte classical,Plasmacytoid DC,S100A8,CD68,3.5010310600840278
consensus,log2FC specificity,23,Monocyte classical,Platelet,S100A8,CD68,3.487678211049724
consensus,log2FC specificity,24,Monocyte classical,CD8 T memory,S100A8,CD69,3.4734125039395085
consensus,log2FC specificity,25,Monocyte classical,Erythroid late,S100A9,CD36,3.471995835189245
consensus,log2FC specificity,26,Monocyte classical,Erythroid late,S100A8,CD36,3.3996440012225437
consensus,log2FC specificity,27,Monocyte classical,B naive,CXCL8,CD79A,3.390231387548865
consensus,log2FC specificity,28,Monocyte classical,Erythroid early,S100A12,CD36,3.3667891828056766
consensus,log2FC specificity,29,Monocyte classical,CD8 T cytotoxic,S100A9,ITGB2,3.338040771824141
consensus,log2FC specificity,30,Monocyte classical,T activated,S100A8,CD69,3.3343951455785383
consensus,log2FC specificity,31,Monocyte classical,Monocyte non-classical,S100A9,ITGB2,3.3112100637563504
consensus,log2FC specificity,32,Monocyte classical,Platelet,S100A9,CD36,3.3079773795344694
consensus,log2FC specificity,33,Monocyte classical,CD8 T cytotoxic,S100A8,ITGB2,3.2656889378574387
consensus,log2FC specificity,34,Monocyte classical,Dendritic cell,S100A9,ITGB2,3.265320487325148
consensus,log2FC specificity,35,Monocyte classical,Pre-B small,S100A8,CD69,3.2520494552150803
consensus,log2FC specificity,36,Monocyte classical,T proliferating,S100A9,ITGB2,3.2518457551021487
consensus,log2FC specificity,37,Platelet,NK,CLEC1B,KLRB1,3.241320222850377
consensus,log2FC specificity,38,Monocyte classical,Monocyte non-classical,S100A8,ITGB2,3.238858229789648
consensus,log2FC specificity,39,Monocyte classical,Platelet,S100A8,CD36,3.235625545567767
consensus,log2FC specificity,40,Monocyte classical,Monocyte classical,S100A12,CD36,3.228492004632406
consensus,log2FC specificity,41,Monocyte classical,Dendritic cell,S100A8,ITGB2,3.1929686533584456
consensus,log2FC specificity,42,Monocyte classical,T proliferating,S100A8,ITGB2,3.1794939211354465
consensus,log2FC specificity,43,Monocyte classical,Plasmacytoid DC,S100A9,CD36,3.1258056670759595
consensus,log2FC specificity,44,Monocyte classical,Monocyte classical,S100A9,ITGB2,3.0943374311290324
consensus,log2FC specificity,45,Monocyte classical,CD4 T memory,S100A8,CD69,3.068834052152377
consensus,log2FC specificity,46,Monocyte classical,Plasmacytoid DC,S100A8,CD36,3.0534538331092573
consensus,log2FC specificity,47,Monocyte classical,CD8 T memory,S100A9,ITGB2,3.0514692124277234
consensus,log2FC specificity,48,Monocyte classical,Monocyte non-classical,S100A9,TLR4,3.047896925125511
consensus,log2FC specificity,49,Monocyte classical,Erythroid late,S100A12,CD36,3.041754508658049
consensus,log2FC specificity,50,Monocyte classical,Dendritic cell,S100A9,CD36,3.038774593093178
consensus,log2FC specificity,51,Monocyte classical,B naive,S100A8,CD69,3.03195140885306
consensus,log2FC specificity,52,Monocyte classical,Monocyte classical,S100A8,ITGB2,3.02198559716233
consensus,log2FC specificity,53,Monocyte classical,Monocyte non-classical,S100A9,CD36,3.0064543587215464
consensus,log2FC specificity,54,Monocyte classical,T proliferating,S100A8,CD69,2.979959079061773
consensus,log2FC specificity,55,Monocyte classical,CD8 T memory,S100A8,ITGB2,2.979117378461021
consensus,log2FC specificity,56,Monocyte classical,Monocyte non-classical,S100A8,TLR4,2.975545091158809
consensus,log2FC specificity,57,Monocyte classical,Granulocyte precursor,S100A9,CD68,2.971242996077424
consensus,log2FC specificity,58,Monocyte classical,Dendritic cell,S100A8,CD36,2.966422759126476
consensus,log2FC specificity,59,Monocyte classical,Dendritic cell,S100A9,CD68,2.962077968528482
consensus,log2FC specificity,60,Monocyte classical,NK,S100A8,CD69,2.94985431090456
consensus,log2FC specificity,61,Monocyte classical,Monocyte non-classical,S100A8,CD36,2.934102524754844
consensus,log2FC specificity,62,Monocyte classical,Granulocyte precursor,S100A8,CD68,2.8988911621107216
consensus,log2FC specificity,63,Monocyte classical,Dendritic cell,S100A8,CD68,2.88972613456178
consensus,log2FC specificity,64,Monocyte classical,Granulocyte precursor,S100A9,CD36,2.882538592722589
consensus,log2FC specificity,65,Monocyte classical,Platelet,S100A12,CD36,2.8777360530032734
consensus,log2FC specificity,66,Monocyte classical,Granulocyte precursor,S100A8,CD36,2.8101867587558877
consensus,log2FC specificity,67,Monocyte classical,Granulocyte precursor,S100A9,ITGB2,2.7979348232743653
consensus,log2FC specificity,68,Plasmacytoid DC,B naive,APP,CD74,2.787858028418875
consensus,log2FC specificity,69,Monocyte classical,Granulocyte precursor,S100A8,ITGB2,2.725582989307663
consensus,log2FC specificity,70,Monocyte classical,CD8 T cytotoxic,S100A8,CD69,2.712382079742174
consensus,log2FC specificity,71,Monocyte classical,CD4 T memory,S100A9,ITGB2,2.706892707245741
consensus,log2FC specificity,72,Monocyte classical,CD4 T naive,S100A8,CD69,2.697915350645993
consensus,log2FC specificity,73,Monocyte classical,Plasmacytoid DC,S100A12,CD36,2.695564340544764
consensus,log2FC specificity,74,Monocyte classical,CD4 T memory,S100A8,ITGB2,2.6345408732790387
consensus,log2FC specificity,75,Monocyte classical,Platelet,VCAN,ITGB1,2.6304898925118603
consensus,log2FC specificity,76,Monocyte classical,Monocyte non-classical,S100A12,TLR4,2.617655598594315
consensus,log2FC specificity,77,Monocyte classical,Dendritic cell,S100A12,CD36,2.6085332665619823
consensus,log2FC specificity,78,Monocyte classical,Pre-B small,CXCL8,CD79A,2.594007733454446
consensus,log2FC specificity,79,Monocyte classical,Monocyte non-classical,S100A12,CD36,2.5762130321903505
consensus,log2FC specificity,80,Platelet,CD8 T memory,CLEC1B,KLRB1,2.547410728821444
consensus,log2FC specificity,81,Monocyte classical,T activated,S100A9,ITGB2,2.540320753805875
consensus,log2FC specificity,82,Monocyte classical,CD4 T naive,S100A9,ITGB2,2.5259590514415406
consensus,log2FC specificity,83,Monocyte classical,T activated,S100A8,ITGB2,2.4679689198391728
consensus,log2FC specificity,84,Monocyte non-classical,B naive,CXCL8,CD79A,2.4670637068049674
consensus,log2FC specificity,85,Monocyte classical,HSPC,S100A8,CD69,2.458287150565728
consensus,log2FC specificity,86,Monocyte classical,CD4 T naive,S100A8,ITGB2,2.4536072174748385
consensus,log2FC specificity,87,Monocyte classical,Granulocyte precursor,S100A12,CD36,2.452297266191393
consensus,log2FC specificity,88,Monocyte classical,Pre-B large,S100A8,CD69,2.448627399290705
consensus,log2FC specificity,89,Monocyte classical,Plasmacytoid DC,S100A9,ITGB2,2.439412331186588
consensus,log2FC specificity,90,Monocyte classical,Platelet,LGALS1,ITGB1,2.4250281214258087
consensus,log2FC specificity,91,NK,Platelet,SPON2,ITGB1,2.4054262083430906
consensus,log2FC specificity,92,Platelet,Platelet,F13A1,ITGB1,2.385739832887764
consensus,log2FC specificity,93,Platelet,Platelet,TLN1,ITGB3,2.3843791903915084
consensus,log2FC specificity,94,Platelet,T activated,CLEC1B,KLRB1,2.3760374190009355
consensus,log2FC specificity,95,Monocyte classical,Plasmacytoid DC,S100A8,ITGB2,2.3670604972198857
consensus,log2FC specificity,96,NK,NK,SPON2,ITGB2,2.346813465996176
consensus,log2FC specificity,97,Plasmacytoid DC,Dendritic cell,APP,CD74,2.345370091047009
consensus,log2FC specificity,98,Monocyte classical,B naive,S100A9,ITGB2,2.3334534952421544
consensus,log2FC specificity,99,Monocyte classical,Platelet,VCAN,SELP,2.32893361827466
consensus,log2FC specificity,100,Monocyte classical,HSPC,S100A9,ITGB2,2.3257937118589758
consensus,Merged specificity,1,Platelet,Erythroid early,PPBP,ACKR1,-1.2351748676477235e-09
consensus,Merged specificity,2,Platelet,Erythroid early,PF4,ACKR1,-7.909434580493944e-09
consensus,Merged specificity,3,Platelet,Monocyte non-classical,PF4,LRP1,-3.8318186363777635e-08
consensus,Merged specificity,4,Platelet,T proliferating,PF4,CXCR3,-4.9742883413255394e-08
consensus,Merged specificity,5,Platelet,Monocyte classical,PF4,LRP1,-7.897542476694719e-08
consensus,Merged specificity,6,Platelet,Dendritic cell,PF4,THBD,-9.712744350809484e-08
consensus,Merged specificity,7,Platelet,NK,CLEC1B,KLRB1,-1.821564054923561e-07
consensus,Merged specificity,8,Platelet,Plasmacytoid DC,PF4,CXCR3,-3.552244287911985e-07
consensus,Merged specificity,9,Platelet,T proliferating,PF4,LDLR,-1.9073048514751157e-06
consensus,Merged specificity,10,Platelet,Platelet,TLN1,ITGB3,-2.885195017154891e-06
consensus,Merged specificity,11,Platelet,Erythroid early,SPARC,ENG,-4.269579969562447e-06
consensus,Merged specificity,12,Platelet,T activated,CLEC1B,KLRB1,-4.269579969562447e-06
consensus,Merged specificity,13,Platelet,CD4 T memory,CLEC1B,KLRB1,-6.829266468440512e-06
consensus,Merged specificity,14,Pre-B small,Platelet,CD24,SELP,-7.336017831628502e-06
consensus,Merged specificity,15,Platelet,CD8 T memory,CLEC1B,KLRB1,-8.614380958469798e-06
consensus,Merged specificity,16,Platelet,T activated,MYL9,CD69,-8.80827868501419e-06
consensus,Merged specificity,17,Platelet,Platelet,TLN1,ITGB5,-9.204740833637216e-06
consensus,Merged specificity,18,Monocyte classical,Platelet,VCAN,SELP,-9.82141692086365e-06
consensus,Merged specificity,19,Platelet,CD8 T memory,MYL9,CD69,-1.1835028985517865e-05
consensus,Merged specificity,20,Pre-B large,Platelet,CD24,SELP,-1.6949587611650334e-05
consensus,Merged specificity,21,NK,Platelet,IGFBP7,MPIG6B,-2.261553596244181e-05
consensus,Merged specificity,22,Plasmacytoid DC,Plasmacytoid DC,APP,TNFRSF21,-2.3730412720220685e-05
consensus,Merged specificity,23,Platelet,Erythroid early,PF4,LDLR,-2.5633747067061066e-05
consensus,Merged specificity,24,Erythroid early,Platelet,ICAM4,ITGB3,-2.873584771293719e-05
consensus,Merged specificity,25,Erythroid early,Platelet,TGM2,ITGB3,-3.201481194461138e-05
consensus,Merged specificity,26,Platelet,CD8 T cytotoxic,CLEC1B,KLRB1,-4.566242375020645e-05
consensus,Merged specificity,27,Monocyte classical,Erythroid early,S100A9,CD36,-4.624821178900937e-05
consensus,Merged specificity,28,Monocyte classical,Erythroid early,S100A8,CD36,-4.803548010475457e-05
consensus,Merged specificity,29,Dendritic cell,Platelet,HBEGF,CD9,-5.174644644135767e-05
consensus,Merged specificity,30,Monocyte classical,Erythroid early,S100A12,CD36,-5.432327373268655e-05
consensus,Merged specificity,31,Plasmacytoid DC,Monocyte classical,SERPINF1,PLXDC2,-6.113494763589952e-05
consensus,Merged specificity,32,Platelet,CD4 T memory,MYL9,CD69,-6.184572247947142e-05
consensus,Merged specificity,33,Erythroid early,Platelet,ICAM4,ITGA2B,-6.328368950847993e-05
consensus,Merged specificity,34,HSPC,Plasmacytoid DC,BST2,LILRA4,-6.474368357259718e-05
consensus,Merged specificity,35,Platelet,Platelet,F13A1,ITGB1,-7.002950211788654e-05
consensus,Merged specificity,36,T proliferating,Platelet,IL32,ITGB3,-7.08072220319271e-05
consensus,Merged specificity,37,Pre-B small,Monocyte non-classical,CD24,SIGLEC10,-7.08072220319271e-05
consensus,Merged specificity,38,Monocyte classical,Monocyte non-classical,S100A9,CD68,-7.15906543478533e-05
consensus,Merged specificity,39,Erythroid early,Platelet,TNXB,ITGA2B_ITGB3,-7.4522459564505e-05
consensus,Merged specificity,40,Platelet,Pre-B small,MYL9,CD69,-7.478191842159129e-05
consensus,Merged specificity,41,Monocyte classical,Monocyte non-classical,S100A8,CD68,-7.559422080581354e-05
consensus,Merged specificity,42,Platelet,Erythroid late,SPARC,ENG,-7.890199148968976e-05
consensus,Merged specificity,43,CD4 T memory,Platelet,CD40LG,CD9,-7.974367701207155e-05
consensus,Merged specificity,44,Monocyte non-classical,Platelet,HBEGF,CD9,-8.317000559940468e-05
consensus,Merged specificity,45,Monocyte classical,Platelet,HBEGF,CD9,-9.688730082998706e-05
consensus,Merged specificity,46,Plasmacytoid DC,Plasmacytoid DC,BST2,LILRA4,-0.0001037716828861
consensus,Merged specificity,47,HSPC,Platelet,IGFBP7,MPIG6B,-0.0001047808821853
consensus,Merged specificity,48,Plasmacytoid DC,Platelet,SELPLG,ESAM,-0.0001068187719098
consensus,Merged specificity,49,Platelet,T proliferating,MYL9,CD69,-0.0001184985042934
consensus,Merged specificity,50,Platelet,CD8 T memory,SNCA,LAG3,-0.0001229469059953
consensus,Merged specificity,51,Platelet,Erythroid early,F13A1,ITGB1,-0.0001345493011683
consensus,Merged specificity,52,T proliferating,NK,CLEC2B,KLRF1,-0.000135747922804
consensus,Merged specificity,53,Monocyte classical,Plasmacytoid DC,S100A9,CD68,-0.0001369536041867
consensus,Merged specificity,54,Monocyte classical,Plasmacytoid DC,S100A8,CD68,-0.0001393862273179
consensus,Merged specificity,55,Dendritic cell,Pre-B small,HBEGF,CD9,-0.0001393862273179
consensus,Merged specificity,56,Granulocyte precursor,Erythroid early,S100A8,CD36,-0.0001406132096189
consensus,Merged specificity,57,NK,NK,SPON2,ITGB2,-0.0001481257705031
consensus,Merged specificity,58,Dendritic cell,Platelet,FBLN2,ITGB3,-0.0001488112105747
consensus,Merged specificity,59,CD8 T memory,Platelet,IL32,ITGB3,-0.0001532791221441
consensus,Merged specificity,60,Dendritic cell,Platelet,IGFBP7,MPIG6B,-0.0001572211700865
consensus,Merged specificity,61,CD4 T memory,Pre-B small,CD40LG,CD9,-0.0001666793652663
consensus,Merged specificity,62,NK,Platelet,SPON2,ITGB1,-0.0001793841404585
consensus,Merged specificity,63,NK,T proliferating,SPON2,ITGB2,-0.0001837574251826
consensus,Merged specificity,64,Platelet,Dendritic cell,PROS1,AXL,-0.0001872436907967
consensus,Merged specificity,65,Monocyte classical,Erythroid early,TNFSF13B,TFRC,-0.0001927147985863
consensus,Merged specificity,66,Monocyte classical,Platelet,THBS1,ITGA2B_ITGB3,-0.0001954573293417
consensus,Merged specificity,67,NK,Dendritic cell,SPON2,ITGB2,-0.0001972999743028
consensus,Merged specificity,68,Pre-B large,Monocyte non-classical,CD24,SIGLEC10,-0.0002066860189611
consensus,Merged specificity,69,Granulocyte precursor,Monocyte non-classical,S100A8,CD68,-0.0002147299889682
consensus,Merged specificity,70,Platelet,T proliferating,F13A1,ITGB1,-0.0002180047628072
consensus,Merged specificity,71,Monocyte non-classical,Plasmacytoid DC,BST2,LILRA4,-0.0002196544840874
consensus,Merged specificity,72,Pre-B large,Platelet,MFGE8,ITGB3,-0.0002211517551594
consensus,Merged specificity,73,Monocyte non-classical,Pre-B small,HBEGF,CD9,-0.0002263360661465
consensus,Merged specificity,74,CD8 T cytotoxic,T proliferating,CCL5,CXCR3,-0.0002383503037547
consensus,Merged specificity,75,Platelet,T proliferating,F13A1,ITGA4,-0.0002383503037547
consensus,Merged specificity,76,NK,Erythroid early,SPON2,ITGB1,-0.0002436259119915
