resource,method,position,source,target,ligand_complex,receptor_complex,score
cellphonedb,Merged specificity,9,Platelet,Monocyte classical,GP1BA,ITGAM_ITGB2,-0.0002119238161508
cellphonedb,Merged specificity,10,T proliferating,Plasmacytoid DC,BST2,LILRA4,-0.0002273260829149
cellphonedb,Merged specificity,11,Plasmacytoid DC,Plasmacytoid DC,BST2,LILRA4,-0.0002603186081094
cellphonedb,Merged specificity,12,Monocyte classical,Erythroid early,TNFSF13B,TFRC,-0.0002963361880765
cellphonedb,Merged specificity,13,T proliferating,NK,CLEC2B,KLRF1,-0.0003204406144993
cellphonedb,Merged specificity,14,NK,T proliferating,KLRF1,CLEC2B,-0.0003204406144993
cellphonedb,Merged specificity,15,Platelet,Dendritic cell,PROS1,AXL,-0.0003240852142972
cellphonedb,Merged specificity,16,Monocyte classical,Platelet,THBS1,ITGA2B_ITGB3,-0.0003757198425638
cellphonedb,Merged specificity,17,Monocyte non-classical,Plasmacytoid DC,BST2,LILRA4,-0.0004861452541096
cellphonedb,Merged specificity,18,NK,Plasmacytoid DC,BST2,LILRA4,-0.0005126764244299
cellphonedb,Merged specificity,19,Granulocyte precursor,Plasmacytoid DC,BST2,LILRA4,-0.0005979723635871
cellphonedb,Merged specificity,20,Monocyte non-classical,NK,CLEC2B,KLRF1,-0.000636110061333
cellphonedb,Merged specificity,21,NK,Monocyte non-classical,KLRF1,CLEC2B,-0.000636110061333
cellphonedb,Merged specificity,22,CD8 T cytotoxic,Monocyte non-classical,CCL5,CCR1,-0.0007427062209141
cellphonedb,Merged specificity,23,CD8 T memory,T proliferating,CCL5,CCR5,-0.0007600836555886
cellphonedb,Merged specificity,24,CD8 T cytotoxic,T proliferating,CCL5,CCR5,-0.0008322760923383
cellphonedb,Merged specificity,25,Monocyte classical,B naive,TNFSF13B,TNFRSF13C,-0.0008322760923383
cellphonedb,Merged specificity,26,NK,T proliferating,CCL4,CCR5,-0.0008700090979911
cellphonedb,Merged specificity,27,CD8 T memory,NK,CLEC2B,KLRF1,-0.0008796154712647
cellphonedb,Merged specificity,28,NK,CD8 T memory,KLRF1,CLEC2B,-0.0008796154712647
cellphonedb,Merged specificity,29,CD8 T memory,Monocyte non-classical,CCL5,CCR1,-0.000928698149693
cellphonedb,Merged specificity,30,NK,NK,KLRF1,CLEC2B,-0.0009387265368823
cellphonedb,Merged specificity,31,NK,NK,CLEC2B,KLRF1,-0.0009387265368823
cellphonedb,Merged specificity,32,NK,Erythroid early,CCL4,SLC7A1,-0.0009488261037286
cellphonedb,Merged specificity,33,CD8 T memory,Erythroid early,CCL5,ACKR1,-0.0010756604667366
cellphonedb,Merged specificity,34,NK,CD8 T cytotoxic,KLRF1,CLEC2B,-0.0010867072428251
cellphonedb,Merged specificity,35,CD8 T cytotoxic,NK,CLEC2B,KLRF1,-0.0010867072428251
cellphonedb,Merged specificity,36,CD4 T memory,Platelet,CD40LG,ITGA2B_ITGB3,-0.0010999793124902
cellphonedb,Merged specificity,37,CD8 T cytotoxic,Monocyte classical,CCL5,CCR1,-0.0011661352049106
cellphonedb,Merged specificity,38,Monocyte non-classical,Plasmacytoid DC,ALOX5,ALOX5AP,-0.0011661352049106
cellphonedb,Merged specificity,39,CD8 T cytotoxic,Erythroid early,CCL5,ACKR1,-0.0011895112435277
cellphonedb,Merged specificity,40,Platelet,Platelet,THBS1,ITGA2B_ITGB3,-0.0011931012443092
cellphonedb,Merged specificity,41,Monocyte classical,Erythroid early,CXCL8,ACKR1,-0.0012131940399899
cellphonedb,Merged specificity,42,Platelet,Plasmacytoid DC,SELP,SELPLG,-0.0012899687731636
cellphonedb,Merged specificity,43,T activated,NK,CLEC2B,KLRF1,-0.0013490177470129
cellphonedb,Merged specificity,44,NK,T activated,KLRF1,CLEC2B,-0.0013490177470129
cellphonedb,Merged specificity,45,Erythroid early,B naive,GAL,HLA-DPA1,-0.0013618392755886
cellphonedb,Merged specificity,46,CD8 T memory,Monocyte classical,CCL5,CCR1,-0.0013618392755886
cellphonedb,Merged specificity,47,Platelet,CD4 T memory,TNFSF4,TNFRSF4,-0.0013905775777639
cellphonedb,Merged specificity,48,T proliferating,Monocyte non-classical,CD99,PILRA,-0.0014673118357431
cellphonedb,Merged specificity,49,Plasmacytoid DC,Dendritic cell,GAS6,AXL,-0.0014949233386779
cellphonedb,Merged specificity,50,B naive,Monocyte non-classical,FCER2,ITGAX_ITGB2,-0.0015498495337453
cellphonedb,Merged specificity,51,Monocyte classical,Plasmacytoid DC,BST2,LILRA4,-0.0016065378125386
cellphonedb,Merged specificity,52,Granulocyte precursor,B naive,TNFSF13B,TNFRSF13C,-0.0016353865325582
cellphonedb,Merged specificity,53,Granulocyte precursor,Erythroid early,TNFSF13B,TFRC,-0.0016941025095835
cellphonedb,Merged specificity,54,T proliferating,Erythroid early,CCL4,SLC7A1,-0.0019104993731479
cellphonedb,Merged specificity,55,NK,T proliferating,CCL5,CCR5,-0.0020419387107863
cellphonedb,Merged specificity,56,T proliferating,Monocyte non-classical,CCL5,CCR1,-0.0020419387107863
cellphonedb,Merged specificity,57,NK,NK,HLA-E,KLRC1_KLRD1,-0.0020587746802809
cellphonedb,Merged specificity,58,NK,NK,HLA-E,KLRC1,-0.0020587746802809
cellphonedb,Merged specificity,59,T proliferating,T proliferating,CCL4,CCR5,-0.002075701654968
cellphonedb,Merged specificity,60,Monocyte classical,Plasmacytoid DC,TNFSF13B,TNFRSF17,-0.0022860077553249
cellphonedb,Merged specificity,61,Plasmacytoid DC,Dendritic cell,APP,CD74,-0.0023296159994817
cellphonedb,Merged specificity,62,Dendritic cell,Monocyte non-classical,GRN,TNFRSF1B,-0.0023962119628992
cellphonedb,Merged specificity,63,Plasmacytoid DC,B naive,APP,CD74,-0.0026014864338295
cellphonedb,Merged specificity,64,NK,Erythroid early,CCL5,ACKR1,-0.0026269703228632
cellphonedb,Merged specificity,65,CD8 T cytotoxic,Monocyte non-classical,CD99,PILRA,-0.0026667930225078
cellphonedb,Merged specificity,66,Plasmacytoid DC,Plasmacytoid DC,APP,CD74,-0.0027429645976128
cellphonedb,Merged specificity,67,Dendritic cell,B naive,TNFSF13B,TNFRSF13C,-0.0028300447765041
cellphonedb,Merged specificity,68,T proliferating,Monocyte classical,CCL5,CCR1,-0.0028718570278535
cellphonedb,Merged specificity,69,Dendritic cell,Platelet,GHRL,TBXA2R,-0.0028881323265079
cellphonedb,Merged specificity,70,NK,Dendritic cell,KLRF1,CLEC2B,-0.0029353322479925
cellphonedb,Merged specificity,71,Dendritic cell,NK,CLEC2B,KLRF1,-0.0029353322479925
cellphonedb,Merged specificity,72,Plasmacytoid DC,Plasmacytoid DC,LILRB4,LAIR1,-0.0030870046463371
cellphonedb,Merged specificity,73,CD8 T cytotoxic,NK,HLA-E,KLRC1_KLRD1,-0.0031090827015327
cellphonedb,Merged specificity,74,CD8 T cytotoxic,NK,HLA-E,KLRC1,-0.0031090827015327
cellphonedb,Merged specificity,75,Plasmacytoid DC,Pre-B small,APP,CD74,-0.0031895192928913
cellphonedb,Merged specificity,76,T proliferating,NK,CLEC2D,KLRB1,-0.0034055810528448
cellphonedb,Merged specificity,77,CD8 T memory,T proliferating,CCL4,CCR5,-0.0034527773476374
cellphonedb,Merged specificity,78,Dendritic cell,Plasmacytoid DC,EFNB1,EPHB1,-0.0035056129780644
cellphonedb,Merged specificity,79,Dendritic cell,Plasmacytoid DC,ALOX5,ALOX5AP,-0.0035969336346147
cellphonedb,Merged specificity,80,NK,Monocyte non-classical,CCL5,CCR1,-0.0037449784343693
cellphonedb,Merged specificity,81,CD8 T memory,NK,HLA-E,KLRC1_KLRD1,-0.0039226760065497
cellphonedb,Merged specificity,82,CD8 T memory,NK,HLA-E,KLRC1,-0.0039226760065497
cellphonedb,Merged specificity,83,Dendritic cell,Monocyte classical,ANXA1,FPR1,-0.0040004911324609
cellphonedb,Merged specificity,84,NK,Monocyte non-classical,CD99,PILRA,-0.0041058074841299
cellphonedb,Merged specificity,85,Platelet,NK,HLA-E,KLRC1_KLRD1,-0.0041859745979997
cellphonedb,Merged specificity,86,Platelet,NK,HLA-E,KLRC1,-0.0041859745979997
cellphonedb,Merged specificity,87,CD8 T memory,Erythroid early,CCL4,SLC7A1,-0.004775976947501
cellphonedb,Merged specificity,88,NK,HSPC,KLRF1,CLEC2B,-0.0049840782593271
cellphonedb,Merged specificity,89,HSPC,NK,CLEC2B,KLRF1,-0.0049840782593271
cellphonedb,Merged specificity,90,T proliferating,Monocyte non-classical,CCL3,CCR1,-0.0050750483213972
cellphonedb,Merged specificity,91,T proliferating,T proliferating,CCL3,CCR5,-0.0052602304176964
cellphonedb,Merged specificity,92,CD4 T memory,NK,CLEC2B,KLRF1,-0.0052915168746939
cellphonedb,Merged specificity,93,NK,CD4 T memory,KLRF1,CLEC2B,-0.0052915168746939
cellphonedb,Merged specificity,94,B naive,Monocyte classical,FCER2,ITGAM_ITGB2,-0.0053229246991792
cellphonedb,Merged specificity,95,B naive,Dendritic cell,FCER2,ITGAX_ITGB2,-0.005449773976304
cellphonedb,Merged specificity,96,Monocyte non-classical,Erythroid early,TNFSF13B,TFRC,-0.0055785823365314
cellphonedb,Merged specificity,97,Dendritic cell,Plasmacytoid DC,AREG,ICAM1,-0.0058421312008737
cellphonedb,Merged specificity,98,Monocyte classical,B naive,TNFSF13B,CD40,-0.0059768990780026
cellphonedb,Merged specificity,99,CD4 T naive,NK,CLEC2D,KLRB1,-0.0060450373510303
cellphonedb,Merged specificity,100,NK,Monocyte classical,CCL5,CCR1,-0.0060450373510303
