library,pathway,set_size,source,target,ligand_complex,receptor_complex,magnitude_rank,specificity_rank,significant
Reactome_Pathways_2024,MyD88 MAL(TIRAP) Cascade Initiated on Plasma Membrane,115,Granulocyte precursor,Erythroid early,S100A9,CD36,0.0029221084481157,0.0002525894584775,True
Reactome_Pathways_2024,Neutrophil Degranulation,478,Granulocyte precursor,Erythroid early,S100A9,CD36,0.0029221084481157,0.0002525894584775,True
Reactome_Pathways_2024,Regulation of TLR by Endogenous Ligand,22,Granulocyte precursor,Erythroid early,S100A9,CD36,0.0029221084481157,0.0002525894584775,True
Reactome_Pathways_2024,Toll Like Receptor 2 (TLR2) Cascade,118,Granulocyte precursor,Erythroid early,S100A9,CD36,0.0029221084481157,0.0002525894584775,True
Reactome_Pathways_2024,Toll Like Receptor 4 (TLR4) Cascade,148,Granulocyte precursor,Erythroid early,S100A9,CD36,0.0029221084481157,0.0002525894584775,True
Reactome_Pathways_2024,Toll Like Receptor TLR1 TLR2 Cascade,118,Granulocyte precursor,Erythroid early,S100A9,CD36,0.0029221084481157,0.0002525894584775,True
Reactome_Pathways_2024,Toll Like Receptor TLR6 TLR2 Cascade,115,Granulocyte precursor,Erythroid early,S100A9,CD36,0.0029221084481157,0.0002525894584775,True
Reactome_Pathways_2024,Toll-like Receptor Cascades,174,Granulocyte precursor,Erythroid early,S100A9,CD36,0.0029221084481157,0.0002525894584775,True
Reactome_Pathways_2024,Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell,223,CD8 T cytotoxic,T proliferating,HLA-B,CD8A,0.0030203684445673,0.0425604236783712,True
Reactome_Pathways_2024,Neutrophil Degranulation,478,Monocyte classical,Monocyte classical,S100A9,CD68,0.0031001309968988,0.0004777009597041,True
Reactome_Pathways_2024,DAP12 Interactions,45,CD4 T naive,NK,HLA-B,KLRD1,0.0031202318179482,0.0307495375129016,True
Reactome_Pathways_2024,Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell,223,CD4 T naive,NK,HLA-B,KLRD1,0.0031202318179482,0.0307495375129016,True
Reactome_Pathways_2024,Neutrophil Degranulation,478,Granulocyte precursor,T proliferating,S100A9,ITGB2,0.0031606264252236,0.0119552436151784,True
Reactome_Pathways_2024,Toll Like Receptor 4 (TLR4) Cascade,148,Granulocyte precursor,T proliferating,S100A9,ITGB2,0.0031606264252236,0.0119552436151784,True
Reactome_Pathways_2024,Toll-like Receptor Cascades,174,Granulocyte precursor,T proliferating,S100A9,ITGB2,0.0031606264252236,0.0119552436151784,True
Reactome_Pathways_2024,Neutrophil Degranulation,478,Monocyte classical,Monocyte classical,S100A8,CD68,0.0033873774562929,0.0003193910149337,True
Reactome_Pathways_2024,Neutrophil Degranulation,478,Granulocyte precursor,Dendritic cell,S100A9,ITGB2,0.0034717530597122,0.0127498961940867,True
Reactome_Pathways_2024,Toll Like Receptor 4 (TLR4) Cascade,148,Granulocyte precursor,Dendritic cell,S100A9,ITGB2,0.0034717530597122,0.0127498961940867,True
Reactome_Pathways_2024,Toll-like Receptor Cascades,174,Granulocyte precursor,Dendritic cell,S100A9,ITGB2,0.0034717530597122,0.0127498961940867,True
Reactome_Pathways_2024,Neutrophil Degranulation,478,Granulocyte precursor,Monocyte non-classical,S100A8,CD68,0.0035143251057031,0.0002147299889682,True
Reactome_Pathways_2024,Neutrophil Degranulation,478,Granulocyte precursor,Monocyte non-classical,S100A8,ITGB2,0.0035786625666784,0.0124891701554234,True
Reactome_Pathways_2024,Toll Like Receptor 4 (TLR4) Cascade,148,Granulocyte precursor,Monocyte non-classical,S100A8,ITGB2,0.0035786625666784,0.0124891701554234,True
Reactome_Pathways_2024,Toll-like Receptor Cascades,174,Granulocyte precursor,Monocyte non-classical,S100A8,ITGB2,0.0035786625666784,0.0124891701554234,True
Reactome_Pathways_2024,DAP12 Interactions,45,B naive,NK,HLA-B,KLRD1,0.0036002360585752,0.0324625501912772,True
Reactome_Pathways_2024,Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell,223,B naive,NK,HLA-B,KLRD1,0.0036002360585752,0.0324625501912772,True
Reactome_Pathways_2024,Antigen processing-Cross Presentation,96,Monocyte classical,Erythroid late,S100A9,CD36,0.0039767644536545,0.0012737585876008,True
Reactome_Pathways_2024,Class I MHC Mediated Antigen Processing & Presentation,373,Monocyte classical,Erythroid late,S100A9,CD36,0.0039767644536545,0.0012737585876008,True
Reactome_Pathways_2024,Diseases Associated With the TLR Signaling Cascade,35,Monocyte classical,Erythroid late,S100A9,CD36,0.0039767644536545,0.0012737585876008,True
Reactome_Pathways_2024,Diseases of Immune System,35,Monocyte classical,Erythroid late,S100A9,CD36,0.0039767644536545,0.0012737585876008,True
Reactome_Pathways_2024,ER-Phagosome Pathway,80,Monocyte classical,Erythroid late,S100A9,CD36,0.0039767644536545,0.0012737585876008,True
Reactome_Pathways_2024,IRAK4 Deficiency (TLR2 4),20,Monocyte classical,Erythroid late,S100A9,CD36,0.0039767644536545,0.0012737585876008,True
Reactome_Pathways_2024,MyD88 Deficiency (TLR2 4),19,Monocyte classical,Erythroid late,S100A9,CD36,0.0039767644536545,0.0012737585876008,True
Reactome_Pathways_2024,MyD88 MAL(TIRAP) Cascade Initiated on Plasma Membrane,115,Monocyte classical,Erythroid late,S100A9,CD36,0.0039767644536545,0.0012737585876008,True
Reactome_Pathways_2024,Neutrophil Degranulation,478,Monocyte classical,Erythroid late,S100A9,CD36,0.0039767644536545,0.0012737585876008,True
Reactome_Pathways_2024,Regulation of TLR by Endogenous Ligand,22,Monocyte classical,Erythroid late,S100A9,CD36,0.0039767644536545,0.0012737585876008,True
Reactome_Pathways_2024,Toll Like Receptor 2 (TLR2) Cascade,118,Monocyte classical,Erythroid late,S100A9,CD36,0.0039767644536545,0.0012737585876008,True
Reactome_Pathways_2024,Toll Like Receptor 4 (TLR4) Cascade,148,Monocyte classical,Erythroid late,S100A9,CD36,0.0039767644536545,0.0012737585876008,True
Reactome_Pathways_2024,Toll Like Receptor TLR1 TLR2 Cascade,118,Monocyte classical,Erythroid late,S100A9,CD36,0.0039767644536545,0.0012737585876008,True
Reactome_Pathways_2024,Toll Like Receptor TLR6 TLR2 Cascade,115,Monocyte classical,Erythroid late,S100A9,CD36,0.0039767644536545,0.0012737585876008,True
Reactome_Pathways_2024,Toll-like Receptor Cascades,174,Monocyte classical,Erythroid late,S100A9,CD36,0.0039767644536545,0.0012737585876008,True
Reactome_Pathways_2024,Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell,223,CD8 T memory,T proliferating,HLA-B,CD8A,0.0042068669352019,0.0460119188803852,True
Reactome_Pathways_2024,Antigen processing-Cross Presentation,96,Monocyte classical,Erythroid late,S100A8,CD36,0.004395536568337,0.000933852936623,True
Reactome_Pathways_2024,Class I MHC Mediated Antigen Processing & Presentation,373,Monocyte classical,Erythroid late,S100A8,CD36,0.004395536568337,0.000933852936623,True
Reactome_Pathways_2024,Diseases Associated With the TLR Signaling Cascade,35,Monocyte classical,Erythroid late,S100A8,CD36,0.004395536568337,0.000933852936623,True
Reactome_Pathways_2024,Diseases of Immune System,35,Monocyte classical,Erythroid late,S100A8,CD36,0.004395536568337,0.000933852936623,True
Reactome_Pathways_2024,ER-Phagosome Pathway,80,Monocyte classical,Erythroid late,S100A8,CD36,0.004395536568337,0.000933852936623,True
Reactome_Pathways_2024,IRAK4 Deficiency (TLR2 4),20,Monocyte classical,Erythroid late,S100A8,CD36,0.004395536568337,0.000933852936623,True
Reactome_Pathways_2024,MyD88 Deficiency (TLR2 4),19,Monocyte classical,Erythroid late,S100A8,CD36,0.004395536568337,0.000933852936623,True
Reactome_Pathways_2024,MyD88 MAL(TIRAP) Cascade Initiated on Plasma Membrane,115,Monocyte classical,Erythroid late,S100A8,CD36,0.004395536568337,0.000933852936623,True
Reactome_Pathways_2024,Neutrophil Degranulation,478,Monocyte classical,Erythroid late,S100A8,CD36,0.004395536568337,0.000933852936623,True
Reactome_Pathways_2024,Regulation of TLR by Endogenous Ligand,22,Monocyte classical,Erythroid late,S100A8,CD36,0.004395536568337,0.000933852936623,True
Reactome_Pathways_2024,Toll Like Receptor 2 (TLR2) Cascade,118,Monocyte classical,Erythroid late,S100A8,CD36,0.004395536568337,0.000933852936623,True
Reactome_Pathways_2024,Toll Like Receptor 4 (TLR4) Cascade,148,Monocyte classical,Erythroid late,S100A8,CD36,0.004395536568337,0.000933852936623,True
Reactome_Pathways_2024,Toll Like Receptor TLR1 TLR2 Cascade,118,Monocyte classical,Erythroid late,S100A8,CD36,0.004395536568337,0.000933852936623,True
Reactome_Pathways_2024,Toll Like Receptor TLR6 TLR2 Cascade,115,Monocyte classical,Erythroid late,S100A8,CD36,0.004395536568337,0.000933852936623,True
Reactome_Pathways_2024,Toll-like Receptor Cascades,174,Monocyte classical,Erythroid late,S100A8,CD36,0.004395536568337,0.000933852936623,True
Reactome_Pathways_2024,Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell,223,NK,NK,B2M,KLRC1,0.0045155240379975,0.0037298319567341,True
Reactome_Pathways_2024,Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell,223,NK,T proliferating,HLA-B,CD8A,0.0047355076894402,0.0479976349771549,True
Reactome_Pathways_2024,Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell,223,CD8 T cytotoxic,NK,B2M,KLRC1,0.0050879317641621,0.0041743731895501,True
Reactome_Pathways_2024,Neutrophil Degranulation,478,Granulocyte precursor,CD8 T cytotoxic,S100A8,ITGB2,0.0051650691713033,0.0203942490606826,True
Reactome_Pathways_2024,Toll Like Receptor 4 (TLR4) Cascade,148,Granulocyte precursor,CD8 T cytotoxic,S100A8,ITGB2,0.0051650691713033,0.0203942490606826,True
Reactome_Pathways_2024,Toll-like Receptor Cascades,174,Granulocyte precursor,CD8 T cytotoxic,S100A8,ITGB2,0.0051650691713033,0.0203942490606826,True
Reactome_Pathways_2024,Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell,223,CD8 T memory,NK,B2M,KLRC1,0.0053999039877507,0.0044090741001736,True
Reactome_Pathways_2024,DAP12 Interactions,45,Monocyte classical,NK,HLA-B,KLRD1,0.0056129525813897,0.0389837901182324,True
Reactome_Pathways_2024,Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell,223,Monocyte classical,NK,HLA-B,KLRD1,0.0056129525813897,0.0389837901182324,True
Reactome_Pathways_2024,Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell,223,T proliferating,T proliferating,HLA-A,CD8A,0.0062763727240479,0.0343256383580433,True
Reactome_Pathways_2024,Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell,223,CD4 T memory,NK,B2M,KLRC1,0.0063904780149648,0.0054339797731973,True
Reactome_Pathways_2024,Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell,223,NK,T proliferating,HLA-C,CD8A,0.0064767184219044,0.0251019977851735,True
Reactome_Pathways_2024,Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell,223,T proliferating,NK,B2M,KLRC1,0.0065635259058625,0.005530400085697,True
Reactome_Pathways_2024,Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell,223,CD8 T memory,T proliferating,HLA-A,CD8A,0.0066509002480034,0.0353281988342654,True
Reactome_Pathways_2024,Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell,223,NK,T proliferating,HLA-A,CD8A,0.00682734863149,0.0354202562984191,True
Reactome_Pathways_2024,Neutrophil Degranulation,478,Granulocyte precursor,Monocyte non-classical,S100A9,CD68,0.0068569766295149,0.0003215148100381,True
Reactome_Pathways_2024,Neutrophil Degranulation,478,Granulocyte precursor,Monocyte non-classical,S100A9,ITGB2,0.0068866684395017,0.0273042261857722,True
Reactome_Pathways_2024,Toll Like Receptor 4 (TLR4) Cascade,148,Granulocyte precursor,Monocyte non-classical,S100A9,ITGB2,0.0068866684395017,0.0273042261857722,True
Reactome_Pathways_2024,Toll-like Receptor Cascades,174,Granulocyte precursor,Monocyte non-classical,S100A9,ITGB2,0.0068866684395017,0.0273042261857722,True
Reactome_Pathways_2024,Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell,223,Monocyte non-classical,NK,B2M,KLRC1,0.0075557736779347,0.008927554077696,True
Reactome_Pathways_2024,Neutrophil Degranulation,478,Granulocyte precursor,Plasmacytoid DC,S100A8,CD68,0.0079335395744699,0.0007643054281638,True
Reactome_Pathways_2024,Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell,223,NK,CD8 T memory,HLA-C,CD8A,0.0080936044928552,0.0380603765703093,True
Reactome_Pathways_2024,Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell,223,Plasmacytoid DC,NK,B2M,KLRC1,0.0082877470222982,0.0143885264832758,True
Reactome_Pathways_2024,Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell,223,CD8 T cytotoxic,T proliferating,HLA-A,CD8A,0.0084841406447165,0.0403203825006431,True
Reactome_Pathways_2024,DAP12 Interactions,45,Pre-B large,NK,HLA-B,KLRD1,0.0085831810687017,0.0494650325650177,True
Reactome_Pathways_2024,Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell,223,Pre-B large,NK,HLA-B,KLRD1,0.0085831810687017,0.0494650325650177,True
Reactome_Pathways_2024,Neutrophil Degranulation,478,Granulocyte precursor,CD8 T cytotoxic,S100A9,ITGB2,0.0086495196402722,0.0388370490357613,True
Reactome_Pathways_2024,Toll Like Receptor 4 (TLR4) Cascade,148,Granulocyte precursor,CD8 T cytotoxic,S100A9,ITGB2,0.0086495196402722,0.0388370490357613,True
Reactome_Pathways_2024,Toll-like Receptor Cascades,174,Granulocyte precursor,CD8 T cytotoxic,S100A9,ITGB2,0.0086495196402722,0.0388370490357613,True
Reactome_Pathways_2024,Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell,223,CD8 T cytotoxic,T proliferating,HLA-C,CD8A,0.0089511371916138,0.0297089205772923,True
Reactome_Pathways_2024,MyD88 MAL(TIRAP) Cascade Initiated on Plasma Membrane,115,Monocyte classical,Erythroid early,S100A12,CD36,0.0095695198378263,5.432327373268655e-05,True
Reactome_Pathways_2024,Neutrophil Degranulation,478,Monocyte classical,Erythroid early,S100A12,CD36,0.0095695198378263,5.432327373268655e-05,True
Reactome_Pathways_2024,Signaling by Interleukins,452,Monocyte classical,Erythroid early,S100A12,CD36,0.0095695198378263,5.432327373268655e-05,True
Reactome_Pathways_2024,Toll Like Receptor 2 (TLR2) Cascade,118,Monocyte classical,Erythroid early,S100A12,CD36,0.0095695198378263,5.432327373268655e-05,True
Reactome_Pathways_2024,Toll Like Receptor 4 (TLR4) Cascade,148,Monocyte classical,Erythroid early,S100A12,CD36,0.0095695198378263,5.432327373268655e-05,True
Reactome_Pathways_2024,Toll Like Receptor TLR1 TLR2 Cascade,118,Monocyte classical,Erythroid early,S100A12,CD36,0.0095695198378263,5.432327373268655e-05,True
Reactome_Pathways_2024,Toll Like Receptor TLR6 TLR2 Cascade,115,Monocyte classical,Erythroid early,S100A12,CD36,0.0095695198378263,5.432327373268655e-05,True
Reactome_Pathways_2024,Toll-like Receptor Cascades,174,Monocyte classical,Erythroid early,S100A12,CD36,0.0095695198378263,5.432327373268655e-05,True
Reactome_Pathways_2024,Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell,223,CD4 T naive,NK,B2M,KLRC1,0.0095695198378263,0.0324189989904747,True
Reactome_Pathways_2024,Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell,223,NK,Dendritic cell,B2M,CD1C,0.0098862752192375,0.0035923466461213,True
Reactome_Pathways_2024,Neutrophil Degranulation,478,Monocyte classical,Platelet,S100A9,CD68,0.0099573481914702,0.0016236891145838,True
Reactome_Pathways_2024,Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell,223,NK,T proliferating,HLA-C,CD8B,0.0100644258105127,0.0392783314241316,True
Reactome_Pathways_2024,Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell,223,Platelet,NK,B2M,KLRC1,0.0100644258105127,0.0269160297868817,True
Reactome_Pathways_2024,Chemokine Receptors Bind Chemokines,57,Platelet,T proliferating,PF4,CXCR3,0.0103164441085459,4.9742883413255394e-08,True
Reactome_Pathways_2024,Class A 1 (Rhodopsin-like Receptors),333,Platelet,T proliferating,PF4,CXCR3,0.0103164441085459,4.9742883413255394e-08,True
Reactome_Pathways_2024,G Alpha (I) Signalling Events,316,Platelet,T proliferating,PF4,CXCR3,0.0103164441085459,4.9742883413255394e-08,True
Reactome_Pathways_2024,GPCR Ligand Binding,467,Platelet,T proliferating,PF4,CXCR3,0.0103164441085459,4.9742883413255394e-08,True
Reactome_Pathways_2024,Peptide Ligand-Binding Receptors,198,Platelet,T proliferating,PF4,CXCR3,0.0103164441085459,4.9742883413255394e-08,True
Reactome_Pathways_2024,Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell,223,Monocyte classical,NK,B2M,KLRC1,0.0104253819369486,0.034779062269606,True
Reactome_Pathways_2024,Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell,223,NK,CD8 T memory,HLA-C,CD8B,0.0106081876562264,0.0449316755402579,True
Reactome_Pathways_2024,Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell,223,CD8 T cytotoxic,Dendritic cell,B2M,CD1C,0.0106817452672761,0.0056139300876901,True
Reactome_Pathways_2024,Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell,223,T activated,NK,B2M,KLRC1,0.0107186159074457,0.0420959524935067,True
Reactome_Pathways_2024,Neutrophil Degranulation,478,Monocyte classical,Platelet,S100A8,CD68,0.011128285244201,0.0012011845168576,True
Reactome_Pathways_2024,Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell,223,CD8 T memory,Dendritic cell,B2M,CD1C,0.0115837350558656,0.0083531671057203,True
Reactome_Pathways_2024,Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell,223,CD8 T cytotoxic,CD8 T memory,HLA-C,CD8A,0.0115837350558656,0.0448780909534715,True
Reactome_Pathways_2024,Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell,223,CD8 T memory,T proliferating,HLA-C,CD8A,0.0116220905560777,0.0338312550140126,True
Reactome_Pathways_2024,Antigen processing-Cross Presentation,96,Granulocyte precursor,Monocyte classical,S100A8,CD36,0.0122441806243501,0.0031902466151329,True
Reactome_Pathways_2024,Class I MHC Mediated Antigen Processing & Presentation,373,Granulocyte precursor,Monocyte classical,S100A8,CD36,0.0122441806243501,0.0031902466151329,True
Reactome_Pathways_2024,Diseases Associated With the TLR Signaling Cascade,35,Granulocyte precursor,Monocyte classical,S100A8,CD36,0.0122441806243501,0.0031902466151329,True
Reactome_Pathways_2024,Diseases of Immune System,35,Granulocyte precursor,Monocyte classical,S100A8,CD36,0.0122441806243501,0.0031902466151329,True
Reactome_Pathways_2024,ER-Phagosome Pathway,80,Granulocyte precursor,Monocyte classical,S100A8,CD36,0.0122441806243501,0.0031902466151329,True
Reactome_Pathways_2024,IRAK4 Deficiency (TLR2 4),20,Granulocyte precursor,Monocyte classical,S100A8,CD36,0.0122441806243501,0.0031902466151329,True
Reactome_Pathways_2024,MyD88 Deficiency (TLR2 4),19,Granulocyte precursor,Monocyte classical,S100A8,CD36,0.0122441806243501,0.0031902466151329,True
Reactome_Pathways_2024,MyD88 MAL(TIRAP) Cascade Initiated on Plasma Membrane,115,Granulocyte precursor,Monocyte classical,S100A8,CD36,0.0122441806243501,0.0031902466151329,True
Reactome_Pathways_2024,Neutrophil Degranulation,478,Granulocyte precursor,Monocyte classical,S100A8,CD36,0.0122441806243501,0.0031902466151329,True
Reactome_Pathways_2024,Regulation of TLR by Endogenous Ligand,22,Granulocyte precursor,Monocyte classical,S100A8,CD36,0.0122441806243501,0.0031902466151329,True
Reactome_Pathways_2024,Toll Like Receptor 2 (TLR2) Cascade,118,Granulocyte precursor,Monocyte classical,S100A8,CD36,0.0122441806243501,0.0031902466151329,True
Reactome_Pathways_2024,Toll Like Receptor 4 (TLR4) Cascade,148,Granulocyte precursor,Monocyte classical,S100A8,CD36,0.0122441806243501,0.0031902466151329,True
Reactome_Pathways_2024,Toll Like Receptor TLR1 TLR2 Cascade,118,Granulocyte precursor,Monocyte classical,S100A8,CD36,0.0122441806243501,0.0031902466151329,True
Reactome_Pathways_2024,Toll Like Receptor TLR6 TLR2 Cascade,115,Granulocyte precursor,Monocyte classical,S100A8,CD36,0.0122441806243501,0.0031902466151329,True
Reactome_Pathways_2024,Toll-like Receptor Cascades,174,Granulocyte precursor,Monocyte classical,S100A8,CD36,0.0122441806243501,0.0031902466151329,True
Reactome_Pathways_2024,Neutrophil Degranulation,478,Granulocyte precursor,Plasmacytoid DC,S100A9,CD68,0.0127211047228831,0.0011709352680849,True
Reactome_Pathways_2024,Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell,223,CD4 T memory,Dendritic cell,B2M,CD1C,0.0134531027113795,0.0248809350457534,True
Reactome_Pathways_2024,Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell,223,T proliferating,Dendritic cell,B2M,CD1C,0.0135770388835229,0.0295445468205154,True
Reactome_Pathways_2024,Antigen processing-Cross Presentation,96,Monocyte classical,Dendritic cell,S100A9,CD36,0.0142473490409282,0.0056419554379618,True
Reactome_Pathways_2024,Class I MHC Mediated Antigen Processing & Presentation,373,Monocyte classical,Dendritic cell,S100A9,CD36,0.0142473490409282,0.0056419554379618,True
Reactome_Pathways_2024,Diseases Associated With the TLR Signaling Cascade,35,Monocyte classical,Dendritic cell,S100A9,CD36,0.0142473490409282,0.0056419554379618,True
Reactome_Pathways_2024,Diseases of Immune System,35,Monocyte classical,Dendritic cell,S100A9,CD36,0.0142473490409282,0.0056419554379618,True
Reactome_Pathways_2024,ER-Phagosome Pathway,80,Monocyte classical,Dendritic cell,S100A9,CD36,0.0142473490409282,0.0056419554379618,True
Reactome_Pathways_2024,IRAK4 Deficiency (TLR2 4),20,Monocyte classical,Dendritic cell,S100A9,CD36,0.0142473490409282,0.0056419554379618,True
Reactome_Pathways_2024,MyD88 Deficiency (TLR2 4),19,Monocyte classical,Dendritic cell,S100A9,CD36,0.0142473490409282,0.0056419554379618,True
Reactome_Pathways_2024,MyD88 MAL(TIRAP) Cascade Initiated on Plasma Membrane,115,Monocyte classical,Dendritic cell,S100A9,CD36,0.0142473490409282,0.0056419554379618,True
Reactome_Pathways_2024,Neutrophil Degranulation,478,Monocyte classical,Dendritic cell,S100A9,CD36,0.0142473490409282,0.0056419554379618,True
Reactome_Pathways_2024,Regulation of TLR by Endogenous Ligand,22,Monocyte classical,Dendritic cell,S100A9,CD36,0.0142473490409282,0.0056419554379618,True
Reactome_Pathways_2024,Toll Like Receptor 2 (TLR2) Cascade,118,Monocyte classical,Dendritic cell,S100A9,CD36,0.0142473490409282,0.0056419554379618,True
Reactome_Pathways_2024,Toll Like Receptor 4 (TLR4) Cascade,148,Monocyte classical,Dendritic cell,S100A9,CD36,0.0142473490409282,0.0056419554379618,True
Reactome_Pathways_2024,Toll Like Receptor TLR1 TLR2 Cascade,118,Monocyte classical,Dendritic cell,S100A9,CD36,0.0142473490409282,0.0056419554379618,True
Reactome_Pathways_2024,Toll Like Receptor TLR6 TLR2 Cascade,115,Monocyte classical,Dendritic cell,S100A9,CD36,0.0142473490409282,0.0056419554379618,True
Reactome_Pathways_2024,Toll-like Receptor Cascades,174,Monocyte classical,Dendritic cell,S100A9,CD36,0.0142473490409282,0.0056419554379618,True
Reactome_Pathways_2024,Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell,223,CD8 T cytotoxic,T proliferating,HLA-C,CD8B,0.0144600352698284,0.0459031601761078,True
Reactome_Pathways_2024,Antigen processing-Cross Presentation,96,Monocyte classical,Plasmacytoid DC,S100A9,CD36,0.014933334447721,0.0059854146298044,True
Reactome_Pathways_2024,Class I MHC Mediated Antigen Processing & Presentation,373,Monocyte classical,Plasmacytoid DC,S100A9,CD36,0.014933334447721,0.0059854146298044,True
Reactome_Pathways_2024,Diseases Associated With the TLR Signaling Cascade,35,Monocyte classical,Plasmacytoid DC,S100A9,CD36,0.014933334447721,0.0059854146298044,True
Reactome_Pathways_2024,Diseases of Immune System,35,Monocyte classical,Plasmacytoid DC,S100A9,CD36,0.014933334447721,0.0059854146298044,True
Reactome_Pathways_2024,ER-Phagosome Pathway,80,Monocyte classical,Plasmacytoid DC,S100A9,CD36,0.014933334447721,0.0059854146298044,True
Reactome_Pathways_2024,IRAK4 Deficiency (TLR2 4),20,Monocyte classical,Plasmacytoid DC,S100A9,CD36,0.014933334447721,0.0059854146298044,True
Reactome_Pathways_2024,MyD88 Deficiency (TLR2 4),19,Monocyte classical,Plasmacytoid DC,S100A9,CD36,0.014933334447721,0.0059854146298044,True
Reactome_Pathways_2024,MyD88 MAL(TIRAP) Cascade Initiated on Plasma Membrane,115,Monocyte classical,Plasmacytoid DC,S100A9,CD36,0.014933334447721,0.0059854146298044,True
Reactome_Pathways_2024,Neutrophil Degranulation,478,Monocyte classical,Plasmacytoid DC,S100A9,CD36,0.014933334447721,0.0059854146298044,True
Reactome_Pathways_2024,Regulation of TLR by Endogenous Ligand,22,Monocyte classical,Plasmacytoid DC,S100A9,CD36,0.014933334447721,0.0059854146298044,True
Reactome_Pathways_2024,Toll Like Receptor 2 (TLR2) Cascade,118,Monocyte classical,Plasmacytoid DC,S100A9,CD36,0.014933334447721,0.0059854146298044,True
Reactome_Pathways_2024,Toll Like Receptor 4 (TLR4) Cascade,148,Monocyte classical,Plasmacytoid DC,S100A9,CD36,0.014933334447721,0.0059854146298044,True
Reactome_Pathways_2024,Toll Like Receptor TLR1 TLR2 Cascade,118,Monocyte classical,Plasmacytoid DC,S100A9,CD36,0.014933334447721,0.0059854146298044,True
Reactome_Pathways_2024,Toll Like Receptor TLR6 TLR2 Cascade,115,Monocyte classical,Plasmacytoid DC,S100A9,CD36,0.014933334447721,0.0059854146298044,True
Reactome_Pathways_2024,Toll-like Receptor Cascades,174,Monocyte classical,Plasmacytoid DC,S100A9,CD36,0.014933334447721,0.0059854146298044,True
Reactome_Pathways_2024,Neutrophil Degranulation,478,Granulocyte precursor,Monocyte classical,S100A8,CD68,0.0150201853115771,0.0025933945324031,True
Reactome_Pathways_2024,Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell,223,T proliferating,T proliferating,HLA-C,CD8A,0.0151509158128834,0.0386419426810756,True
Reactome_Pathways_2024,Antigen processing-Cross Presentation,96,Monocyte classical,Dendritic cell,S100A8,CD36,0.0154580961288816,0.0038816995517562,True
Reactome_Pathways_2024,Class I MHC Mediated Antigen Processing & Presentation,373,Monocyte classical,Dendritic cell,S100A8,CD36,0.0154580961288816,0.0038816995517562,True
Reactome_Pathways_2024,Diseases Associated With the TLR Signaling Cascade,35,Monocyte classical,Dendritic cell,S100A8,CD36,0.0154580961288816,0.0038816995517562,True
Reactome_Pathways_2024,Diseases of Immune System,35,Monocyte classical,Dendritic cell,S100A8,CD36,0.0154580961288816,0.0038816995517562,True
Reactome_Pathways_2024,ER-Phagosome Pathway,80,Monocyte classical,Dendritic cell,S100A8,CD36,0.0154580961288816,0.0038816995517562,True
Reactome_Pathways_2024,IRAK4 Deficiency (TLR2 4),20,Monocyte classical,Dendritic cell,S100A8,CD36,0.0154580961288816,0.0038816995517562,True
Reactome_Pathways_2024,MyD88 Deficiency (TLR2 4),19,Monocyte classical,Dendritic cell,S100A8,CD36,0.0154580961288816,0.0038816995517562,True
