cell_type,library,Term,Overlap,P-value,Adjusted P-value,Odds Ratio,Combined Score,Genes
CD4 T memory,Reactome,Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell,18/181,2.4068645050805376e-13,1.1023439433268862e-10,12.378593272171253,359.6635101626315,CD3E;TRBC1;ICAM3;KLRB1;CD3G;HLA-A;ITGB1;CLEC2D;HLA-B;CD96;HLA-F;CD99;B2M;HLA-E;IFITM1;CD3D;TRAC;HLA-C
CD4 T memory,Reactome,TCR Signaling,14/107,2.748565432497115e-12,8.392286453891192e-10,16.660105231466215,443.49103499672884,PAG1;CD3E;LAT;TRBC1;CD3G;EVL;NFKBIA;PIK3R1;UBC;CD3D;TRAT1;TRAC;PTPRC;LCK
CD4 T memory,Reactome,Adaptive Immune System,31/769,2.3694070763800562e-11,5.425942204910329e-09,4.87954535922493,119.38196268722783,IFITM1;CAPZB;KLRB1;EVL;CD99;HLA-C;CD3E;TRBC1;ICAM3;CD3G;SOCS3;HLA-B;CD96;NFKBIA;B2M;HLA-E;TRAC;PTPRC;LCK;PPP2R5C;PAG1;LAT;HLA-A;ITGB1;CLEC2D;CALM1;PIK3R1;HLA-F;UBC;TRAT1;CD3D
CD4 T memory,Reactome,Innate Immune System,34/944,4.8406524349778105e-11,8.86807526087935e-09,4.373653719617476,103.88033995848824,FOS;CD44;RAC2;EEF2;ARPC1B;BIN2;CSTB;MIF;HLA-C;BIRC3;ICAM3;CD3G;OPTN;CNN2;NFKBIA;HLA-B;TNFAIP3;B2M;HLA-E;HSPA8;PTPRC;LCK;LAT;APRT;RNASET2;CALM1;PIK3R1;CYLD;UBC;JUN;SLC2A3;EEF1A1;COTL1;GMFG
CD4 T memory,Reactome,Phosphorylation of CD3 and TCR Zeta Chains,8/26,1.0241499228177097e-10,1.563535548835037e-08,47.9997893997894,1104.0905800183166,PAG1;CD3E;TRBC1;CD3G;CD3D;TRAC;PTPRC;LCK
CD4 T memory,Reactome,Endosomal Vacuolar Pathway,6/11,3.731325095440614e-10,4.025300985017898e-08,122.27412946950221,2654.459776361533,HLA-A;HLA-B;HLA-F;B2M;HLA-E;HLA-C
CD4 T memory,Reactome,Interferon Alpha Beta Signaling,10/61,3.9549900507817776e-10,4.025300985017898e-08,21.488036082868284,465.23473690453716,HLA-A;ISG20;SOCS3;HLA-B;HLA-F;UBC;HLA-E;IFITM1;IFITM2;HLA-C
CD4 T memory,Reactome,Interleukin-4 and Interleukin-13 Signaling,12/102,3.680817898589908e-10,4.025300985017898e-08,14.683016545276024,318.9549976640497,IL2RG;RORA;FOS;ITGB1;SOCS3;TIMP1;VIM;ANXA1;JUNB;GATA3;PIK3R1;HSPA8
CD4 T memory,Reactome,Signaling by Interleukins,21/405,6.111704407972907e-10,5.5983212377031835e-08,6.150689496542556,130.4908463512084,FOS;JUNB;VIM;ANXA1;SOD1;MIF;IL2RG;SOCS3;CNN2;NFKBIA;IL32;HSPA8;LCK;RORA;ITGB1;TIMP1;GATA3;PIK3R1;UBC;JUN;IL7R
CD4 T memory,Reactome,Generation of Second Messenger Molecules,8/37,2.3070097630781575e-09,1.9211099481632657e-07,30.085097952894564,598.311778452939,CD3E;LAT;TRBC1;CD3G;EVL;CD3D;TRAC;LCK
CD4 T memory,Reactome,Downstream TCR Signaling,10/86,1.2549896564338884e-08,9.579754377445349e-07,14.447789614533477,262.8566320559614,CD3E;TRBC1;CD3G;NFKBIA;PIK3R1;UBC;CD3D;TRAT1;TRAC;LCK
CD4 T memory,Reactome,Interferon Signaling,15/243,1.9436654085828276e-08,1.3695365494322078e-06,7.277221065545247,129.21510256808938,HLA-A;EIF4A2;ISG20;SOCS3;HLA-B;HLA-F;B2M;UBC;HLA-E;IFITM1;MT2A;HSPA8;CD44;IFITM2;HLA-C
CD4 T memory,Reactome,DAP12 Interactions,7/38,7.830057108737374e-08,4.7815548744022895e-06,24.729297403716007,404.6383451760776,LAT;HLA-B;PIK3R1;B2M;HLA-E;LCK;HLA-C
CD4 T memory,Reactome,Translocation of ZAP-70 to Immunological Synapse,6/23,7.388467856840186e-08,4.7815548744022895e-06,38.406096217407274,630.6573022351322,CD3E;TRBC1;CD3G;CD3D;TRAC;LCK
CD4 T memory,Reactome,PD-1 Signaling,6/27,2.0966657960807175e-07,1.2003411682562108e-05,31.254558498236385,480.6247020631865,CD3E;TRBC1;CD3G;CD3D;TRAC;LCK
CD4 T memory,Reactome,"Antigen Presentation Folding, Assembly and Peptide Loading of Class I MHC",6/29,3.309928002538609e-07,1.7834670884266854e-05,28.591751900672755,426.622368214768,HLA-A;HLA-B;HLA-F;B2M;HLA-E;HLA-C
CD4 T memory,Reactome,Interferon Gamma Signaling,9/94,3.7295569582569426e-07,1.8979300965351994e-05,11.629532927183059,172.13809261148208,HLA-A;SOCS3;HLA-B;HLA-F;B2M;HLA-E;MT2A;CD44;HLA-C
CD4 T memory,Reactome,TNFR1-induced NF-kappa-B Signaling Pathway,6/30,4.103658385813796e-07,1.978395306002862e-05,27.42337757725198,403.2941356520688,BIRC3;TRADD;OPTN;TNFAIP3;CYLD;UBC
CD4 T memory,Reactome,Costimulation by the CD28 Family,8/73,5.934381290686549e-07,2.71794663113444e-05,13.525508079706553,193.9197116544062,CD3E;TRBC1;CD3G;PIK3R1;CD3D;TRAC;LCK;PPP2R5C
CD4 T memory,Reactome,Hemostasis,20/571,9.868664793532541e-07,4.304617595655146e-05,4.031701504082294,55.75331591873931,CD2;CD44;PFN1;CAPZB;RAC2;CD99;SOD1;TMSB4X;CD48;MIF;LCK;LAT;ITGB1;TIMP1;S100A10;CALM1;GATA3;PIK3R1;TAGLN2;PPP2R5C
CD4 T memory,Reactome,Neutrophil Degranulation,17/447,2.22840462696077e-06,9.278266537709388e-05,4.363771294388693,56.79109991341365,EEF2;APRT;GMFG;RNASET2;CNN2;HLA-B;COTL1;BIN2;B2M;EEF1A1;SLC2A3;CD44;CSTB;HSPA8;PTPRC;MIF;HLA-C
CD4 T memory,Reactome,TNFR1-induced Proapoptotic Signaling,5/25,3.969604587000952e-06,0.00015809381746490747,27.5957207909675,343.20367643449873,BIRC3;TRADD;OPTN;TNFAIP3;CYLD
CD4 T memory,Reactome,Regulation of TNFR1 Signaling,6/45,4.97900104781067e-06,0.00019003187332477392,16.996745956851388,207.5350489754488,BIRC3;TRADD;OPTN;TNFAIP3;CYLD;UBC
CD4 T memory,Reactome,ER-Phagosome Pathway,7/73,7.558623787874273e-06,0.00027694797558771336,11.693477880748382,137.89909646128896,HLA-A;HLA-B;HLA-F;B2M;UBC;HLA-E;HLA-C
CD4 T memory,Reactome,DAP12 Signaling,5/29,8.593522569537498e-06,0.0002915432101369018,23.085703846756093,269.2832347230752,LAT;PIK3R1;B2M;HLA-E;LCK
CD4 T memory,Reactome,Protein Methylation,4/14,8.425692256282459e-06,0.0002915432101369018,43.87895310796074,512.691557287843,HSPA8;EEF1A1;CALM1;EEF2
CD4 T memory,Reactome,TNF Signaling,6/54,1.4668915129545101e-05,0.0004798830806665469,13.836509156441311,153.99730177470374,BIRC3;TRADD;OPTN;TNFAIP3;CYLD;UBC
CD4 T memory,Reactome,Chaperone Mediated Autophagy,4/17,1.95744517311576e-05,0.0005603186808043864,34.12298558100085,369.93702282807624,HSPA8;UBC;VIM;EEF1A1
CD4 T memory,Reactome,Eukaryotic Translation Elongation,3/6,1.8359334957686718e-05,0.0005603186808043864,101.90126582278481,1111.2712513984493,EEF1B2;EEF1A1;EEF2
CD4 T memory,Reactome,Infectious Disease,23/875,1.8028121854862363e-05,0.0005603186808043864,2.99366568914956,32.70153974516289,CORO1A;EEF2;ARPC1B;HLA-C;DAD1;CD3G;HLA-B;NFKBIA;B2M;HLA-E;HSPA8;LCK;RCAN3;HLA-A;ITGB1;MGAT4A;CALM1;CXCR4;HLA-F;UBC;JUN;EEF1A1;PPIB
CD4 T memory,Reactome,Smooth Muscle Contraction,5/34,1.9347253187276696e-05,0.0005603186808043864,19.16810438250466,208.03067210791974,ANXA6;ANXA1;CALM1;MYL12B;MYL12A
CD4 T memory,Reactome,Antigen processing-Cross Presentation,7/88,2.6008424444641132e-05,0.0007219308118573114,9.534170352404052,100.65309501312414,HLA-A;HLA-B;HLA-F;B2M;UBC;HLA-E;HLA-C
CD4 T memory,Reactome,Signaling by Rho GTPases,18/611,3.621869034051728e-05,0.0009757741279974654,3.3366654741434028,34.12052513829784,PFN1;CAPZB;RAC2;EVL;ITGB1;ARPC1B;VIM;CALM1;ARHGEF1;PIK3R1;MYL12B;CDC42SE2;ARHGDIB;RHOH;IL32;LCK;PPP2R5C;ARHGAP15
CD4 T memory,Reactome,SARS-CoV Infections,14/397,4.1193114658027725e-05,0.00107808265790724,4.003058467410719,40.419839819854474,DAD1;RCAN3;HLA-A;ITGB1;MGAT4A;HLA-B;NFKBIA;HLA-F;B2M;UBC;EEF1A1;HLA-E;PPIB;HLA-C
CD4 T memory,Reactome,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",18/627,5.059044109396732e-05,0.0012872456678353907,3.246413521076112,32.112704164383366,PFN1;CAPZB;RAC2;EVL;ITGB1;ARPC1B;VIM;CALM1;ARHGEF1;PIK3R1;MYL12B;CDC42SE2;ARHGDIB;RHOH;IL32;LCK;PPP2R5C;ARHGAP15
CD4 T memory,Reactome,Diseases of Signal Transduction by Growth Factor Receptors and Second Messengers,14/413,6.301180188394786e-05,0.0015599678520458445,3.8396219134507947,37.13754698330341,EML4;RAC2;LMNA;JUNB;CALM1;FLT3LG;PEBP1;PIK3R1;UBC;BIN2;JUN;TRAT1;PPP2R5C;LCK
CD4 T memory,Reactome,SARS-CoV-2 Activates Modulates Innate and Adaptive Immune Responses,7/103,7.17016401514684e-05,0.0017283869047038172,8.046150138570912,76.7843861143558,HLA-A;HLA-B;HLA-F;B2M;UBC;HLA-E;HLA-C
CD4 T memory,Reactome,Peptide Chain Elongation,2/2,9.631970257560044e-05,0.0022622781425448717,507.01511335012594,4688.793461601749,EEF1A1;EEF2
CD4 T memory,Reactome,"Platelet Activation, Signaling and Aggregation",10/232,0.00010488656721424142,0.0024019023892061287,4.931274882774485,45.183452623332535,PFN1;LAT;RAC2;TIMP1;CALM1;PIK3R1;TAGLN2;SOD1;TMSB4X;LCK
CD4 T memory,Reactome,Death Receptor Signaling,8/148,0.00011095844795472613,0.0024430058938337026,6.281915237787124,57.205348787128884,BIRC3;TRADD;OPTN;ARHGEF1;NFKBIA;TNFAIP3;CYLD;UBC
CD4 T memory,Reactome,MAPK Family Signaling Cascades,11/281,0.00011201555408407808,0.0024430058938337026,4.455206082745234,40.5284431241224,DUSP2;IL2RG;LAT;CALM1;FLT3LG;DNAJB1;PEBP1;PIK3R1;UBC;JUN;PPP2R5C
CD4 T memory,Reactome,TNFR2 Non-Canonical NF-kB Pathway,6/83,0.0001692739111697907,0.0036059279681750762,8.646471515051,75.08589274132758,BIRC3;TNFRSF4;TNFRSF25;LTB;CD27;UBC
CD4 T memory,Reactome,Cellular Responses to Stimuli,18/696,0.00018756214155387198,0.003904702765076062,2.9059609735415552,24.93721450335045,CAPZB;RORA;LMNA;FOS;ITGB1;CALM1;NFKBIA;DNAJB1;UBC;JUN;PRDX2;EEF1A1;SOD1;PPP1R15A;MT2A;HSPA8;ETS1;COX7C
CD4 T memory,Reactome,SARS-CoV-1-host Interactions,5/59,0.00028526137170074346,0.005806653699508467,10.36249090781107,84.57973578672714,RCAN3;NFKBIA;UBC;PPIB;EEF1A1
CD4 T memory,Reactome,GPVI-mediated Activation Cascade,4/33,0.00029754411181145995,0.005925008835202116,15.60318281795834,126.697034192525,LAT;PIK3R1;LCK;RAC2
CD4 T memory,Reactome,Clathrin-mediated Endocytosis,7/131,0.00032055004429553606,0.00611716334530648,6.227857165094487,50.106051371866236,CD3G;UBC;BIN1;AAK1;IL7R;CD3D;HSPA8
CD4 T memory,Reactome,"PI5P, PP2A and IER3 Regulate PI3K AKT Signaling",6/93,0.0003151803951128093,0.00611716334530648,7.654484024972457,61.713247159023844,RAC2;FLT3LG;PIK3R1;TRAT1;PPP2R5C;LCK
CD4 T memory,Reactome,NOD1 2 Signaling Pathway,4/34,0.00033463702629468446,0.0062556635935904275,15.090852208734827,120.76400329763746,BIRC3;TNFAIP3;UBC;CYLD
CD4 T memory,Reactome,Cell Surface Interactions at the Vascular Wall,8/176,0.00036248277094544487,0.006640684363720549,5.230698678176423,41.44038609850646,ITGB1;CD2;PIK3R1;MIF;CD99;CD48;CD44;LCK
CD4 T memory,Reactome,FLT3 Signaling,4/36,0.000418567837015448,0.0073499673314648415,14.160775102759835,110.15201892126491,UBC;LCK;FLT3LG;PIK3R1
CD4 T memory,Reactome,Intracellular Signaling by Second Messengers,10/277,0.0004359805532723281,0.0073499673314648415,4.092442416660535,31.666963042852316,CAMK4;RAC2;CALM1;FLT3LG;PIK3R1;UBC;JUN;TRAT1;PPP2R5C;LCK
CD4 T memory,Reactome,SARS-CoV-1 Activates Modulates Innate Immune Responses,4/36,0.000418567837015448,0.0073499673314648415,14.160775102759835,110.15201892126491,UBC;RCAN3;PPIB;NFKBIA
CD4 T memory,Reactome,Toll Like Receptor 3 (TLR3) Cascade,6/99,0.00044131899916000685,0.0073499673314648415,7.16114265290131,55.32514478592347,BIRC3;FOS;OPTN;NFKBIA;UBC;JUN
CD4 T memory,Reactome,Viral Infection Pathways,17/683,0.00043986760208709175,0.0073499673314648415,2.784841305694271,21.524140880068725,DAD1;RCAN3;HLA-A;ITGB1;MGAT4A;HLA-B;NFKBIA;CXCR4;HLA-F;B2M;UBC;EEF1A1;HLA-E;PPIB;HSPA8;LCK;HLA-C
CD4 T memory,Reactome,Negative Regulation of the PI3K AKT Network,6/100,0.0004656978849460356,0.007617486832331583,7.085009725112553,54.35600650159318,RAC2;FLT3LG;PIK3R1;TRAT1;PPP2R5C;LCK
CD4 T memory,Reactome,Constitutive Signaling by Aberrant PI3K in Cancer,5/67,0.000516440712229943,0.008268699657477879,9.03249104859335,68.3628606997928,RAC2;FLT3LG;PIK3R1;TRAT1;LCK
CD4 T memory,Reactome,Translation,8/186,0.0005235639521110446,0.008268699657477879,4.935188620902907,37.28461652634315,SSR2;EEF2;EIF4A2;EEF1B2;SSR4;EIF3F;EEF1A1;EIF3E
CD4 T memory,Reactome,MyD88-independent TLR4 Cascade,6/103,0.0005451780540923856,0.00827831992346012,6.8659811482433595,51.593715776705956,BIRC3;FOS;OPTN;NFKBIA;UBC;JUN
CD4 T memory,Reactome,SARS-CoV-2 Infection,9/235,0.0005512854970863181,0.00827831992346012,4.359074115700955,32.70725659555231,DAD1;HLA-A;MGAT4A;HLA-B;HLA-F;B2M;UBC;HLA-E;HLA-C
CD4 T memory,Reactome,TRIF (TICAM1)-mediated TLR4 Signaling,6/103,0.0005451780540923856,0.00827831992346012,6.8659811482433595,51.593715776705956,BIRC3;FOS;OPTN;NFKBIA;UBC;JUN
CD4 T memory,Reactome,Bacterial Infection Pathways,5/70,0.0006319990494914908,0.00903367219266286,8.61750063450538,63.48187551382228,CORO1A;EEF2;CALM1;UBC;B2M
CD4 T memory,Reactome,Negative Regulation of MAPK Pathway,4/40,0.0006297825226303645,0.00903367219266286,12.606399665376975,92.91088000857873,DUSP2;PPP2R5C;UBC;PEBP1
CD4 T memory,Reactome,RAF MAP Kinase Cascade,9/240,0.0006410356905273862,0.00903367219266286,4.263854191925742,31.349669961292864,DUSP2;IL2RG;LAT;CALM1;FLT3LG;PEBP1;PIK3R1;UBC;PPP2R5C
CD4 T memory,Reactome,SARS-CoV-2-host Interactions,7/146,0.0006155127133067349,0.00903367219266286,5.5540273957378234,41.0612297710534,HLA-A;HLA-B;HLA-F;B2M;UBC;HLA-E;HLA-C
CD4 T memory,Reactome,MAPK1 MAPK3 Signaling,9/246,0.0007641657560465765,0.01054982887629624,4.154882506527415,29.818452622468282,DUSP2;IL2RG;LAT;CALM1;FLT3LG;PEBP1;PIK3R1;UBC;PPP2R5C
CD4 T memory,Reactome,Platelet Degranulation,6/110,0.0007716577889867337,0.01054982887629624,6.403820371213146,45.89598454580168,PFN1;TIMP1;CALM1;TAGLN2;SOD1;TMSB4X
CD4 T memory,Reactome,Selective Autophagy,5/76,0.0009199657030271514,0.012392479176071626,7.891992917568365,55.174297018825136,TOMM7;OPTN;VIM;UBC;HSPA8
CD4 T memory,Reactome,FLT3 Signaling by CBL Mutants,2/5,0.0009445676631250723,0.012539477962645889,72.41993522849945,504.3891507225822,UBC;FLT3LG
CD4 T memory,Reactome,Response to Elevated Platelet Cytosolic Ca2+,6/115,0.0009735373782228219,0.012739431977887213,6.109882499325046,42.36943438911456,PFN1;TIMP1;CALM1;TAGLN2;SOD1;TMSB4X
CD4 T memory,Reactome,Nef-mediates Down Modulation of Cell Surface Receptors by Recruiting Them to Clathrin Adapters,3/21,0.0010948795214542077,0.014125487910592314,19.26424905918577,131.32652316321855,LCK;B2M;HLA-A
CD4 T memory,Reactome,RHO GTPase Cycle,12/427,0.0011130354167067872,0.014160283912547459,3.1462365179531866,21.396498638377587,CAPZB;RAC2;ITGB1;VIM;ARHGEF1;PIK3R1;CDC42SE2;ARHGDIB;RHOH;IL32;LCK;ARHGAP15
CD4 T memory,Reactome,Diseases of Programmed Cell Death,4/47,0.0011650059626389859,0.014618430983250835,10.574098446959725,71.42834243878022,TRADD;JUN;PRDX2;LMNA
CD4 T memory,Reactome,Deregulated CDK5 Triggers Multiple Neurodegenerative Pathways in Alzheimer's Disease Models,3/22,0.0012586151660197845,0.015371886560988302,18.27543005517689,122.03862945480172,LMNA;JUN;PRDX2
CD4 T memory,Reactome,Neurodegenerative Diseases,3/22,0.0012586151660197845,0.015371886560988302,18.27543005517689,122.03862945480172,LMNA;JUN;PRDX2
CD4 T memory,Reactome,FLT3 Signaling Through SRC Family Kinases,2/6,0.0014076718272087651,0.01674581030809388,56.32381752029107,369.8119419821926,LCK;FLT3LG
CD4 T memory,Reactome,Modulation by Mtb of Host Immune System,2/6,0.0014076718272087651,0.01674581030809388,56.32381752029107,369.8119419821926,UBC;B2M
CD4 T memory,Reactome,Axon Guidance,11/381,0.0014392047443200823,0.016787029490401322,3.2363418186220576,21.177535323520488,PFN1;EVL;ITGB1;ARPC1B;PIK3R1;MYL12B;MYL12A;CXCR4;UBC;HSPA8;PTPRC
CD4 T memory,Reactome,Fc Epsilon Receptor (FCERI) Signaling,7/169,0.0014477896612900703,0.016787029490401322,4.762432915921288,31.135439860247768,LAT;FOS;CALM1;PIK3R1;NFKBIA;UBC;JUN
CD4 T memory,Reactome,Signaling by ALK Fusions and Activated Point Mutants,5/85,0.0015212087998512343,0.01720280568720655,7.006513002176296,45.46000796617788,EML4;JUNB;PIK3R1;UBC;JUN
CD4 T memory,Reactome,Signaling by ALK in Cancer,5/85,0.0015212087998512343,0.01720280568720655,7.006513002176296,45.46000796617788,EML4;JUNB;PIK3R1;UBC;JUN
CD4 T memory,Reactome,Interleukin-7 Signaling,3/24,0.001630430464061579,0.01757028594212243,16.573741536649987,106.38537535197386,IL2RG;IL7R;PIK3R1
CD4 T memory,Reactome,L13a-mediated Translational Silencing of Ceruloplasmin Expression,3/24,0.001630430464061579,0.01757028594212243,16.573741536649987,106.38537535197386,EIF3E;EIF3F;EIF4A2
CD4 T memory,Reactome,Ribosomal Scanning and Start Codon Recognition,3/24,0.001630430464061579,0.01757028594212243,16.573741536649987,106.38537535197386,EIF3E;EIF3F;EIF4A2
CD4 T memory,Reactome,Translation Initiation Complex Formation,3/24,0.001630430464061579,0.01757028594212243,16.573741536649987,106.38537535197386,EIF3E;EIF3F;EIF4A2
CD4 T memory,Reactome,Defective Intrinsic Pathway for Apoptosis,3/25,0.0018394229487574687,0.018931589000694846,15.836343178621659,99.74209363183763,LMNA;JUN;PRDX2
CD4 T memory,Reactome,FLT3 Signaling in Disease,3/25,0.0018394229487574687,0.018931589000694846,15.836343178621659,99.74209363183763,UBC;FLT3LG;PIK3R1
CD4 T memory,Reactome,GTP Hydrolysis and Joining of the 60S Ribosomal Subunit,3/25,0.0018394229487574687,0.018931589000694846,15.836343178621659,99.74209363183763,EIF3E;EIF3F;EIF4A2
CD4 T memory,Reactome,"mRNA Activation Upon Binding of the Cap-Binding Complex and eIFs, and Subsequent Binding to 43S",3/25,0.0018394229487574687,0.018931589000694846,15.836343178621659,99.74209363183763,EIF3E;EIF3F;EIF4A2
CD4 T memory,Reactome,"Nucleotide-binding Domain, Leucine Rich Repeat Containing Receptor (NLR) Signaling Pathways",4/54,0.0019580695843819072,0.019722566214686703,9.105207467311617,56.77821809761109,BIRC3;TNFAIP3;UBC;CYLD
CD4 T memory,Reactome,RAC3 GTPase Cycle,5/90,0.001959337909974334,0.019722566214686703,6.595130195480175,41.12161722620456,ITGB1;PIK3R1;ARHGDIB;IL32;ARHGAP15
CD4 T memory,Reactome,Cargo Recognition for Clathrin-Mediated Endocytosis,5/91,0.0020569664280341324,0.020333077479041894,6.5185606788581225,40.3272254967954,CD3G;UBC;AAK1;IL7R;CD3D
CD4 T memory,Reactome,TNFs Bind Their Physiological Receptors,3/26,0.002064384503876524,0.020333077479041894,15.161702127659574,93.74363920094011,TNFRSF4;TNFRSF25;CD27
CD4 T memory,Reactome,Toll Like Receptor 4 (TLR4) Cascade,6/135,0.002211591464441385,0.021551252993918173,5.161110063423688,31.55524835465808,BIRC3;FOS;OPTN;NFKBIA;UBC;JUN
CD4 T memory,Reactome,Nervous System Development,11/404,0.002276777201132933,0.02172424912747674,3.043631170102557,18.52047845601457,PFN1;EVL;ITGB1;ARPC1B;PIK3R1;MYL12B;MYL12A;CXCR4;UBC;HSPA8;PTPRC
CD4 T memory,Reactome,PI3K AKT Signaling in Cancer,5/93,0.0022628109514563435,0.02172424912747674,6.370612799283309,38.8043419373996,RAC2;FLT3LG;PIK3R1;TRAT1;LCK
CD4 T memory,Reactome,CHL1 Interactions,2/8,0.0025937555460996144,0.023066796895410163,38.98953691145127,232.16898497969922,ITGB1;HSPA8
CD4 T memory,Reactome,CREB1 Phosphorylation Through the Activation of CaMKII CaMKK CaMKIV Cascasde,2/8,0.0025937555460996144,0.023066796895410163,38.98953691145127,232.16898497969922,CAMK4;CALM1
CD4 T memory,Reactome,Infection With Mycobacterium Tuberculosis,3/28,0.002563849706413499,0.023066796895410163,13.971159096550013,83.3553631124492,UBC;B2M;CORO1A
CD4 T memory,Reactome,PINK1-PRKN Mediated Mitophagy,3/28,0.002563849706413499,0.023066796895410163,13.971159096550013,83.3553631124492,TOMM7;OPTN;UBC
CD4 T memory,Reactome,Post-translational Protein Modification,23/1235,0.002455906277462587,0.023066796895410163,2.0655158995208365,12.412220897150242,RWDD1;CAPZB;EEF2;CD52;BIRC3;LY6E;DAD1;SOCS3;HLA-B;NFKBIA;TNFAIP3;HSPA8;PSME1;HLA-A;RORA;TIMP1;MGAT4A;CALM1;GATA3;CYLD;UBC;EEF1A1;COMMD6
CD4 T memory,Reactome,Prevention of Phagosomal-Lysosomal Fusion,2/8,0.0025937555460996144,0.023066796895410163,38.98953691145127,232.16898497969922,UBC;CORO1A
CD4 T memory,Reactome,The Role of Nef in HIV-1 Replication and Disease Pathogenesis,3/28,0.002563849706413499,0.023066796895410163,13.971159096550013,83.3553631124492,LCK;B2M;HLA-A
CD4 T memory,Reactome,PIP3 Activates AKT Signaling,8/240,0.002661314271799663,0.02344003724008165,3.7786957128892613,22.403641988481862,RAC2;FLT3LG;PIK3R1;UBC;JUN;TRAT1;PPP2R5C;LCK
CD4 T memory,Reactome,Autophagy,6/142,0.002847045544660061,0.023925630448702898,4.894723956420615,28.690294630137362,TOMM7;OPTN;VIM;UBC;EEF1A1;HSPA8
CD4 T memory,Reactome,Cellular Responses to Stress,14/606,0.0027836717775767497,0.023925630448702898,2.563584122351557,15.08408908512638,CAPZB;RORA;LMNA;FOS;DNAJB1;UBC;JUN;PRDX2;EEF1A1;SOD1;PPP1R15A;HSPA8;ETS1;COX7C
CD4 T memory,Reactome,Late Endosomal Microautophagy,3/29,0.00283912927804051,0.023925630448702898,13.443276809171245,78.83484177376799,HSPA8;UBC;VIM
CD4 T memory,Reactome,RIPK1-mediated Regulated Necrosis,3/29,0.00283912927804051,0.023925630448702898,13.443276809171245,78.83484177376799,TRADD;UBC;BIRC3
CD4 T memory,Reactome,Regulation of Necroptotic Cell Death,3/29,0.00283912927804051,0.023925630448702898,13.443276809171245,78.83484177376799,TRADD;UBC;BIRC3
CD4 T memory,Reactome,"Regulation of TBK1, IKKε-mediated Activation of IRF3, IRF7 Upon TLR3 Ligation",2/9,0.003313273479310324,0.02759053188225688,33.789252728799326,192.93050410766472,OPTN;UBC
CD4 T memory,Reactome,RHO GTPase Effectors,8/250,0.003412668751334759,0.028162203389393146,3.6210523497121434,20.568521241565985,PFN1;EVL;RAC2;ITGB1;ARPC1B;CALM1;MYL12B;PPP2R5C
CD4 T memory,Reactome,SARS-CoV-1 Infection,5/103,0.0035229507535117005,0.02881270437693498,5.720993937190856,32.31478458024602,RCAN3;NFKBIA;UBC;PPIB;EEF1A1
CD4 T memory,Reactome,Cap-dependent Translation Initiation,3/32,0.0037714744276261367,0.030040613701787316,12.074361724951727,67.37843104446368,EIF3E;EIF3F;EIF4A2
CD4 T memory,Reactome,Eukaryotic Translation Initiation,3/32,0.0037714744276261367,0.030040613701787316,12.074361724951727,67.37843104446368,EIF3E;EIF3F;EIF4A2
CD4 T memory,Reactome,Negative Regulators of DDX58 IFIH1 Signaling,3/32,0.0037714744276261367,0.030040613701787316,12.074361724951727,67.37843104446368,TNFAIP3;UBC;CYLD
CD4 T memory,Reactome,DDX58 IFIH1-mediated Induction of Interferon-Alpha Beta,4/65,0.0038549914201507106,0.030441139145328026,7.472537702476261,41.535252668334365,TNFAIP3;UBC;CYLD;NFKBIA
CD4 T memory,Reactome,Activation of the AP-1 Family of Transcription Factors,2/10,0.004114843333924193,0.031150384246897197,29.812564824418434,163.76502514435757,FOS;JUN
CD4 T memory,Reactome,CaMK IV-mediated Phosphorylation of CREB,2/10,0.004114843333924193,0.031150384246897197,29.812564824418434,163.76502514435757,CAMK4;CALM1
CD4 T memory,Reactome,Muscle Contraction,6/153,0.004109474878553539,0.031150384246897197,4.527201429131628,24.87452727935252,ANXA6;VIM;CALM1;MYL12B;ANXA1;MYL12A
CD4 T memory,Reactome,NF-kB Is Activated and Signals Survival,2/10,0.004114843333924193,0.031150384246897197,29.812564824418434,163.76502514435757,UBC;NFKBIA
CD4 T memory,Reactome,Nef Mediated Downregulation of MHC Class I Complex Cell Surface Expression,2/10,0.004114843333924193,0.031150384246897197,29.812564824418434,163.76502514435757,B2M;HLA-A
CD4 T memory,Reactome,Gene and Protein Expression by JAK-STAT Signaling After Interleukin-12 Stimulation,3/35,0.004870410492841857,0.035690368091545126,10.958169425511198,58.34761749148015,MIF;CNN2;SOD1
CD4 T memory,Reactome,Mitophagy,3/35,0.004870410492841857,0.035690368091545126,10.958169425511198,58.34761749148015,TOMM7;OPTN;UBC
CD4 T memory,Reactome,RHOH GTPase Cycle,3/35,0.004870410492841857,0.035690368091545126,10.958169425511198,58.34761749148015,RHOH;LCK;ARHGDIB
CD4 T memory,Reactome,Toll-like Receptor Cascades,6/158,0.004803158279219259,0.035690368091545126,4.3776728897130095,23.370126183940176,BIRC3;FOS;OPTN;NFKBIA;UBC;JUN
CD4 T memory,Reactome,Suppression of Phagosomal Maturation,2/11,0.004996797237678447,0.036039891887507544,26.673074373591408,141.3395041507661,UBC;CORO1A
CD4 T memory,Reactome,TICAM1-dependent Activation of IRF3 IRF7,2/11,0.004996797237678447,0.036039891887507544,26.673074373591408,141.3395041507661,OPTN;UBC
