cell_type,library,Term,Overlap,P-value,Adjusted P-value,Odds Ratio,Combined Score,Genes
HSPC,GO_BP,Positive Regulation Of RNA Splicing (GO:0033120),4/31,0.00023233603353658508,0.006211432733325029,16.739625260235947,140.06589855382484,RBMX;NCL;PRDX6;CLNS1A
HSPC,GO_BP,Regulation Of Translational Initiation (GO:0006446),5/57,0.00024239987978786828,0.006226349853374656,10.758324199244916,89.56220765446814,NPM1;HSPB1;BZW2;KHDRBS1;EIF3E
HSPC,GO_BP,protein-RNA Complex Assembly (GO:0022618),7/125,0.0002406473011962284,0.006226349853374656,6.5451542210447125,54.535391165169585,SNRPE;CLNS1A;EIF3L;HSP90AA1;HSP90AB1;SNRPD1;EIF3E
HSPC,GO_BP,Negative Regulation Of Protein Metabolic Process (GO:0051248),7/128,0.00027829983149366545,0.006878731684088712,6.3825884454652755,52.25304845266022,TYMS;CALR;HSP90AB1;YBX1;SERBP1;GAPDH;NCL
HSPC,GO_BP,Positive Regulation Of Cellular Process (GO:0048522),14/476,0.00027612268240989385,0.006878731684088712,3.3060126077820446,27.091666763718663,NAP1L1;PRMT1;C1QBP;PRDX3;NPM1;CALR;AIF1;TSC22D1;HDAC2;HSP90AB1;CDK4;PA2G4;SLC25A5;SOX4
HSPC,GO_BP,Cellular Response To Heat (GO:0034605),4/33,0.00029754411181145995,0.007086959754054773,15.60318281795834,126.697034192525,HSP90AA1;HSBP1;HSP90AB1;YWHAE
HSPC,GO_BP,Nucleosome Assembly (GO:0006334),4/33,0.00029754411181145995,0.007086959754054773,15.60318281795834,126.697034192525,RBBP4;NAP1L1;NASP;NPM1
HSPC,GO_BP,"RNA Splicing, Via Transesterification Reactions With Bulged Adenosine As Nucleophile (GO:0000377)",8/172,0.0003106167892567169,0.0072662141772553415,5.358962617929183,43.28407630246004,SNRPE;HNRNPA1;LSM2;RBMX;PNN;LSM7;HNRNPR;SNRPD1
HSPC,GO_BP,Carbohydrate Catabolic Process (GO:0016052),4/34,0.00033463702629468446,0.007690780779755029,15.090852208734827,120.76400329763746,LDHA;GAPDH;TPI1;ENO1
HSPC,GO_BP,Negative Regulation Of Developmental Process (GO:0051093),6/95,0.0003535824909850631,0.00798608729638677,7.482687308813603,59.46786231289625,PARP1;ANP32B;RBBP4;CDK6;HDAC2;BCL11A
HSPC,GO_BP,Negative Regulation Of Oxidative Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902176),3/15,0.0003912115670051246,0.008541452546278553,28.51959493670886,223.77221549691882,PPIA;HSPB1;NONO
HSPC,GO_BP,Regulation Of Cell Cycle G2/M Phase Transition (GO:1902749),3/15,0.0003912115670051246,0.008541452546278553,28.51959493670886,223.77221549691882,CDK6;CDK4;NPM1
HSPC,GO_BP,Aerobic Electron Transport Chain (GO:0019646),5/65,0.00044875692218775733,0.009385979475689078,9.33201581027668,71.94078230902612,NDUFB5;NDUFS4;UQCRH;UQCRC2;COX5A
HSPC,GO_BP,DNA Metabolic Process (GO:0006259),10/278,0.00044844656511205445,0.009385979475689078,4.076995263860174,31.43249610418635,NAP1L1;RAN;TYMS;NPM1;PARP1;DUT;APEX1;HMGB1;PCLAF;SET
HSPC,GO_BP,Energy Derivation By Oxidation Of Organic Compounds (GO:0015980),4/37,0.00046571653887006876,0.009385979475689078,13.73738179332346,105.39227813465034,NDUFS4;UQCRH;UQCRC2;COX5A
