source,target,ligand_complex,receptor_complex,lr_means,cellphone_pvals,expr_prod,scaled_weight,lr_logfc,spec_weight,lrscore,specificity_rank,magnitude_rank
CD4 T memory,Dendritic cell,HMGB1,HAVCR2,0.8584674,0.0,0.4166413,0.4984222893335667,-0.07072343017609961,0.01247479,0.89375114,0.49755538268047517,0.634616303113707
Monocyte non-classical,CD8 T cytotoxic,PSEN1,CD44,0.45401698,0.0,0.12398239,0.17439173740271738,0.12658841028325535,0.008204444,0.821068,0.6689682339833387,0.6347278958808458
Platelet,NK,GNAS,PTGDR,0.5864203,0.0,0.26093954,0.8283480896122812,1.1016391796606606,0.029731208,0.8694012,0.04297601325356495,0.6347278958808458
Dendritic cell,T proliferating,ACTR2,LDLR,0.58751595,0.0,0.12397551,0.5723152736951939,0.29657668158808415,0.017828664,0.821064,0.09683583719165906,0.6349223887111622
Monocyte classical,T proliferating,HLA-DPB1,LAG3,0.58623135,0.0,0.26095253,0.5001154053321794,0.05197385095912954,0.0137743605,0.869404,0.49755538268047517,0.6349223887111622
Erythroid early,CD4 T memory,PODXL2,SELL,0.32310954,0.013,0.027202008,0.09046532036700389,-0.026278830861905925,0.0060740467,0.6824764,1.0,0.6350676797521386
Pre-B large,Monocyte classical,APP,CD74,1.1772634,0.0,0.4163461,0.24239778399481351,-0.2643245386945599,0.002913467,0.89371747,1.0,0.6350731783769483
Dendritic cell,Dendritic cell,GNAI2,ADCY7,0.45165145,0.0,0.12396211,0.5618233178916273,0.3243025498503582,0.014929622,0.821056,0.0768545838787086,0.6351169212683165
Monocyte non-classical,B naive,TNFSF13B,CD40,0.43227085,0.0,0.17516208,0.7672082691716946,0.8230048506608167,0.07227854,0.84506214,0.058529996949489675,0.6351169212683165
NK,B naive,LGALS1,CD69,0.8514669,0.0,0.7134488,0.10280778295235407,-0.08535413535191427,0.0036852753,0.9167194,1.0,0.6353016007148605
NK,T proliferating,CLEC2D,KLRB1,0.43221974,0.467,0.17488246,-0.013757534667839313,-0.42492089278338896,0.0037504856,0.8449576,1.0,0.635311302966614
CD4 T naive,CD8 T memory,CALM1,PTPRA,0.6691563,0.119,0.26112524,0.03527723529791525,0.009250630907189694,0.002927784,0.86944157,1.0,0.635311302966614
T activated,CD4 T memory,LGALS1,CD69,0.618074,1.0,0.26136097,-0.020181794573698397,-0.9173570819071311,0.0013500439,0.86949277,1.0,0.635505914950694
Monocyte non-classical,Erythroid early,HSPA8,LDLR,0.27278578,1.0,0.027202014,-0.07633452848569777,-0.32972006817408445,0.0024197656,0.68247646,1.0,0.6355348679430419
Monocyte classical,B naive,LGALS9,PTPRC,0.5367214,0.999,0.26152766,0.08202185832475939,0.11402770808385587,0.0035255256,0.86952895,1.0,0.635700566673778
Pre-B small,CD4 T memory,HLA-DMB,CD4,0.47635674,0.0,0.123939365,0.4766828709185224,0.6934166882575932,0.010132471,0.82104254,0.05926493000752321,0.635700566673778
Dendritic cell,Pre-B large,CALM1,PTPRA,0.86412805,0.0,0.4155785,0.2403075781164365,-0.021812104696854184,0.0046595433,0.8936298,0.8044476187218796,0.6357586385964817
Dendritic cell,CD8 T cytotoxic,MIF,CD44_CD74,0.85126954,0.0,0.7124195,0.21862242740558438,0.11510338607261461,0.004198028,0.91666424,0.6924351925878184,0.6357586385964817
B naive,B naive,LGALS9,PTPRC,0.43838164,1.0,0.12392293,-0.11325753305757286,-0.20276843935764338,0.001670544,0.8210328,1.0,0.6358950674334389
Monocyte classical,HSPC,LGALS9,PTPRC,0.43220675,1.0,0.18339173,-0.017131549659014256,-0.27563984904997507,0.0024722135,0.84804416,1.0,0.6358950674334389
CD4 T memory,Dendritic cell,HLA-B,LILRB1,1.6550651,0.0,0.26162925,0.2734416843922093,0.10581550452582097,0.0059667714,0.869551,0.3962456964089264,0.6358950674334389
HSPC,B naive,ADAM17,RHBDF2,0.17234953,0.0,0.027204681,0.20540628019123044,0.1830295847608488,0.008424042,0.6824871,0.5275424129744138,0.6360019946017599
Granulocyte precursor,CD4 T naive,MIF,TNFRSF14,0.6713933,0.0,0.2618286,0.32713168952778254,0.4267965455587731,0.005131612,0.8695942,0.44943238574266564,0.6360897986077696
Monocyte non-classical,Plasmacytoid DC,HBEGF,CD44,0.43216836,0.193,0.13727964,0.2613291266672382,0.05531550488652087,0.011943407,0.8284299,1.0,0.6360897986077696
Pre-B large,CD8 T memory,CD22,PTPRC,0.8591117,0.0,0.41510013,0.5046428785931751,0.5402746323069758,0.022007838,0.893575,0.058529996949489675,0.6362156728415586
Monocyte classical,Plasmacytoid DC,TGFB1,CXCR4,0.85104877,0.551,0.61591965,0.09535137939794343,0.04096203088341699,0.004162326,0.9109337,1.0,0.6362156728415586
Platelet,Pre-B large,CALM1,INSR,0.62976617,0.215,0.26187116,0.4918411826059494,0.35562074706202185,0.0093078,0.8696034,0.601004745783918,0.6362845695332713
T activated,Monocyte non-classical,HLA-F,LILRB2,0.43215168,0.0,0.15087125,0.7147189860710401,0.4430918924539184,0.01905386,0.83503544,0.058529996949489675,0.6362845695332713
Granulocyte precursor,Pre-B large,CXCL8,CD79A,1.0137312,0.0,0.41508636,0.7352717769522262,0.40519147755693563,0.02571718,0.89357346,0.058529996949489675,0.6364442305514557
Dendritic cell,B naive,CD14,ITGB2,0.16547425,1.0,0.027213397,-0.24526666664654384,-0.7803133046497693,0.0010799824,0.68252176,1.0,0.6364690597323455
Dendritic cell,Erythroid late,TNFSF13B,TFRC,0.432041,0.0,0.14300454,0.5510027576699364,0.4785721663309083,0.012675324,0.83131397,0.058529996949489675,0.6364791893907482
Monocyte non-classical,Dendritic cell,HMGB1,THBD,0.7299659,0.999,0.12382122,0.18220261789463776,-0.2313161624777754,0.010929236,0.82097244,1.0,0.6364791893907482
Granulocyte precursor,Erythroid late,VCAN,ITGB1,0.5683113,0.0,0.26223367,0.3329594763623051,0.4235658667985901,0.008736215,0.86968184,0.1777303052756764,0.6364791893907482
Granulocyte precursor,Erythroid late,TIMP1,CD63,0.43201104,0.56,0.16763508,0.004394955220577548,-0.13351920421695485,0.0013900409,0.84216493,1.0,0.6366740397918181
Dendritic cell,T activated,ARF6,SMAP1,0.8423049,0.0,0.26233536,0.47546755402089336,0.44854859611682907,0.005488746,0.86970377,0.3838473947085269,0.6366740397918181
Pre-B large,CD4 T memory,MIF,CD44_CD74,0.85079515,1.0,0.70641625,-0.03671520808602194,-1.1887888552035417,0.0013921431,0.9163405,1.0,0.6367871738325641
Pre-B large,CD4 T memory,MIF,CD74_CXCR4,0.85079515,1.0,0.70641625,-0.03671520808602194,-1.1887888552035417,0.0013921431,0.9163405,1.0,0.6367871738325641
B naive,T proliferating,CLEC2D,KLRB1,0.5130089,0.145,0.2623692,0.08704131953334363,-0.23216528183467822,0.0056267036,0.8697111,1.0,0.6368687390551202
Monocyte classical,Pre-B small,LGALS9,CD47,0.4318261,0.0,0.1831072,0.26969799229827174,0.5487630762696807,0.003628332,0.8479441,0.9201182297158331,0.6368687390551202
Pre-B small,Monocyte classical,HLA-DRB1,CD4,0.9074749,0.0,0.41434506,0.4530295554295922,0.5454159106841587,0.00971885,0.8934884,0.06824994353175763,0.636901539121784
CD4 T memory,Erythroid early,GNAI2,S1PR4,0.16523421,1.0,0.027232423,-0.09059534954297849,-0.3348886231208382,0.0011696299,0.6825975,1.0,0.6369360633388506
HSPC,Erythroid early,S100A9,CD36,0.8067757,0.0,0.12372929,0.9589733304502734,-1.6360421617414742,0.0017422577,0.82091784,1.0,0.6370636689479701
Pre-B large,Monocyte classical,PTPN6,CLEC12A,0.4318247,0.0,0.18468909,0.5875978656057383,0.6260245203260935,0.017140985,0.8484978,0.058529996949489675,0.6370636689479701
Granulocyte precursor,Plasmacytoid DC,HLA-A,LILRB1,0.99478424,1.0,0.26240367,-0.07966930159322058,-0.4010462546974717,0.0067630718,0.8697185,1.0,0.6370636689479701
T proliferating,Dendritic cell,CALM1,PTPRA,1.2204422,0.0,0.41408095,0.5156655512619777,0.3829066771301163,0.0046427515,0.89345807,0.49755538268047517,0.6371301779629281
Monocyte non-classical,Monocyte non-classical,CD14,ITGB2,0.85074157,0.0,0.5650922,0.5717826069127424,0.6662958590494443,0.022426073,0.90737736,0.058529996949489675,0.6371301779629281
Erythroid early,CD8 T memory,HLA-E,CD8A,0.53525436,1.0,0.12368073,-0.021294327202075358,-0.5610053654733715,0.0013011157,0.820889,1.0,0.6372586386122666
Pre-B large,Monocyte classical,CALR,LRP1,0.7004554,0.0,0.26261592,0.6778875946254344,0.643945372691346,0.025383964,0.8697643,0.058529996949489675,0.6372586386122666
CD4 T memory,Pre-B large,ARF1,INSR,0.4316972,0.0,0.15780394,0.5976252745355002,0.2538937034669706,0.009337021,0.8381066,0.13434276760657557,0.6372586386122666
HSPC,Plasmacytoid DC,AGTRAP,RACK1,1.5505297,0.07,0.41400236,0.02905598711424085,-0.18824581037721227,0.0022644005,0.89344907,1.0,0.6373589558700118
HSPC,Dendritic cell,TIMP1,CD63,0.8506583,0.0,0.52127784,0.4842210251025236,0.1420753990510099,0.0043224692,0.90392977,0.651326641058154,0.6373589558700118
CD8 T memory,T proliferating,CCL5,CCR5,1.8011307,0.0,0.31919414,1.4714234538400097,1.3943969421252616,0.10900024,0.88042176,0.00120627558484477,0.6374030626098135
Erythroid early,Platelet,TGFB1,ITGB5,0.17732349,0.0,0.027252465,1.9676133223500618,0.21108561933890752,0.01676632,0.68267715,0.18470726269192736,0.6374030626098135
Dendritic cell,Plasmacytoid DC,S100A12,CD36,0.43168873,0.0,0.18350735,0.24526220131850873,-0.557831764146857,0.008070869,0.84808475,1.0,0.6374534570341345
Erythroid late,Monocyte classical,HLA-A,APLP2,0.61410654,1.0,0.2626467,-0.5528738871901242,-0.8590805570590231,0.0008700681,0.86977094,1.0,0.6374534570341345
Dendritic cell,CD8 T cytotoxic,CALM1,PTPRA,0.8635767,0.0,0.41399112,0.23925130204193862,0.1433472995506226,0.0046417452,0.89344776,0.5617899654042182,0.637587648762543
Erythroid early,Plasmacytoid DC,TIMP1,CD63,0.56043595,0.0,0.26271012,0.14410414509170635,-0.18469011099310811,0.0021784091,0.86978465,1.0,0.6376485062145323
Monocyte non-classical,Plasmacytoid DC,TGFB1,CXCR4,0.8503666,0.542,0.6143093,0.09429550042673411,-0.12039323125267198,0.0041514435,0.9108274,1.0,0.637816368661994
CD8 T cytotoxic,T proliferating,HLA-DPA1,LAG3,0.43150416,0.077,0.16854025,0.4302918472713385,-0.1827059445070598,0.01055297,0.84252256,1.0,0.6378435951785437
CD8 T cytotoxic,Monocyte non-classical,CALM1,PTPRA,0.9801877,0.0,0.2629799,0.2754397596625218,0.374506272004552,0.002948579,0.86984277,1.0,0.6378435951785437
Dendritic cell,CD4 T memory,FAM3C,LAMP1,0.19126992,0.27,0.027269438,0.01461434084339482,-0.08849330736081785,0.0023203155,0.6827446,1.0,0.6378699431727817
Monocyte classical,Dendritic cell,SELPLG,ITGB2,0.82462585,0.0,0.26304507,0.5724425587454401,0.5425031676207742,0.008839473,0.8698568,0.09341722704571954,0.6380385327954292
Granulocyte precursor,Erythroid early,ADAM10,TSPAN17,0.5086248,0.0,0.12355058,1.3578223859962997,0.6600173813786476,0.027483003,0.8208116,0.058529996949489675,0.6380385327954292
CD8 T memory,Dendritic cell,HLA-C,LILRB1,1.6639768,0.0,0.26307335,0.4849721419281025,0.5177598181944864,0.007445521,0.86986285,0.1649048639218718,0.638233701299863
Monocyte classical,T proliferating,CD14,ITGA4,0.85020995,0.0,0.523262,1.103523062508646,1.5236445442574131,0.061190806,0.9040946,0.007113262397777377,0.6382740015449799
Pre-B large,Monocyte non-classical,HLA-C,LILRB1,0.99306566,1.0,0.4130173,0.18651747043040118,-0.3350224518519784,0.011689246,0.89333564,1.0,0.6382740015449799
CD8 T memory,Dendritic cell,HLA-A,LILRB1,1.8001816,0.0,0.28514457,0.5340929508849629,0.581941933668409,0.0073491866,0.87435526,0.17343659903026237,0.6383367622238274
Granulocyte precursor,CD4 T memory,HLA-DMB,CD4,0.16552985,0.833,0.027298674,0.007350478163848116,-0.1396779659475188,0.0022317609,0.6828607,1.0,0.6383367622238274
NK,T proliferating,CCL5,CCR5,1.4931495,0.0,0.26320112,1.262245927478534,1.245812983136756,0.08987942,0.86989033,0.002670046916465561,0.6384289096000769
CD4 T memory,Monocyte non-classical,CCL5,CCR1,0.4313908,0.014,0.1481731,0.3468043881582268,-0.20373030320794921,0.013452447,0.8337888,1.0,0.6384289096000769
NK,HSPC,GZMA,F2R,1.2686012,0.0,0.41285467,1.2338904798562034,1.4680861048743188,0.028442528,0.89331686,0.016720175193582733,0.6385028024297978
Pre-B large,T proliferating,ARF6,SMAP1,0.4849779,0.049,0.1234782,0.08172571001995922,-0.18393247078645752,0.0025834888,0.8207685,1.0,0.6386239664484322
Monocyte non-classical,NK,CD14,ITGB1,0.43129158,0.0,0.1855665,0.29331934002807747,0.43002507409244245,0.01107554,0.84880215,0.2558914866334852,0.6386239664484322
Monocyte non-classical,HSPC,ARF6,SMAP1,0.71657485,0.0,0.26323986,0.36420161300140624,0.3612339867646469,0.0055076703,0.8698987,0.38083552908503293,0.6386239664484322
CD4 T memory,Platelet,TIMP1,CD63,0.85006905,0.0,0.6251561,0.4891023516371347,0.8193554570618626,0.005183834,0.9115356,0.4369093319612335,0.6387316302891244
Dendritic cell,T activated,ADAM17,ITGB1,0.16954619,0.96,0.027301753,-0.03167047662233244,-0.19594770675994158,0.0016732393,0.6828729,1.0,0.6388035197670028
Platelet,T proliferating,TGFB1,TGFBR3,0.4557958,0.0,0.12345973,0.6207176090477327,0.8806728200373224,0.026052544,0.82075745,0.058529996949489675,0.6388192543133902
T activated,Platelet,LGALS1,ITGB1,0.62158436,0.342,0.26326162,0.289181235732331,-0.2581491006955303,0.0017592001,0.8699033,1.0,0.6388192543133902
CD4 T memory,Pre-B small,LGALS1,CD69,0.85006034,0.0,0.71473134,0.1351629528013325,-0.1620683865197875,0.0036919005,0.9167879,1.0,0.6389604851148576
Erythroid early,Pre-B large,ARF1,INSR,0.6325078,0.0,0.26331165,0.8411148278178139,0.3295328683041713,0.0155797545,0.8699141,0.07403112682662076,0.6390143906566588
Erythroid late,Erythroid early,MIF,CD44_CD74,0.43121004,1.0,0.17251228,-0.4083435118885515,-1.7957125892667536,0.00033997203,0.8440616,1.0,0.6390143906566588
B naive,Dendritic cell,HMGB1,HAVCR2,0.8516909,0.0,0.4126771,0.49278481884149183,-0.011227584283017733,0.012356099,0.89329636,0.49755538268047517,0.6391894790474834
Dendritic cell,Platelet,MIF,CD74_CXCR4,0.61784756,1.0,0.2633597,-0.22091465786072545,-0.9620465153311275,0.0008062058,0.8699244,1.0,0.639209758102572
CD8 T cytotoxic,CD8 T cytotoxic,ICAM3,ITGAL,0.43119353,0.0,0.15171635,0.21752655301080728,0.3548902370185588,0.00825302,0.8354199,0.4814203010264884,0.639209758102572
Erythroid early,NK,ICAM3,ITGAL,0.2092327,1.0,0.02732041,0.008081806769500655,-0.25667048768107603,0.0014861673,0.68294686,1.0,0.6392702158063603
NK,CD8 T cytotoxic,CLEC2D,KLRB1,0.56940544,0.0,0.26350126,0.1120332782242299,0.2081465849988876,0.005650982,0.8699548,1.0,0.6394051653645418
HSPC,HSPC,TGFB1,CXCR4,0.4311627,1.0,0.16310883,-0.3249245867416626,-1.0637277955541418,0.0011022739,0.8403373,1.0,0.6394051653645418
T activated,T proliferating,LGALS1,PTPRC,0.897426,0.684,0.41261357,0.05003865445192732,-1.0099303755764781,0.0013911714,0.893289,1.0,0.6394183877949272
HSPC,T proliferating,HLA-DPB1,LAG3,0.8498441,0.0,0.41839778,0.70850375505084,0.13372353096323908,0.022085097,0.8939507,0.3294418828378556,0.6394183877949272
Pre-B large,CD4 T memory,CD48,CD2,0.6030095,0.553,0.26365057,0.07398665595408849,-0.25353168637567436,0.004026656,0.8699869,1.0,0.6396004210000293
HSPC,Erythroid late,LGALS9,CD47,0.43114507,0.0,0.18580899,0.28385573518426443,0.26449670210592985,0.0036818688,0.84888595,0.8976949550461117,0.6396004210000293
CD4 T naive,Monocyte classical,MIF,CD44_CD74,0.8495783,0.0,0.59809834,0.1813072407239245,0.3314724052111848,0.003524375,0.9097354,0.9702531835101095,0.6396473234844684
NK,T proliferating,SELPLG,ITGB2,0.88491935,0.0,0.41260535,0.7004900975192763,0.6776373046773484,0.013865356,0.8932881,0.058529996949489675,0.6396473234844684
Erythroid late,HSPC,LGALS3,ENG,0.18721415,0.0,0.027338782,0.22865583730734207,0.2848055117523875,0.005174705,0.6830196,0.4398758179444828,0.6397368503459527
CD8 T memory,Erythroid early,ARF1,INSR,0.43110287,0.0,0.12611876,0.459765443684581,0.29848847069380746,0.007462257,0.82231957,0.16392745514714607,0.6397959078672758
Monocyte classical,Erythroid early,CALM1,PTPRA,0.53992915,1.0,0.26372683,-0.015830637873180203,-0.3310326738794896,0.0029569538,0.8700032,1.0,0.6397959078672758
Pre-B small,Plasmacytoid DC,LGALS9,PTPRC,0.4310039,1.0,0.18467714,-0.0057099917366447706,-0.1591664356237188,0.0024895414,0.84849364,1.0,0.6399914345627454
Platelet,CD8 T memory,SNCA,LAG3,0.6853563,0.0,0.26374978,2.0212176817410725,1.6881730718291632,0.08236126,0.8700081,0.00012294690599537434,0.6399914345627454
Dendritic cell,T proliferating,CALM1,HMMR,0.8630628,0.0,0.41251153,0.8026077108386676,0.2457131140933304,0.009994163,0.8932772,0.1439042222260375,0.6401053878588158
Monocyte non-classical,CD8 T memory,CD58,CD2,0.43094918,0.0,0.12640984,0.3625223838955217,0.5042050127489204,0.010110136,0.82248795,0.13457200512451042,0.640186809526905
Granulocyte precursor,Platelet,TGFB1,ITGB1,0.62184316,0.0,0.263765,0.517670015158012,0.9076102275426533,0.005965287,0.8700114,0.3118483043748653,0.640186809526905
T proliferating,CD8 T cytotoxic,ADAM17,ITGB1,0.45174158,0.0,0.123260565,0.40631653856424144,0.5302763354943694,0.007554256,0.82063866,0.1582402516474034,0.640186809526905
HSPC,CD4 T naive,SELPLG,ITGB2,0.22590053,1.0,0.027340487,-0.15011916570250347,-0.4703788966354781,0.0009187607,0.6830264,1.0,0.6402034233898319
Granulocyte precursor,Erythroid late,HLA-A,APLP2,1.0353974,1.0,0.4124725,-0.378881320091199,-0.6413841451275791,0.0013663949,0.8932727,1.0,0.6403344043392248
CD8 T cytotoxic,Granulocyte precursor,VIM,CD44,0.8493073,1.0,0.70723945,-0.14444688440823394,-0.4766488157258716,0.001956813,0.9163851,1.0,0.6403344043392248
HSPC,CD8 T cytotoxic,APP,CD74,0.5975188,1.0,0.26389164,0.008508048685379799,-1.0328537914084563,0.0018466356,0.87003857,1.0,0.6403824158519723
Pre-B large,Pre-B large,BSG,SLC16A1,0.43221906,0.0,0.12325109,0.5840961837833134,0.22760477908631443,0.012181289,0.82063305,0.16348461767416592,0.6405780620174297
CD8 T cytotoxic,Monocyte non-classical,ANXA1,FPR1,0.65780133,0.0,0.2639233,0.42681552696114483,0.43560440330829475,0.022056282,0.8700453,0.07368982969954699,0.6405780620174297
Pre-B small,Erythroid early,CALM1,INSR,0.43064028,1.0,0.12594603,0.16040422694049497,-0.1608347660324243,0.0044765538,0.8222194,1.0,0.6405780620174297
Plasmacytoid DC,Plasmacytoid DC,HLA-F,LILRB1,0.16730112,0.973,0.027350968,0.11290157119327773,-0.12804650745020194,0.005517252,0.68306786,1.0,0.6406699349420508
Platelet,CD8 T cytotoxic,HLA-F,CD8A,0.43061483,0.0,0.1399679,0.26566963372843877,0.5063686754498606,0.007005174,0.8298037,0.32645917787200374,0.6407735563467127
Dendritic cell,CD8 T cytotoxic,APP,CD74,0.59753805,1.0,0.26392636,0.00855590877029691,-1.040896941802056,0.0018468787,0.870046,1.0,0.6407735563467127
Dendritic cell,CD4 T naive,COL9A2,CD44,0.45794934,0.0,0.123202614,0.5551204059132102,0.0902989928005164,0.031333845,0.8206041,0.4346943334697995,0.6407735563467127
T activated,Pre-B small,IL16,CD9,0.78275204,0.0,0.26393193,1.5537239855191853,1.4511914255938738,0.014793089,0.8700472,0.03358086866256178,0.6409692821660895
Granulocyte precursor,Plasmacytoid DC,GNAS,ADCY7,0.43563157,0.0,0.12316517,0.348276260668523,0.33458688421500143,0.0073310114,0.82058173,0.1747350491873321,0.6409692821660895
T proliferating,Erythroid early,CALM1,PTH2R,1.1469879,0.0,0.08244149,0.9088134763672868,0.5187742658940871,0.046404827,0.78911096,0.058529996949489675,0.6410217274602711
B naive,NK,CD22,PTPRC,0.8490382,0.0,0.58299065,0.6511628087415097,0.8789595453131924,0.030909084,0.9086794,0.058529996949489675,0.6410217274602711
CD4 T memory,Plasmacytoid DC,HLA-C,LILRB1,1.5213916,0.0,0.41199037,0.46988995348755336,0.35216172050195504,0.011660182,0.89321697,0.06140133363841496,0.6410217274602711
Pre-B large,Plasmacytoid DC,GRN,TNFRSF1B,0.1681732,0.989,0.027356206,-0.08011992859008138,-0.34657870437098526,0.0012110415,0.68308854,1.0,0.6411363850066611
Monocyte classical,Monocyte classical,CD99,PILRA,0.43050343,0.0,0.16929302,0.3035569332939122,0.29666117752746257,0.0077175973,0.8428179,0.23270402587049724,0.6411648560793738
Plasmacytoid DC,Erythroid early,TNFSF13B,TFRC,0.66270703,0.0,0.26399,1.2179038533940343,0.7461015504807373,0.023398971,0.8700596,0.04639386290639604,0.6411648560793738
CD4 T naive,Dendritic cell,HLA-B,LILRB2,1.4683864,0.383,0.4115525,0.08150019488522378,-0.18738371054490918,0.0058763106,0.89316624,1.0,0.641250851543985
Monocyte non-classical,CD4 T memory,LGALS9,CD44,0.8489753,0.0,0.66143006,0.5924822517617232,0.6262950210210717,0.01016463,0.91378355,0.058529996949489675,0.641250851543985
Monocyte non-classical,HSPC,CD14,ITGA4,0.4304282,0.0,0.18478529,0.45514592910649043,0.37964141422429476,0.021608986,0.8485313,0.058529996949489675,0.6413606615688812
CD8 T cytotoxic,Dendritic cell,TIMP1,CD63,0.75174713,0.0,0.26401356,0.361198552525019,0.08319091466954481,0.0021892176,0.8700647,1.0,0.6413606615688812
Plasmacytoid DC,T activated,PKM,CD44,0.8489591,0.0,0.5501075,0.22705378330377496,0.1678271493538026,0.0032525826,0.90624183,1.0,0.6414800025049737
CD4 T memory,Granulocyte precursor,CD99,CD81,0.53413653,0.0,0.12309446,0.21979625584679488,0.16085398061080775,0.003630492,0.8205394,0.9191487062668845,0.6415565069190545
HSPC,NK,CLEC2D,KLRB1,1.4558791,0.0,0.26402187,0.8869556096717184,0.9819718228847627,0.0056621465,0.8700664,0.3194218273836026,0.6415565069190545
Pre-B small,CD4 T memory,CALM1,PTPRA,0.43023658,1.0,0.1254014,-0.21002424772668982,-0.3052650251479164,0.0014060235,0.8219025,1.0,0.6415565069190545
Monocyte non-classical,T proliferating,APP,LRP10,0.16554886,0.106,0.027396945,0.10873923990399392,0.023306042914068376,0.0027724854,0.68324965,1.0,0.6416027735877159
Platelet,T activated,HLA-A,CD8A,1.212847,0.998,0.41130096,-0.14897809941029597,-0.02140422336756781,0.0026301118,0.89313704,1.0,0.641709292628751
CD4 T memory,CD4 T memory,PKM,CD44,0.8488389,0.0,0.6611319,0.2431789366353268,0.23144353559800002,0.0039090295,0.9137658,0.795713987991132,0.641709292628751
Pre-B large,Monocyte non-classical,LTB,TNFRSF1A,0.43022305,1.0,0.14740989,0.060004799000938164,-0.2556247134829875,0.0071711633,0.8334307,1.0,0.6417522002582123
Monocyte non-classical,Erythroid early,ARF6,SMAP1,0.7168999,0.0,0.26403093,0.3648978375556641,0.32164618207502693,0.0055242223,0.8700684,0.3768473218307946,0.6417522002582123
Plasmacytoid DC,Pre-B large,ARF1,INSR,0.633902,0.0,0.2640442,0.8428054525115862,0.5642631174116373,0.015623096,0.87007123,0.058529996949489675,0.6419481253028382
Pre-B small,T activated,MIF,CD74_CXCR4,0.4301308,1.0,0.16980003,-0.4822667358829345,-1.7362302311970308,0.000334627,0.84301585,1.0,0.6420460068100661
Pre-B small,T activated,MIF,CD44_CD74,0.4301308,1.0,0.16980003,-0.4822667358829345,-1.7362302311970308,0.000334627,0.84301585,1.0,0.6420460068100661
Pre-B large,Dendritic cell,APP,LRP10,0.167433,0.004,0.027401479,0.1182945051323554,-0.0613890725745721,0.0027729443,0.68326753,1.0,0.6420691006892671
NK,Dendritic cell,HLA-A,LILRB1,1.7979182,0.0,0.2847778,0.5320773321614897,0.5758888323256058,0.007339733,0.87428457,0.17408491616282135,0.6420691006892671
Dendritic cell,Dendritic cell,CALM1,PTPRA,0.8115014,0.0,0.26405844,0.13947626992169015,-0.1447699885587427,0.0029606721,0.8700743,1.0,0.6421440902202963
Dendritic cell,CD4 T memory,PSEN1,CD44,0.60257375,0.0,0.12301754,0.2618331607620966,0.19876013771209183,0.008140597,0.8204934,0.3342566650278067,0.6421440902202963
Monocyte non-classical,Dendritic cell,LGALS9,CD44,0.8480532,0.0,0.6603136,0.591536968973901,0.45565599624303776,0.010147473,0.913717,0.058934936418901976,0.6421677288905009
Granulocyte precursor,Plasmacytoid DC,CLEC11A,ITGB1,0.62617606,0.0,0.26426902,1.1313723304719916,0.9769911742887218,0.012147178,0.87011933,0.058529996949489675,0.6423399030217798
Monocyte non-classical,CD4 T memory,PKM,CD44,0.8479265,0.0,0.6591383,0.24206811471487683,0.22639411012301047,0.003897242,0.9136467,0.8003630257686021,0.6423970996258086
Pre-B large,Dendritic cell,HLA-F,LILRB2,0.16664752,0.995,0.027406722,-0.0102038774783334,-0.3035670196574469,0.0034612548,0.6832882,1.0,0.6425354234170069
Erythroid early,Dendritic cell,S100A8,ITGB2,0.77698696,0.052,0.12295313,0.2824706572825161,-2.1659626954982727,0.0008438078,0.8204549,1.0,0.6425359476580114
NK,Monocyte non-classical,CALM1,PTPRA,0.9847301,0.0,0.26429582,0.2796189178236105,0.4236225307667407,0.0029633336,0.87012506,1.0,0.6425359476580114
CD4 T memory,Dendritic cell,PKM,CD44,0.84791684,0.0,0.660016,0.24223365384750456,0.06080451081996607,0.0039024316,0.9136992,0.7980359678106569,0.6426263848779391
HSPC,Monocyte non-classical,HLA-DRB5,CD4,0.42989117,0.0,0.18414517,0.5082551758653504,0.3801002153032072,0.011201779,0.84830815,0.058529996949489675,0.6427320321792425
Monocyte non-classical,Dendritic cell,TOR2A,ATP5F1B,0.78637874,0.0,0.2643447,0.7294480954145892,0.6395022724329811,0.008424558,0.8701355,0.10778566451603819,0.6427320321792425
Platelet,T proliferating,GNAS,ADCY7,0.50750256,0.0,0.12292363,0.40546994224999877,0.6742330760624672,0.007316635,0.82043713,0.17548028624516068,0.6427320321792425
CD8 T cytotoxic,NK,TGFB1,CXCR4,0.8477264,0.684,0.5538433,0.061985015561938084,0.11125984127931243,0.0037428201,0.90652895,1.0,0.6428556969587259
NK,Granulocyte precursor,SPON2,ITGB1,0.8144104,0.0,0.26443434,1.1949356588996307,1.2791661973037876,0.015324345,0.8701547,0.058529996949489675,0.6429279644795034
Plasmacytoid DC,Monocyte non-classical,ADAM10,TSPAN14,0.166558,0.0,0.027413495,0.18217642901352793,0.1313519504554243,0.0060577407,0.683315,0.6277026804093855,0.6430016275641801
Monocyte non-classical,T proliferating,LGALS9,CD47,0.8476906,0.0,0.65987444,0.9090646818993242,0.7826408195373029,0.013075639,0.91369075,0.058529996949489675,0.643085035860067
Monocyte classical,T activated,VCAN,ITGB1,1.0933003,0.0,0.41074884,0.94286084834019,1.568209219768333,0.013683938,0.8930729,0.058529996949489675,0.643085035860067
CD4 T memory,Plasmacytoid DC,CCL5,CXCR3,0.52426356,0.0,0.26447472,0.6185003222174692,-0.05023854589796595,0.008449598,0.87016326,0.7367892982929708,0.6431241287438292
