source,target,ligand_complex,receptor_complex,lr_means,cellphone_pvals,expr_prod,scaled_weight,lr_logfc,spec_weight,lrscore,specificity_rank,magnitude_rank
T proliferating,Erythroid late,FAM3C,LAMP1,0.1873376,0.427,0.0318577,0.028548622803922022,-0.0011439180015081485,0.002710724,0.6993428,1.0,0.6437603268726741
Erythroid early,CD8 T cytotoxic,LGALS9,CD47,0.4866268,0.0,0.23608527,0.38785882856178266,0.27530409070838235,0.004678111,0.86361283,0.46353095750641277,0.6439688013331939
CD4 T memory,HSPC,LTB,LTBR,1.3679677,0.0,0.23618169,0.6997960645952017,0.7644274041119757,0.028541645,0.8636369,0.05789331968041655,0.6448835104760584
Plasmacytoid DC,CD4 T memory,FAM3C,HLA-C,1.5090604,0.0,0.34044996,0.2768564257855992,0.2062217875021994,0.0041927756,0.883774,0.5878399844180952,0.6451100203406509
Monocyte non-classical,Monocyte non-classical,GRN,TNFRSF1B,0.74306357,0.0,0.5506269,0.892671284433963,0.9694423465217408,0.024375895,0.9062819,0.04629118757186279,0.6451100203406509
B naive,Granulocyte precursor,SELL,SELPLG,0.46784896,0.0,0.13021356,0.17093145295943396,0.27722647719279936,0.005807312,0.82464176,0.6896284971319152,0.6457990853926594
Monocyte non-classical,NK,LGALS9,CD44,0.4978925,0.038,0.23633914,0.2323887114919339,0.14782753609195098,0.0036319788,0.86367613,1.0,0.6457990853926594
Pre-B large,Monocyte classical,SELL,SELPLG,0.1785394,1.0,0.031876184,-0.14046888250057768,-0.4185196423201002,0.0014216258,0.6994037,1.0,0.6459305974215838
Monocyte classical,CD4 T naive,MIF,CD74,0.41773677,1.0,0.1742527,-0.4506363037084528,-2.0121153698984555,0.00034340195,0.8447211,1.0,0.6467155264925312
T proliferating,Dendritic cell,SIRPG,CD47,0.49734795,0.0,0.23655535,0.7811938987555136,0.3424669624306665,0.029860986,0.86372995,0.06815443109543116,0.6467155264925312
Erythroid early,NK,CLEC2B,KLRF1,1.0152416,0.0,0.13016623,1.3230719765607744,1.1195648450595772,0.0057510836,0.8246155,0.09524786139844883,0.6471740719891731
NK,Erythroid early,KLRF1,CLEC2B,1.0152416,0.0,0.13016623,1.3230719765607744,1.1195648450595772,0.0057510836,0.8246155,0.09524786139844883,0.6471740719891731
Plasmacytoid DC,CD8 T memory,COPA,CD74,0.9389277,0.189,0.33812734,0.08307380233885683,-0.5520659769664205,0.0032591515,0.8834219,1.0,0.6472503698505421
T proliferating,T proliferating,SIRPG,CD47,0.741704,0.0,0.42882767,1.1146002084012505,0.6638123591892799,0.05413201,0.8951122,0.05789331968041655,0.6472503698505421
T activated,CD8 T cytotoxic,MIF,TNFRSF14,0.4176531,0.1,0.15899064,0.042323891879742184,0.06336389375517204,0.0031160777,0.8386142,1.0,0.647632834185208
Platelet,CD4 T memory,APP,CD74,0.52430785,1.0,0.23709123,0.002947472200530432,-0.816288428578446,0.0016590941,0.86386305,1.0,0.647632834185208
Plasmacytoid DC,Erythroid early,LTB,LTBR,0.4446063,1.0,0.031941358,-0.09955046144134078,-0.4140485958846717,0.0038599898,0.69961846,1.0,0.648099591920079
NK,Dendritic cell,CD99,PILRA,0.8159837,0.0,0.33797547,0.6498317453010203,0.7460647056570493,0.015407362,0.8833988,0.05789331968041655,0.64832135679705
Erythroid early,Erythroid early,LGALS9,CD47,0.73940766,0.0,0.49567422,0.7327599392785186,0.3505194937031848,0.009821955,0.9017205,0.060385429051656656,0.64832135679705
Pre-B small,HSPC,LGALS9,CD47,0.49714544,0.0,0.23732987,0.3663482081554993,0.38630333821467266,0.004702773,0.8639222,0.4581515449143951,0.6485510088802245
CD8 T cytotoxic,T proliferating,LCK,CD8A_CD8B,0.739159,0.0,0.53745484,0.6169430664226982,0.6047792996369902,0.03286265,0.9052486,0.05789331968041655,0.6493929216086065
CD8 T cytotoxic,Pre-B small,PTPRC,CD22,0.814858,0.0,0.33751172,0.4231370987159879,0.6135571846294634,0.017894246,0.883328,0.07595188215090036,0.6493929216086065
NK,NK,ITGAL_ITGB2,ICAM3,0.5206119,0.0,0.23751451,0.3785153948873482,0.5970561536510297,0.012920243,0.8639679,0.12108339735906282,0.649470050987115
HSPC,NK,BAG6,NCR3,0.4173717,0.0,0.1298976,0.73393040743869,0.7618026108711236,0.02884422,0.82446605,0.05789331968041655,0.649470050987115
Erythroid late,T proliferating,MIF,TNFRSF14,0.41709775,0.339,0.15707067,0.04007717509685064,0.05376078792027866,0.003078448,0.83779037,1.0,0.649470050987115
HSPC,Plasmacytoid DC,GRN,TNFRSF1B,0.18518856,0.97,0.032043684,-0.0547905022659506,-0.34368812819601463,0.0014185532,0.69995433,1.0,0.6502672536958679
Plasmacytoid DC,CD4 T naive,MIF,TNFRSF14,0.4168508,0.165,0.1413177,0.027020490163784078,-0.06542472684462419,0.0027697037,0.83048046,1.0,0.6503899609154135
Granulocyte precursor,CD8 T memory,MIF,TNFRSF14,0.660584,0.0,0.23791689,0.3089087748893446,0.4346823970637058,0.0046629636,0.8640674,0.4671434564174416,0.6503899609154135
Erythroid early,Dendritic cell,MIF,TNFRSF14,0.5124224,0.0,0.1298459,0.11724505996183991,-0.10155932265280643,0.0025448662,0.82443726,1.0,0.6503899609154135
Pre-B small,Monocyte non-classical,CD52,SIGLEC10,0.78173846,1.0,0.33666357,0.40368672172462894,-0.02815550335347422,0.024488825,0.8831983,1.0,0.6504650634661423
HSPC,Plasmacytoid DC,SELL,SELPLG,0.7390877,0.0,0.49389508,0.6848584031906619,0.557447904666684,0.022026917,0.9015611,0.05789331968041655,0.6504650634661423
Monocyte classical,CD8 T cytotoxic,LGALS9,CD47,0.41679543,0.0,0.17187013,0.24918973178723736,0.47731384387157527,0.0034056657,0.8438161,0.9246752540534813,0.6513107390746546
B naive,T activated,MIF,CD74,0.49207753,1.0,0.2383713,-0.40923035553404274,-1.659390562964182,0.00046976123,0.8641794,1.0,0.6513107390746546
T proliferating,T proliferating,CCL4,CCR5,0.75826055,0.0,0.1295934,1.268648953254175,1.2378140760680756,0.1476606,0.82429636,0.002075701654968001,0.6513107390746546
Dendritic cell,Granulocyte precursor,TNFSF13B,HLA-DPB1,0.7378,0.0,0.53497446,0.39297489033566607,-0.1429827938991583,0.0064684176,0.90505,1.0,0.6515378944035503
Monocyte classical,Plasmacytoid DC,LGALS9,CD47,0.50577396,0.0,0.23839112,0.37059431086510264,0.5096566063988752,0.0047238017,0.86418426,0.45281909097439554,0.6522323858743734
T proliferating,Erythroid late,SIRPG,CD47,0.4166755,0.0,0.17307799,0.6711222039591139,0.4744847726225407,0.021848075,0.84427696,0.05789331968041655,0.6522323858743734
Dendritic cell,CD8 T cytotoxic,FAM3C,HLA-C,1.7294248,0.0,0.3187713,0.44162284385977346,0.5355022894633249,0.0039257947,0.88035196,0.5287844753229151,0.652433583158518
Platelet,Dendritic cell,HLA-F,LILRB2,0.18247473,0.853,0.03207736,0.01102021817885783,-0.062256950517522364,0.0040511205,0.70006466,1.0,0.652433583158518
CD4 T naive,CD8 T cytotoxic,CLEC2D,KLRB1,0.7376585,0.0,0.5380305,0.32195802371427334,0.5832148691205677,0.011538467,0.9052945,0.19677840483397374,0.6526111879563142
T activated,CD4 T memory,MIF,TNFRSF14,0.41664308,0.111,0.15789591,0.040621211538031055,-0.02060691609228743,0.003094622,0.8381461,1.0,0.6531550958660047
Granulocyte precursor,CD8 T cytotoxic,LGALS9,CD44,0.53126466,0.0,0.23840679,0.13052189536361994,0.12943959544612327,0.0036637536,0.86418813,0.8816141336611142,0.6531550958660047
Monocyte non-classical,Monocyte classical,ANXA1,FPR1,0.7368773,0.0,0.4247953,0.6508151518284268,0.7714993935036835,0.03550049,0.89466786,0.05789331968041655,0.6536850560977653
Dendritic cell,Monocyte non-classical,GRN,TNFRSF1A,0.8284645,0.0,0.33546314,1.1450056397149104,0.9687642841110884,0.032531615,0.88301396,0.015058517109133609,0.6536850560977653
NK,CD4 T naive,MIF,CD74,0.49809462,1.0,0.23884185,-0.355891890288541,-1.8119389361661682,0.0004706885,0.86429507,1.0,0.6540784813582136
B naive,Granulocyte precursor,LGALS9,CD44,0.4538788,0.91,0.12941277,-0.018347788453264086,-0.07722034038238584,0.0019887711,0.8241954,1.0,0.6540784813582136
Monocyte classical,Dendritic cell,LGALS9,SLC1A5,0.22985743,0.0,0.032113943,0.34585337677265005,0.39175348039371805,0.005001169,0.7001843,0.3995949850537951,0.6545985807175951
Granulocyte precursor,T proliferating,HLA-B,KIR3DL2,1.1623741,1.0,0.3354395,0.0031376466865807306,-0.31772852049471556,0.012917746,0.8830103,1.0,0.6547594980088348
B naive,CD4 T naive,MIF,CD74,0.41628486,1.0,0.1730857,-0.45234805227998626,-2.0402584748624304,0.00034110207,0.8442799,1.0,0.6550027367195882
Erythroid early,Monocyte non-classical,TNFSF13B,HLA-DPB1,1.1350745,0.0,0.12935479,0.412242951004373,0.3780940955062287,0.0015640387,0.8241629,0.6325921897732409,0.6550027367195882
Pre-B small,Dendritic cell,LGALS9,CD47,0.49965003,0.0,0.23932368,0.36976554906010867,0.395906940372695,0.0047422806,0.86441326,0.44929007444151325,0.6550027367195882
Dendritic cell,NK,BAG6,NCR3,0.41659772,0.0,0.12892574,0.7319165883152152,0.7638811390860742,0.028628418,0.823922,0.05789331968041655,0.6559278623596634
Granulocyte precursor,HSPC,LGALS9,CD44,0.5329423,0.0,0.23948683,0.13224230659525152,-0.11010442656685238,0.0036803514,0.86445314,1.0,0.6559278623596634
CD4 T naive,Erythroid early,MIF,TNFRSF14,0.28127992,1.0,0.03219866,-0.17641838690004757,-0.4102229552158683,0.00063106563,0.7004608,1.0,0.6567621899109894
T proliferating,Plasmacytoid DC,LGALS9,CD47,0.41992706,0.002,0.12889436,0.20012286528564896,0.09095428023370097,0.002554086,0.8239044,1.0,0.6568538586879742
Plasmacytoid DC,CD4 T naive,MIF,CD74,0.49943268,1.0,0.23991731,-0.35431454943921437,-1.9791761439242421,0.00047280797,0.86455834,1.0,0.6568538586879742
CD8 T cytotoxic,Platelet,MIF,CD74,0.41588855,1.0,0.1613074,-0.42415129185065703,-1.5260594699091408,0.00031789043,0.8395908,1.0,0.6568538586879742
Dendritic cell,CD4 T naive,LGALS9,CD44,0.735721,0.0,0.5410176,0.531027112226963,0.31088959652065773,0.008314173,0.9055315,0.09964268288149096,0.6569102130180365
Monocyte classical,T activated,MIF,CD74,0.49352944,1.0,0.23997849,-0.4075186069625093,-1.6312474580002072,0.00047292854,0.8645733,1.0,0.6577807261140535
Erythroid early,Pre-B small,TNFSF13B,HLA-DPB1,1.1305317,0.0,0.12882338,0.40865214437961717,0.36421536851478226,0.0015576135,0.8238644,0.6523167731179382,0.6577807261140535
Plasmacytoid DC,T proliferating,SELL,SELPLG,0.73502636,0.0,0.36962378,0.560438918959868,0.465294529404895,0.016484618,0.8879304,0.05789331968041655,0.6579863713835935
Pre-B large,Erythroid early,LGALS9,SLC1A5,0.4158238,0.0,0.16707623,1.1295610259960787,0.4686930495086329,0.026019117,0.84194285,0.05789331968041655,0.6587084650474371
Plasmacytoid DC,Granulocyte precursor,GRN,TNFRSF1A,0.5889464,0.0,0.12866017,0.68832228224362,0.6736275740044996,0.012476849,0.82377243,0.05789331968041655,0.6587084650474371
Monocyte non-classical,Monocyte non-classical,HBEGF,CD44,0.67704487,0.0,0.23998341,0.5124909615681872,0.48621861923438053,0.020878691,0.8645745,0.05789331968041655,0.6587084650474371
CD4 T memory,Erythroid early,SELL,SELPLG,0.32730666,0.981,0.032246538,-0.057230097152398234,-0.18763834839084112,0.0014381432,0.70061666,1.0,0.6589245249266139
CD4 T naive,Monocyte non-classical,MIF,TNFRSF14,0.41556674,0.033,0.16591866,0.04996528445622061,-0.02077922572319607,0.0032518608,0.8414797,1.0,0.6596370758976587
Granulocyte precursor,B naive,TNFSF13B,CD40,0.5324075,0.0,0.24007523,0.9477190627887996,1.0167666488721203,0.09906417,0.86459684,0.012165433173931395,0.6596370758976587
Erythroid late,Plasmacytoid DC,LGALS9,CD47,0.4196879,0.0,0.12858933,0.19964797919167307,0.24169742948782486,0.0025480415,0.82373244,1.0,0.6596370758976587
NK,CD4 T naive,MIF,TNFRSF14,0.41551277,0.013,0.14068422,0.025443149314457406,0.10181248091344985,0.0027572878,0.83016396,1.0,0.6605665590742522
Pre-B large,T activated,MIF,TNFRSF14,0.6137167,0.0,0.24039556,0.26112442566765287,0.24088657987954282,0.0047115427,0.86467487,0.4554794652614914,0.6605665590742522
CD8 T cytotoxic,Dendritic cell,ITGAL_ITGB2,ICAM1,0.1891742,0.0,0.032531515,0.4336650207980135,0.33919138974290497,0.025349934,0.70153856,0.06988114035290734,0.6610855292673549
Monocyte classical,CD4 T memory,LGALS9,CD44,0.73317724,0.0,0.40839943,0.3625344750590218,0.5199258722150687,0.0062761423,0.8927987,0.22362610107936695,0.661218266163534
Monocyte non-classical,CD8 T cytotoxic,MIF,TNFRSF14,0.4153444,0.096,0.15763596,0.03960178097541693,0.06957545870199688,0.0030895271,0.83803433,1.0,0.6614969149867531
Plasmacytoid DC,NK,GRN,TNFRSF1B,0.64199716,0.0,0.24070995,0.6416029331607628,0.7284539881099378,0.010656074,0.86475134,0.05789331968041655,0.6614969149867531
HSPC,B naive,MIF,TNFRSF14,0.74189115,0.0,0.3326837,0.42002283811235774,0.3898648648979951,0.0065203104,0.88258356,0.20252338261792555,0.6622968150415575
Granulocyte precursor,Monocyte non-classical,LGALS9,CD44,0.7331401,0.0,0.3683725,0.3375790412562744,0.3462814707726294,0.005661022,0.88776153,0.29819271194283564,0.6622968150415575
Pre-B large,Pre-B small,LGALS9,CD47,0.4910239,0.0,0.24110307,0.38725098590381285,0.4277660972463788,0.00477754,0.86484677,0.4449078582133626,0.6624283400198436
NK,Dendritic cell,PTPRC,CD22,0.6626882,0.0,0.12816483,0.16316852103988827,0.18060281133037917,0.0067950618,0.8234922,0.7204589535738956,0.6624283400198436
Monocyte non-classical,Monocyte classical,LGALS9,CD47,0.4152501,0.0,0.13627574,0.31903075774242917,0.26416170307421283,0.0027003505,0.8279077,1.0,0.6624283400198436
Plasmacytoid DC,Dendritic cell,AREG,ICAM1,0.18933481,0.0,0.03257395,0.3147039641079122,0.16621318779054195,0.0117172245,0.70167506,0.2842149041279813,0.6632452033427793
Plasmacytoid DC,Platelet,FAM3C,HLA-C,1.0859531,0.984,0.24113315,-0.07967852123629936,0.06659771554901514,0.00296965,0.864854,1.0,0.6633604428165555
Erythroid early,B naive,MIF,TNFRSF14,0.57601625,0.0,0.24135704,0.22445296154493802,0.18309297786112733,0.0047303876,0.8649082,0.4707770296360668,0.6642934195778634
HSPC,Pre-B large,LGALS9,CD47,0.7326607,0.0,0.44050872,0.6952520752101625,0.48716144233535646,0.008728832,0.89636713,0.08515554380149463,0.6644553868409259
CD4 T memory,Monocyte classical,CCL5,CCR1,0.41481674,0.14,0.1274179,0.28191051221044827,-0.18443188518501086,0.01156811,0.823067,1.0,0.6652272707133018
Dendritic cell,Dendritic cell,ANXA1,FPR1,1.091994,0.0,0.24169663,0.6948345840111936,0.6307567586002785,0.020198783,0.8649904,0.05789331968041655,0.6652272707133018
Erythroid early,T activated,LGALS9,CD47,0.41476673,0.0,0.16228983,0.28981086381202287,0.040859204419021244,0.003215829,0.8399992,1.0,0.6652272707133018
Dendritic cell,B naive,ALOX5,ALOX5AP,0.19377175,0.692,0.03259471,0.08429080726571926,-0.12062645098839722,0.0059245126,0.70174176,1.0,0.6654035475624531
Granulocyte precursor,Monocyte classical,GRN,TNFRSF1B,0.7325517,0.0,0.45175683,0.8151367154256939,1.0932902637173982,0.019998984,0.8975324,0.05789331968041655,0.6655355215182825
Granulocyte precursor,Monocyte non-classical,GRN,TNFRSF1A,0.62999487,0.0,0.24174394,0.8495594196605378,0.9440910218794143,0.023443175,0.86500174,0.05074644854961885,0.6661619966324052
Monocyte classical,Dendritic cell,LGALS9,CD44,0.73225516,0.0,0.40771008,0.36158919227119957,0.34928684743703475,0.0062655485,0.8927179,0.22624387949246189,0.6666162209553297
T activated,T proliferating,MIF,TNFRSF14,0.41451162,0.323,0.15558572,0.03702805764621443,-0.13592692189941386,0.0030493443,0.8371439,1.0,0.6670975977447072
Granulocyte precursor,CD4 T naive,LGALS9,CD44,0.5369897,0.0,0.24209253,0.13639398546495746,0.07385429705153601,0.003720395,0.8650859,0.852805657783242,0.6670975977447072
HSPC,CD4 T naive,FAM3C,LAMP1,0.18491049,0.514,0.0327229,0.033839229947521164,-0.11843990238279903,0.0027843425,0.7021523,1.0,0.6675605056391225
NK,CD8 T memory,CLEC2D,KLRB1,0.7320914,0.0,0.3685927,0.26120520094801825,0.7323708274635085,0.007904747,0.88779134,0.35635386717930223,0.6676975980840609
Monocyte non-classical,CD4 T memory,MIF,TNFRSF14,0.41433436,0.126,0.15655057,0.0378991006337058,-0.014395351145462587,0.0030682543,0.8375648,1.0,0.6680340744597432
Erythroid late,Monocyte classical,LGALS9,CD44,0.7014493,0.0,0.24221328,0.24734113979114103,0.5001695912522652,0.0037222502,0.865115,0.7666566330312422,0.6680340744597432
Monocyte non-classical,Monocyte classical,LGALS9,LRP1,0.41416943,0.0,0.13496727,0.7831244767907999,0.8158025519635513,0.04155107,0.82721925,0.05020878123389386,0.6689714271870464
Pre-B large,Monocyte non-classical,LGALS9,CD47,0.49238437,0.0,0.24244234,0.389107134300271,0.28493425681105555,0.0048040776,0.8651702,0.4388267076381845,0.6689714271870464
Pre-B large,CD4 T memory,GRN,TNFRSF1B,0.1818107,0.98,0.03277313,-0.05486578441652509,-0.3022324170924725,0.0014508453,0.70231265,1.0,0.6697161914109352
Granulocyte precursor,Pre-B small,MIF,TNFRSF14,0.7319453,0.0,0.3957776,0.4292114239520347,0.6775165794510369,0.0077568954,0.89128715,0.12407194543500637,0.6698618135032671
CD4 T memory,Monocyte non-classical,MIF,TNFRSF14,0.53050387,0.0,0.24252287,0.18547869147839846,0.16434857686853027,0.0047532367,0.86518955,0.6163229334812655,0.669909656336152
CD8 T memory,B naive,MIF,TNFRSF14,0.41307807,0.015,0.1516473,0.03234509627852408,0.1067020114442706,0.0029721549,0.83538854,1.0,0.669909656336152
T proliferating,Monocyte classical,LGALS9,CD44,0.70168847,0.0,0.24278784,0.24781602588511692,0.3494264419981413,0.00373108,0.8652532,0.7601110428646548,0.6708487623165944
Monocyte non-classical,CD8 T memory,CD58,CD2,0.43094918,0.0,0.12640984,0.3625223838955217,0.5042050127489204,0.010110136,0.82248795,0.13766632201437348,0.6708487623165944
CD8 T cytotoxic,NK,MIF,TNFRSF14,0.41293317,0.05,0.15821102,0.038947039421816085,0.15301860062474631,0.0031007978,0.8382813,1.0,0.6717889433549187
Plasmacytoid DC,B naive,FAM3C,HLA-C,1.0964864,1.0,0.24360566,-0.0708025289753603,-0.27093964861850894,0.0030001001,0.86544913,1.0,0.6717889433549187
Dendritic cell,Plasmacytoid DC,FAM3C,LAMP1,0.2207452,0.034,0.032855418,0.060805445719812515,-0.05953064838714385,0.002795618,0.70257473,1.0,0.6718705485556871
Monocyte classical,T proliferating,LGALS9,CD47,0.73189247,0.0,0.40743893,0.6791169051966228,0.6762716707312999,0.008073542,0.892686,0.10966577636736835,0.6720282748557895
T proliferating,Granulocyte precursor,COPA,CD74,1.0593433,0.001,0.32933214,0.12257845623285005,-0.5520693794827929,0.0031743764,0.8820579,1.0,0.6720282748557895
Platelet,Plasmacytoid DC,SELP,SELPLG,0.41274452,0.0,0.16084598,2.909929929189796,1.054634728218313,0.17090164,0.8393977,0.0012899687731636,0.6727298044112934
Monocyte non-classical,Dendritic cell,ANXA1,FPR1,0.5987985,0.0,0.12636018,0.237985396383601,0.1863568801797659,0.010560022,0.8224593,0.42095685641777525,0.6727298044112934
HSPC,HSPC,FAM3C,HLA-C,0.90584415,1.0,0.24407628,-0.20440784307230583,-0.7495934545046898,0.0030058958,0.86556137,1.0,0.6727298044112934
Dendritic cell,Monocyte non-classical,CD1D,LILRB2,0.41248575,0.0,0.12642325,1.3131289708456801,0.8094085807724256,0.20893484,0.82249564,0.028483326648678604,0.6736715435276938
Dendritic cell,Erythroid early,LGALS9,SLC1A5,0.5294034,0.0,0.24418508,1.3551030832054958,0.6219800477112937,0.03802743,0.8655873,0.05789331968041655,0.6736715435276938
Dendritic cell,Pre-B large,FAM3C,LAMP1,0.22075398,0.04,0.032857083,0.060819257450378396,-0.12122503665501051,0.0027957596,0.70258003,1.0,0.6740235774829447
Dendritic cell,HSPC,LGALS9,CD44,0.73167354,0.0,0.5351945,0.526875433357257,0.12693087290226934,0.008224686,0.9050677,0.3759686175003879,0.6741970896939533
Dendritic cell,T proliferating,CD58,CD2,0.70140785,0.0,0.2442141,0.7263763251134311,0.5557375024345679,0.019532008,0.86559427,0.05789331968041655,0.6746141611136546
Monocyte non-classical,T proliferating,MIF,TNFRSF14,0.4122029,0.371,0.15426007,0.03430594674188917,-0.129715356952589,0.0030233625,0.8365597,1.0,0.6746141611136546
CD8 T memory,Monocyte classical,CD99,PILRA,0.73161304,0.0,0.35227948,0.6205252201564024,0.8259409285911024,0.016059441,0.88551676,0.05789331968041655,0.6752822778393796
Monocyte classical,Monocyte classical,HBEGF,CD44,0.7023685,0.0,0.2444217,0.529826082100879,0.7596002047395346,0.021264827,0.8656437,0.05789331968041655,0.6755576575787096
HSPC,Granulocyte precursor,GRN,TNFRSF1B,0.18694824,0.989,0.03286241,-0.051531869049169954,-0.3186912105013279,0.0014547976,0.702597,1.0,0.6761752786022746
Pre-B large,Granulocyte precursor,FAM3C,HLA-C,0.73097754,1.0,0.33877534,-0.2201754921255933,-0.7113917395132088,0.0041721524,0.8835205,1.0,0.676368023372705
Monocyte classical,Plasmacytoid DC,LGALS9,CD44,0.51421756,0.076,0.2447036,0.13795528230237275,0.12012363671453252,0.003760521,0.8657107,1.0,0.6765020333323937
B naive,CD4 T memory,FAM3C,CLEC2D,0.41163784,0.0,0.1333198,0.2947491459565779,0.37244850063810764,0.011840668,0.82633984,0.25948307491193945,0.6765020333323937
Erythroid late,B naive,MIF,TNFRSF14,0.41119245,0.198,0.15060912,0.0301218242242823,0.2180507828132774,0.0029518076,0.8349157,1.0,0.6774472887842411
NK,Monocyte non-classical,ANXA1,FPR1,0.61933815,0.0,0.24492449,0.3911870111943086,0.3760226228541347,0.020468539,0.8657631,0.1045641808864471,0.6774472887842411
CD8 T cytotoxic,Monocyte classical,ANXA1,FPR1,0.73085713,0.0,0.42006242,0.6452383451233131,0.7848645725790243,0.035104956,0.89413875,0.05789331968041655,0.6774543254748612
Monocyte non-classical,HSPC,LTB,LTBR,0.22886118,1.0,0.03288234,-0.1381205849384859,-0.9621046201778088,0.0039737034,0.7026603,1.0,0.6783255958010086
Monocyte classical,NK,GRN,TNFRSF1B,0.65228075,0.0,0.24539785,0.6569109271953351,1.0771524792231792,0.010863604,0.86587524,0.05789331968041655,0.6783934243437859
T proliferating,CD4 T naive,MIF,CD74,0.73066306,1.0,0.42577308,-0.08168859381147603,-1.7707113717492802,0.0008390762,0.89477617,1.0,0.6785412976658076
Pre-B large,Monocyte classical,CD99,PILRA,0.55634916,0.0,0.24577035,0.43603053307096507,0.3875106378438834,0.011203987,0.86596334,0.06730317619804126,0.679340440420563
Platelet,NK,MIF,CD74,0.730087,1.0,0.42065978,-0.2847534151435045,-1.1476637806743226,0.0008289994,0.894206,1.0,0.6796287105067401
CD4 T memory,Plasmacytoid DC,SEMA4D,PLXNB2,0.18364607,0.0,0.03290411,0.3963478434131328,0.24599528761906714,0.015447851,0.7027295,0.15234837233181597,0.6804746425680686
Dendritic cell,CD8 T cytotoxic,LGALS9,CD44,0.7299959,0.0,0.5327809,0.5251550221256254,0.366474894915245,0.008187593,0.9048733,0.10545125274594468,0.680716677459211
T activated,CD8 T cytotoxic,CLEC2B,KLRF1,0.51911086,0.0,0.24590145,0.36143700673956963,0.5111115024931019,0.010864567,0.8659943,0.1396697017643871,0.6807626164013948
CD8 T cytotoxic,T activated,KLRF1,CLEC2B,0.51911086,0.0,0.24590145,0.36143700673956963,0.5111115024931019,0.010864567,0.8659943,0.1396697017643871,0.6807626164013948
Pre-B small,CD4 T memory,LGALS9,CD47,0.40918761,0.0,0.16731003,0.24633623945518307,0.384528131556526,0.0033153056,0.8420359,0.9771481519102,0.6812373154314381
Erythroid early,HSPC,TNFSF13B,HLA-DPB1,0.729773,0.0,0.08194455,0.09184965327347033,-0.4065968765913632,0.0009907979,0.7886074,1.0,0.6818051977041515
HSPC,Pre-B large,MIF,TNFRSF14,0.7060175,0.0,0.24597745,0.35954622851114026,0.1955544253517686,0.0048209433,0.8660123,0.4345213518242006,0.6821869757026349
B naive,CD8 T cytotoxic,FAM3C,CLEC2D,0.40917307,0.0,0.13222754,0.29167360996422714,0.47330761856792347,0.011743661,0.8257488,0.26893397208390113,0.6821869757026349
CD8 T cytotoxic,Dendritic cell,ANXA1,FPR1,0.5927783,0.0,0.12495232,0.23240858967848738,0.19972205925510675,0.010442367,0.8216397,0.4371007443097853,0.6821869757026349
Dendritic cell,Granulocyte precursor,ITGAL_ITGB2,ICAM3,0.19015616,1.0,0.032937903,-0.13672186320822652,-0.41409516208873776,0.001791746,0.70283663,1.0,0.6826223627558905
CD8 T cytotoxic,CD8 T cytotoxic,MIF,TNFRSF14,0.4086162,0.093,0.1536881,0.031669218327466456,0.11580071386047752,0.0030121526,0.8363057,1.0,0.683137518129287
Granulocyte precursor,Granulocyte precursor,GRN,TNFRSF1A,0.57285756,0.0,0.12473997,0.664372175495438,0.7343220806739844,0.012096687,0.8215151,0.05789331968041655,0.683137518129287
HSPC,Monocyte non-classical,ANXA1,FPR1,0.6217273,0.0,0.2461046,0.3933999450849955,0.13351693681825205,0.02056716,0.8660422,0.36455628858516254,0.683137518129287
Pre-B large,Erythroid early,LGALS9,CD47,0.7287741,0.0,0.47514394,0.7116438361095143,0.43153226784307586,0.009415139,0.89983016,0.06688055159387427,0.6839840094249466
HSPC,Platelet,LGALS9,CD47,0.5026241,0.0,0.24618958,0.38138372595481823,0.5914279658047561,0.004878331,0.8660623,0.42095685641777525,0.6840889431209293
T activated,B naive,MIF,TNFRSF14,0.40860632,0.212,0.14918527,0.02707270677364609,0.02836307299358487,0.0029239012,0.83426,1.0,0.6840889431209293
Plasmacytoid DC,Granulocyte precursor,FAM3C,LAMP1,0.19952337,0.151,0.033059742,0.04028297645105089,-0.014909799970880072,0.002813004,0.70322204,1.0,0.6847687567740406
Pre-B large,Erythroid early,FAM3C,LAMP1,0.40831706,0.0,0.1524299,0.4640262913686385,0.1571516250369883,0.01297003,0.8357422,0.3007884982691415,0.6850412510870959
B naive,T proliferating,SELL,SELPLG,0.5437815,0.0,0.24648488,0.35087558737873153,0.3563906305892288,0.010992824,0.8661318,0.1539179498253369,0.6850412510870959
CD8 T memory,CD8 T cytotoxic,MIF,CD74,0.72678554,1.0,0.49727038,-0.23904331039115145,-1.1554562056728166,0.0009799767,0.9018629,1.0,0.685074184690774
Dendritic cell,Pre-B small,PTPRC,CD22,0.6279395,0.0,0.24649285,0.24580660194537132,0.07316443319644061,0.013068593,0.86613363,0.5150783428440725,0.6859944424373214
Pre-B small,Erythroid early,LGALS9,CD44,0.40820417,1.0,0.16652714,0.040851306643003515,-0.2244820356481826,0.002559132,0.84172374,1.0,0.6859944424373214
Granulocyte precursor,CD8 T memory,BAG6,NCR3,0.18648516,0.0,0.033138443,0.1985341892440405,0.27428387096750584,0.0073585077,0.7034701,0.5739745570362025,0.6869137686493254
Dendritic cell,Plasmacytoid DC,ALOX5,ALOX5AP,1.0607568,0.0,0.24655925,1.212255234367242,1.2338924654111352,0.044815347,0.8661492,0.0035969336346147475,0.6869485175811398
