gene,bin,scaled,lineage
TFR2,19,0.7112987,Erythroid early
TFR2,20,-0.6072147,Erythroid early
TFR2,21,-0.16091631,Erythroid early
TFR2,22,-1.7555811,Erythroid early
TFR2,23,0.3360467,Erythroid early
TFR2,24,-0.32220837,Erythroid early
TFR2,25,0.44693542,Erythroid early
TFR2,26,0.5569582,Erythroid early
TFR2,27,-0.2497835,Erythroid early
TFR2,28,-0.86168915,Erythroid early
TFR2,29,-1.6962186,Erythroid early
TFR2,30,-0.66262054,Erythroid early
TFR2,31,-1.0666792,Erythroid early
TFR2,32,-1.135274,Erythroid early
TFR2,33,-1.9663509,Erythroid early
TFR2,34,-0.95215476,Erythroid early
TFR2,35,0.35257053,Erythroid early
TFR2,36,0.29317388,Erythroid early
TFR2,37,-0.23537959,Erythroid early
TFR2,38,0.19407228,Erythroid early
TFR2,39,-0.2336611,Erythroid early
FAM178B,0,-3.0650408,Erythroid early
FAM178B,1,-2.0765882,Erythroid early
FAM178B,2,-1.3643473,Erythroid early
FAM178B,3,-1.4870685,Erythroid early
FAM178B,4,-0.6257241,Erythroid early
FAM178B,5,-0.14844367,Erythroid early
FAM178B,6,0.84589946,Erythroid early
FAM178B,7,0.7634846,Erythroid early
FAM178B,8,0.6526899,Erythroid early
FAM178B,9,1.0299789,Erythroid early
FAM178B,10,1.0203438,Erythroid early
FAM178B,11,0.7235656,Erythroid early
FAM178B,12,0.6611487,Erythroid early
FAM178B,13,0.7373942,Erythroid early
FAM178B,14,0.8604382,Erythroid early
FAM178B,15,1.1242816,Erythroid early
FAM178B,16,1.2905456,Erythroid early
FAM178B,17,1.21055,Erythroid early
FAM178B,18,0.7422363,Erythroid early
FAM178B,19,0.50816524,Erythroid early
FAM178B,20,0.9089979,Erythroid early
FAM178B,21,0.50647306,Erythroid early
FAM178B,22,0.34588486,Erythroid early
FAM178B,23,0.34146416,Erythroid early
FAM178B,24,0.6595635,Erythroid early
FAM178B,25,0.62479293,Erythroid early
FAM178B,26,0.36771542,Erythroid early
FAM178B,27,0.47557718,Erythroid early
FAM178B,28,-0.64572644,Erythroid early
FAM178B,29,-0.7721424,Erythroid early
FAM178B,30,-1.6537039,Erythroid early
FAM178B,31,-0.4111977,Erythroid early
FAM178B,32,-0.63348925,Erythroid early
FAM178B,33,-1.6131958,Erythroid early
FAM178B,34,-0.3427423,Erythroid early
FAM178B,35,-0.3337895,Erythroid early
FAM178B,36,-0.91784257,Erythroid early
FAM178B,37,-0.112684086,Erythroid early
FAM178B,38,-0.12728004,Erythroid early
FAM178B,39,-0.07015566,Erythroid early
PKLR,0,-2.9023294,Erythroid early
PKLR,1,-2.9166858,Erythroid early
PKLR,2,-1.7897991,Erythroid early
PKLR,3,-0.93209463,Erythroid early
PKLR,4,0.23855627,Erythroid early
PKLR,5,-0.89283645,Erythroid early
PKLR,6,-0.02237335,Erythroid early
PKLR,7,1.2176272,Erythroid early
PKLR,8,0.5935005,Erythroid early
PKLR,9,0.63622725,Erythroid early
PKLR,10,-0.5138564,Erythroid early
PKLR,11,0.82608414,Erythroid early
PKLR,12,0.63350594,Erythroid early
PKLR,13,-0.0241036,Erythroid early
PKLR,14,-0.20234361,Erythroid early
PKLR,15,0.31163004,Erythroid early
PKLR,16,1.4521724,Erythroid early
PKLR,17,1.1321206,Erythroid early
PKLR,18,0.9859376,Erythroid early
PKLR,19,0.89233434,Erythroid early
PKLR,20,0.7587917,Erythroid early
PKLR,21,-0.4903465,Erythroid early
PKLR,22,0.367373,Erythroid early
PKLR,23,0.84512186,Erythroid early
PKLR,24,0.22909221,Erythroid early
PKLR,25,0.28960964,Erythroid early
PKLR,26,0.0964135,Erythroid early
PKLR,27,0.45473963,Erythroid early
PKLR,28,-0.12181491,Erythroid early
PKLR,29,-1.1459173,Erythroid early
PKLR,30,-0.5288727,Erythroid early
PKLR,31,-1.419465,Erythroid early
PKLR,32,0.1351297,Erythroid early
PKLR,33,-0.74742717,Erythroid early
PKLR,34,0.42300504,Erythroid early
PKLR,35,0.846505,Erythroid early
PKLR,36,0.2649245,Erythroid early
PKLR,37,-0.5560749,Erythroid early
PKLR,38,1.2997092,Erythroid early
PKLR,39,0.2762486,Erythroid early
EPCAM,0,-1.2516706,Erythroid early
EPCAM,1,-0.46659613,Erythroid early
EPCAM,2,0.53509754,Erythroid early
EPCAM,3,-0.35995692,Erythroid early
EPCAM,4,0.14455068,Erythroid early
EPCAM,5,0.25196323,Erythroid early
EPCAM,6,1.5662556,Erythroid early
EPCAM,7,0.35537502,Erythroid early
EPCAM,8,1.1188116,Erythroid early
EPCAM,9,0.5004373,Erythroid early
EPCAM,10,1.3397012,Erythroid early
EPCAM,11,0.98972374,Erythroid early
EPCAM,12,1.0049298,Erythroid early
EPCAM,13,0.6394845,Erythroid early
EPCAM,14,0.86167395,Erythroid early
EPCAM,15,1.2311349,Erythroid early
EPCAM,16,1.1621844,Erythroid early
EPCAM,17,1.7420758,Erythroid early
EPCAM,18,1.0540406,Erythroid early
EPCAM,19,0.692936,Erythroid early
EPCAM,20,0.4607204,Erythroid early
EPCAM,21,-0.29392618,Erythroid early
EPCAM,22,-0.6804134,Erythroid early
EPCAM,23,0.4663381,Erythroid early
EPCAM,24,0.28706038,Erythroid early
EPCAM,25,0.47144225,Erythroid early
EPCAM,26,0.13062462,Erythroid early
EPCAM,27,0.36417514,Erythroid early
EPCAM,28,-1.2914821,Erythroid early
EPCAM,29,-0.9182005,Erythroid early
EPCAM,30,-1.8597543,Erythroid early
EPCAM,31,-0.7783673,Erythroid early
EPCAM,32,-1.2705076,Erythroid early
EPCAM,33,-1.645964,Erythroid early
EPCAM,34,-0.77501863,Erythroid early
EPCAM,35,-0.9865374,Erythroid early
EPCAM,36,-1.9079586,Erythroid early
EPCAM,37,-1.2499706,Erythroid early
EPCAM,38,-0.20039217,Erythroid early
EPCAM,39,-1.4340514,Erythroid early
HBQ1,0,-2.8305836,Erythroid early
HBQ1,1,-2.0735843,Erythroid early
HBQ1,2,-1.655196,Erythroid early
HBQ1,3,-1.7340792,Erythroid early
HBQ1,4,-2.102291,Erythroid early
HBQ1,5,-1.5564991,Erythroid early
HBQ1,6,-0.7728357,Erythroid early
HBQ1,7,-1.1369269,Erythroid early
HBQ1,8,0.44685578,Erythroid early
HBQ1,9,-0.28488076,Erythroid early
HBQ1,10,0.8700532,Erythroid early
HBQ1,11,1.0263072,Erythroid early
HBQ1,12,0.2462848,Erythroid early
HBQ1,13,0.8923164,Erythroid early
HBQ1,14,0.46952173,Erythroid early
HBQ1,15,-0.29664236,Erythroid early
HBQ1,16,-0.18965675,Erythroid early
HBQ1,17,-0.0056068646,Erythroid early
HBQ1,18,0.98354083,Erythroid early
HBQ1,19,0.45685673,Erythroid early
HBQ1,20,1.1965575,Erythroid early
HBQ1,21,1.371252,Erythroid early
HBQ1,22,0.6221466,Erythroid early
HBQ1,23,0.27883258,Erythroid early
HBQ1,24,1.1661124,Erythroid early
HBQ1,25,0.9280672,Erythroid early
HBQ1,26,0.4659107,Erythroid early
HBQ1,27,0.6476194,Erythroid early
HBQ1,28,1.1780808,Erythroid early
HBQ1,29,-0.1335294,Erythroid early
HBQ1,30,0.4325525,Erythroid early
HBQ1,31,0.1566505,Erythroid early
HBQ1,32,0.20537174,Erythroid early
HBQ1,33,0.5776037,Erythroid early
HBQ1,34,0.18701741,Erythroid early
HBQ1,35,0.03890997,Erythroid early
HBQ1,36,0.13213024,Erythroid early
HBQ1,37,-0.121642806,Erythroid early
HBQ1,38,0.10153079,Erythroid early
HBQ1,39,-0.18412773,Erythroid early
KCNH2,0,-3.5768397,Erythroid early
KCNH2,1,-2.4701967,Erythroid early
KCNH2,2,-2.4326797,Erythroid early
KCNH2,3,-1.0785121,Erythroid early
KCNH2,4,-1.2463139,Erythroid early
KCNH2,5,-0.9786464,Erythroid early
KCNH2,6,-0.708978,Erythroid early
KCNH2,7,0.10443342,Erythroid early
KCNH2,8,-0.19700639,Erythroid early
KCNH2,9,0.04869293,Erythroid early
KCNH2,10,-0.011766604,Erythroid early
KCNH2,11,0.7798484,Erythroid early
KCNH2,12,0.30943754,Erythroid early
KCNH2,13,0.22906598,Erythroid early
KCNH2,14,0.46777725,Erythroid early
KCNH2,15,0.5392573,Erythroid early
KCNH2,16,0.780154,Erythroid early
KCNH2,17,0.27655646,Erythroid early
KCNH2,18,0.022617396,Erythroid early
KCNH2,19,0.8098928,Erythroid early
KCNH2,20,0.52062416,Erythroid early
KCNH2,21,0.6394311,Erythroid early
KCNH2,22,0.03911228,Erythroid early
KCNH2,23,0.36436424,Erythroid early
KCNH2,24,1.1883173,Erythroid early
KCNH2,25,0.31310028,Erythroid early
KCNH2,26,0.7085729,Erythroid early
KCNH2,27,0.70636237,Erythroid early
KCNH2,28,-0.15401858,Erythroid early
KCNH2,29,-0.64946455,Erythroid early
KCNH2,30,-0.20515898,Erythroid early
KCNH2,31,0.1730968,Erythroid early
KCNH2,32,0.010595943,Erythroid early
KCNH2,33,-0.3648329,Erythroid early
KCNH2,34,0.84429985,Erythroid early
KCNH2,35,0.53940755,Erythroid early
KCNH2,36,0.80039316,Erythroid early
KCNH2,37,0.9599804,Erythroid early
KCNH2,38,0.9021935,Erythroid early
KCNH2,39,0.99681395,Erythroid early
HBD,0,-0.6547047,Erythroid early
HBD,1,-0.62441975,Erythroid early
HBD,2,-0.6167527,Erythroid early
HBD,3,-0.8879169,Erythroid early
HBD,4,-0.9798443,Erythroid early
HBD,5,-0.983231,Erythroid early
HBD,6,-1.129709,Erythroid early
HBD,7,-1.0205349,Erythroid early
HBD,8,-1.5825932,Erythroid early
HBD,9,-0.8855891,Erythroid early
HBD,10,-1.1753671,Erythroid early
HBD,11,-1.0704069,Erythroid early
HBD,12,-0.6622576,Erythroid early
HBD,13,-0.7311766,Erythroid early
HBD,14,-0.7765789,Erythroid early
HBD,15,-0.55574787,Erythroid early
HBD,16,-0.74069244,Erythroid early
HBD,17,-0.710073,Erythroid early
HBD,18,-0.49445382,Erythroid early
HBD,19,-0.73518384,Erythroid early
HBD,20,-0.3104712,Erythroid early
HBD,21,-0.4247744,Erythroid early
HBD,22,0.62718296,Erythroid early
HBD,23,-0.14941812,Erythroid early
HBD,24,0.009994717,Erythroid early
HBD,25,0.19290401,Erythroid early
HBD,26,0.20559889,Erythroid early
HBD,27,0.6231499,Erythroid early
HBD,28,1.135516,Erythroid early
HBD,29,1.3374794,Erythroid early
HBD,30,1.8911567,Erythroid early
HBD,31,1.0354388,Erythroid early
HBD,32,0.956594,Erythroid early
HBD,33,1.5633603,Erythroid early
HBD,34,1.1279119,Erythroid early
HBD,35,1.2379506,Erythroid early
HBD,36,1.743582,Erythroid early
HBD,37,1.1083909,Erythroid early
HBD,38,1.3446971,Erythroid early
HBD,39,1.7609873,Erythroid early
GATA1,0,-1.2690328,Erythroid early
GATA1,1,-2.4612002,Erythroid early
GATA1,2,-0.7241949,Erythroid early
GATA1,3,-1.982574,Erythroid early
GATA1,4,-1.0438482,Erythroid early
GATA1,5,-1.9232634,Erythroid early
GATA1,6,-1.4305698,Erythroid early
GATA1,7,-1.2786016,Erythroid early
GATA1,8,0.05447806,Erythroid early
GATA1,9,0.22968611,Erythroid early
GATA1,10,0.42882794,Erythroid early
GATA1,11,0.02660489,Erythroid early
GATA1,12,0.4274677,Erythroid early
GATA1,13,-0.80013657,Erythroid early
GATA1,14,0.8845532,Erythroid early
GATA1,15,-0.59960896,Erythroid early
GATA1,16,0.37163052,Erythroid early
GATA1,17,-0.78228134,Erythroid early
GATA1,18,0.36032274,Erythroid early
GATA1,19,0.5987239,Erythroid early
GATA1,20,0.14045246,Erythroid early
GATA1,21,1.266172,Erythroid early
GATA1,22,0.52367294,Erythroid early
GATA1,23,0.64440006,Erythroid early
GATA1,24,0.56395465,Erythroid early
GATA1,25,-0.66746527,Erythroid early
GATA1,26,0.95180374,Erythroid early
GATA1,27,0.4811941,Erythroid early
GATA1,28,-1.3215176,Erythroid early
GATA1,29,0.1897978,Erythroid early
GATA1,30,-0.65029526,Erythroid early
GATA1,31,1.2835863,Erythroid early
GATA1,32,0.114633285,Erythroid early
GATA1,33,1.1806877,Erythroid early
GATA1,34,1.0965452,Erythroid early
GATA1,35,0.8742457,Erythroid early
GATA1,36,1.1368895,Erythroid early
GATA1,37,1.1452667,Erythroid early
GATA1,38,0.9926282,Erythroid early
GATA1,39,0.96632135,Erythroid early
ANK1,0,-1.7620614,Erythroid early
ANK1,1,-0.99534655,Erythroid early
ANK1,2,-0.8946771,Erythroid early
ANK1,3,1.151853,Erythroid early
ANK1,4,-0.59804815,Erythroid early
ANK1,5,0.10083626,Erythroid early
ANK1,6,0.1557933,Erythroid early
ANK1,7,-1.0948871,Erythroid early
ANK1,8,-1.1943836,Erythroid early
ANK1,9,-0.5021897,Erythroid early
ANK1,10,-0.9748158,Erythroid early
ANK1,11,-0.9695069,Erythroid early
ANK1,12,0.28114566,Erythroid early
ANK1,13,-1.5195659,Erythroid early
ANK1,14,-1.0948917,Erythroid early
ANK1,15,-0.35637626,Erythroid early
ANK1,16,0.3415505,Erythroid early
ANK1,17,0.4286207,Erythroid early
ANK1,18,-0.9903996,Erythroid early
ANK1,19,0.8093256,Erythroid early
ANK1,20,0.9432974,Erythroid early
ANK1,21,-0.09994885,Erythroid early
ANK1,22,-1.3442488,Erythroid early
ANK1,23,1.4176528,Erythroid early
ANK1,24,0.39243028,Erythroid early
ANK1,25,-0.6482801,Erythroid early
ANK1,26,-0.69960964,Erythroid early
ANK1,27,0.18510577,Erythroid early
ANK1,28,-0.6202684,Erythroid early
ANK1,29,-0.4961385,Erythroid early
ANK1,30,0.23622157,Erythroid early
ANK1,31,2.702107,Erythroid early
ANK1,32,0.33555892,Erythroid early
ANK1,33,0.24692713,Erythroid early
ANK1,34,1.0525448,Erythroid early
ANK1,35,1.3777732,Erythroid early
ANK1,36,1.4301752,Erythroid early
ANK1,37,1.1522723,Erythroid early
ANK1,38,0.6234643,Erythroid early
ANK1,39,1.4909949,Erythroid early
AHSP,0,-3.358088,Erythroid early
AHSP,1,-2.305389,Erythroid early
AHSP,2,-2.158389,Erythroid early
AHSP,3,-1.7516141,Erythroid early
AHSP,4,-1.2873381,Erythroid early
AHSP,5,-0.84728587,Erythroid early
AHSP,6,-0.8402135,Erythroid early
AHSP,7,-0.7283812,Erythroid early
AHSP,8,-0.59352815,Erythroid early
AHSP,9,-0.41053107,Erythroid early
AHSP,10,-0.3277042,Erythroid early
AHSP,11,-0.21284175,Erythroid early
AHSP,12,-0.19896649,Erythroid early
AHSP,13,0.015669571,Erythroid early
AHSP,14,-0.053763475,Erythroid early
AHSP,15,0.016228672,Erythroid early
AHSP,16,0.012384116,Erythroid early
AHSP,17,0.17798907,Erythroid early
AHSP,18,0.28905842,Erythroid early
AHSP,19,0.22574139,Erythroid early
AHSP,20,0.27255934,Erythroid early
AHSP,21,0.5075318,Erythroid early
AHSP,22,0.5464968,Erythroid early
AHSP,23,0.49561733,Erythroid early
AHSP,24,0.4558638,Erythroid early
AHSP,25,0.4973677,Erythroid early
AHSP,26,0.5577811,Erythroid early
AHSP,27,0.54510856,Erythroid early
AHSP,28,0.8264172,Erythroid early
AHSP,29,0.95520115,Erythroid early
AHSP,30,0.9474013,Erythroid early
AHSP,31,0.82004625,Erythroid early
AHSP,32,0.91512156,Erythroid early
AHSP,33,1.0910456,Erythroid early
AHSP,34,0.7272414,Erythroid early
AHSP,35,0.8131974,Erythroid early
AHSP,36,0.97506726,Erythroid early
AHSP,37,0.73745596,Erythroid early
AHSP,38,0.7636439,Erythroid early
AHSP,39,0.8867798,Erythroid early
CA1,0,-2.2528226,Erythroid early
CA1,1,-1.6044158,Erythroid early
CA1,2,-1.91956,Erythroid early
CA1,3,-1.1293955,Erythroid early
CA1,4,-1.5979177,Erythroid early
CA1,5,-1.5965159,Erythroid early
CA1,6,-0.8173368,Erythroid early
CA1,7,-0.9809898,Erythroid early
CA1,8,-0.8883076,Erythroid early
CA1,9,-1.5394354,Erythroid early
CA1,10,-0.09380249,Erythroid early
CA1,11,-0.47342733,Erythroid early
CA1,12,-1.0754396,Erythroid early
CA1,13,-0.27198288,Erythroid early
CA1,14,-0.093110934,Erythroid early
CA1,15,0.31080183,Erythroid early
CA1,16,-0.057554692,Erythroid early
CA1,17,0.19198494,Erythroid early
CA1,18,-0.10796154,Erythroid early
CA1,19,0.01961762,Erythroid early
CA1,20,0.525314,Erythroid early
CA1,21,0.029154679,Erythroid early
CA1,22,0.4745516,Erythroid early
CA1,23,0.55754066,Erythroid early
CA1,24,1.0496024,Erythroid early
CA1,25,0.6826333,Erythroid early
CA1,26,0.61750406,Erythroid early
CA1,27,0.258652,Erythroid early
CA1,28,0.40464026,Erythroid early
CA1,29,0.2715713,Erythroid early
CA1,30,0.8956357,Erythroid early
CA1,31,1.2085512,Erythroid early
CA1,32,0.64410734,Erythroid early
CA1,33,1.3656324,Erythroid early
CA1,34,1.1535901,Erythroid early
CA1,35,0.92062896,Erythroid early
CA1,36,1.290236,Erythroid early
CA1,37,1.1655332,Erythroid early
CA1,38,1.364815,Erythroid early
CA1,39,1.0976716,Erythroid early
GYPA,0,-1.7494566,Erythroid early
GYPA,1,-1.7284585,Erythroid early
GYPA,2,-1.7368355,Erythroid early
GYPA,3,-1.5529623,Erythroid early
GYPA,4,-1.631296,Erythroid early
GYPA,5,-1.4567655,Erythroid early
GYPA,6,-1.3144995,Erythroid early
GYPA,7,-1.2020283,Erythroid early
GYPA,8,-0.9049374,Erythroid early
GYPA,9,-1.051385,Erythroid early
GYPA,10,-0.86052716,Erythroid early
GYPA,11,-0.5754543,Erythroid early
GYPA,12,-0.43541482,Erythroid early
GYPA,13,-0.44493622,Erythroid early
GYPA,14,-0.3447572,Erythroid early
GYPA,15,-0.15565063,Erythroid early
GYPA,16,-0.17545861,Erythroid early
GYPA,17,-0.14030023,Erythroid early
GYPA,18,0.13725929,Erythroid early
GYPA,19,0.35772833,Erythroid early
GYPA,20,0.3346113,Erythroid early
GYPA,21,0.1982596,Erythroid early
GYPA,22,0.5054314,Erythroid early
GYPA,23,0.3987922,Erythroid early
GYPA,24,0.44881174,Erythroid early
GYPA,25,0.45062965,Erythroid early
GYPA,26,0.62976354,Erythroid early
GYPA,27,0.7363491,Erythroid early
GYPA,28,0.97603077,Erythroid early
GYPA,29,0.89562845,Erythroid early
GYPA,30,1.2373738,Erythroid early
GYPA,31,0.97649235,Erythroid early
GYPA,32,1.0168658,Erythroid early
GYPA,33,1.4142562,Erythroid early
GYPA,34,1.0103849,Erythroid early
GYPA,35,1.0221379,Erythroid early
GYPA,36,1.2763224,Erythroid early
GYPA,37,1.0210781,Erythroid early
GYPA,38,1.1699408,Erythroid early
GYPA,39,1.246973,Erythroid early
TMEM56,0,-2.2539916,Erythroid early
TMEM56,1,-1.8029324,Erythroid early
TMEM56,2,-2.0364947,Erythroid early
TMEM56,3,-1.5451845,Erythroid early
TMEM56,4,-1.6322732,Erythroid early
TMEM56,5,-1.471778,Erythroid early
TMEM56,6,-0.9284718,Erythroid early
TMEM56,7,-0.4200074,Erythroid early
TMEM56,8,-0.5004224,Erythroid early
TMEM56,9,-0.68999517,Erythroid early
TMEM56,10,-0.5633467,Erythroid early
TMEM56,11,-0.75808454,Erythroid early
TMEM56,12,-0.10321444,Erythroid early
TMEM56,13,-0.619382,Erythroid early
TMEM56,14,-0.41985956,Erythroid early
TMEM56,15,-0.28747955,Erythroid early
TMEM56,16,0.27847323,Erythroid early
TMEM56,17,0.02046517,Erythroid early
TMEM56,18,-0.30584073,Erythroid early
TMEM56,19,0.561089,Erythroid early
TMEM56,20,0.29401898,Erythroid early
TMEM56,21,-0.23396467,Erythroid early
TMEM56,22,0.55398434,Erythroid early
TMEM56,23,0.56214017,Erythroid early
TMEM56,24,0.7465404,Erythroid early
TMEM56,25,0.6425627,Erythroid early
TMEM56,26,0.5410628,Erythroid early
TMEM56,27,0.9896529,Erythroid early
TMEM56,28,0.29240984,Erythroid early
TMEM56,29,0.35160145,Erythroid early
TMEM56,30,0.47590375,Erythroid early
TMEM56,31,0.4821505,Erythroid early
TMEM56,32,0.9751342,Erythroid early
TMEM56,33,1.7153584,Erythroid early
TMEM56,34,0.62452215,Erythroid early
TMEM56,35,1.4035503,Erythroid early
TMEM56,36,1.0769577,Erythroid early
TMEM56,37,1.0430094,Erythroid early
TMEM56,38,1.5121701,Erythroid early
TMEM56,39,1.4299664,Erythroid early
HBB,0,-3.5136225,Erythroid early
HBB,1,-2.4411616,Erythroid early
HBB,2,-2.0238655,Erythroid early
HBB,3,-1.2734256,Erythroid early
HBB,4,-0.98408407,Erythroid early
HBB,5,-1.0113419,Erythroid early
HBB,6,-0.9350678,Erythroid early
HBB,7,-0.7932041,Erythroid early
HBB,8,-0.55576897,Erythroid early
HBB,9,-0.49323437,Erythroid early
HBB,10,-0.38800758,Erythroid early
HBB,11,-0.25781485,Erythroid early
HBB,12,-0.2863872,Erythroid early
HBB,13,-0.103497185,Erythroid early
HBB,14,0.011258771,Erythroid early
HBB,15,0.06451836,Erythroid early
HBB,16,-0.011579175,Erythroid early
HBB,17,0.09580505,Erythroid early
HBB,18,0.24593736,Erythroid early
HBB,19,0.21697643,Erythroid early
HBB,20,0.2690344,Erythroid early
HBB,21,0.41411924,Erythroid early
HBB,22,0.5222836,Erythroid early
HBB,23,0.42861196,Erythroid early
HBB,24,0.45079,Erythroid early
HBB,25,0.52138865,Erythroid early
HBB,26,0.48143536,Erythroid early
HBB,27,0.60038304,Erythroid early
HBB,28,0.7811878,Erythroid early
HBB,29,0.8889336,Erythroid early
HBB,30,0.96209157,Erythroid early
HBB,31,0.84303546,Erythroid early
HBB,32,0.8662615,Erythroid early
HBB,33,1.1000378,Erythroid early
HBB,34,0.7923778,Erythroid early
HBB,35,0.8194664,Erythroid early
HBB,36,1.0377156,Erythroid early
HBB,37,0.8441669,Erythroid early
HBB,38,0.8962244,Erythroid early
HBB,39,0.91798335,Erythroid early
SMIM1,0,-1.7894102,Erythroid early
SMIM1,1,-1.870503,Erythroid early
SMIM1,2,-1.1609714,Erythroid early
SMIM1,3,-1.6865245,Erythroid early
SMIM1,4,-0.9933269,Erythroid early
SMIM1,5,-1.1258764,Erythroid early
SMIM1,6,-1.5124433,Erythroid early
SMIM1,7,-1.496463,Erythroid early
SMIM1,8,-1.11502,Erythroid early
SMIM1,9,-0.32810307,Erythroid early
SMIM1,10,-0.81627077,Erythroid early
SMIM1,11,-0.32425892,Erythroid early
SMIM1,12,-0.65769094,Erythroid early
SMIM1,13,-0.4538685,Erythroid early
SMIM1,14,-0.2837706,Erythroid early
SMIM1,15,-0.44831023,Erythroid early
SMIM1,16,-0.63435405,Erythroid early
SMIM1,17,-0.3841776,Erythroid early
SMIM1,18,-0.2015047,Erythroid early
SMIM1,19,-0.5205757,Erythroid early
SMIM1,20,0.5874341,Erythroid early
SMIM1,21,0.49338117,Erythroid early
SMIM1,22,0.5428167,Erythroid early
SMIM1,23,0.6706166,Erythroid early
SMIM1,24,0.6851822,Erythroid early
SMIM1,25,0.76505226,Erythroid early
SMIM1,26,0.7403817,Erythroid early
SMIM1,27,0.70489025,Erythroid early
SMIM1,28,0.85403305,Erythroid early
SMIM1,29,0.90718627,Erythroid early
SMIM1,30,1.6890032,Erythroid early
SMIM1,31,0.6776103,Erythroid early
SMIM1,32,0.99430734,Erythroid early
SMIM1,33,1.7856133,Erythroid early
SMIM1,34,0.94790614,Erythroid early
SMIM1,35,0.94620436,Erythroid early
SMIM1,36,1.1920438,Erythroid early
SMIM1,37,0.34819546,Erythroid early
SMIM1,38,1.0098171,Erythroid early
SMIM1,39,1.2617565,Erythroid early
HBA1,0,-2.4404263,Erythroid early
HBA1,1,-2.1683798,Erythroid early
HBA1,2,-2.0694942,Erythroid early
HBA1,3,-1.7569957,Erythroid early
HBA1,4,-1.4252979,Erythroid early
HBA1,5,-1.3201817,Erythroid early
HBA1,6,-1.1790035,Erythroid early
HBA1,7,-1.0820819,Erythroid early
HBA1,8,-0.72503066,Erythroid early
HBA1,9,-0.7390414,Erythroid early
HBA1,10,-0.51170254,Erythroid early
HBA1,11,-0.45570695,Erythroid early
HBA1,12,-0.404192,Erythroid early
HBA1,13,-0.18541981,Erythroid early
HBA1,14,-0.02455531,Erythroid early
HBA1,15,-0.028494945,Erythroid early
HBA1,16,-0.114594676,Erythroid early
HBA1,17,0.026417963,Erythroid early
HBA1,18,0.31529754,Erythroid early
HBA1,19,0.30769524,Erythroid early
HBA1,20,0.37938213,Erythroid early
HBA1,21,0.43963152,Erythroid early
HBA1,22,0.62193894,Erythroid early
HBA1,23,0.5443392,Erythroid early
HBA1,24,0.5992389,Erythroid early
HBA1,25,0.63826555,Erythroid early
HBA1,26,0.5813641,Erythroid early
HBA1,27,0.67706525,Erythroid early
HBA1,28,0.92124397,Erythroid early
HBA1,29,0.95535845,Erythroid early
HBA1,30,1.0568488,Erythroid early
HBA1,31,0.9014957,Erythroid early
HBA1,32,0.9538084,Erythroid early
HBA1,33,1.1399556,Erythroid early
HBA1,34,0.82780397,Erythroid early
HBA1,35,0.9472498,Erythroid early
HBA1,36,1.0378915,Erythroid early
HBA1,37,0.8718616,Erythroid early
HBA1,38,0.88768333,Erythroid early
HBA1,39,0.9987559,Erythroid early
KLF1,0,-3.1651452,Erythroid early
KLF1,1,-1.7954255,Erythroid early
KLF1,2,-1.7964249,Erythroid early
KLF1,3,-1.3343364,Erythroid early
KLF1,4,-1.4757696,Erythroid early
KLF1,5,-1.1540664,Erythroid early
KLF1,6,-0.77066344,Erythroid early
KLF1,7,-0.3047691,Erythroid early
KLF1,8,-0.66447234,Erythroid early
KLF1,9,-0.3633341,Erythroid early
KLF1,10,-0.004907865,Erythroid early
KLF1,11,-0.3001049,Erythroid early
KLF1,12,0.539153,Erythroid early
KLF1,13,-0.652001,Erythroid early
KLF1,14,-0.021189718,Erythroid early
KLF1,15,-0.34650856,Erythroid early
KLF1,16,0.39691943,Erythroid early
KLF1,17,-0.807357,Erythroid early
KLF1,18,0.10919369,Erythroid early
KLF1,19,0.8080035,Erythroid early
KLF1,20,0.18125282,Erythroid early
KLF1,21,0.63295317,Erythroid early
KLF1,22,-0.58154947,Erythroid early
KLF1,23,0.5196812,Erythroid early
KLF1,24,1.4035373,Erythroid early
KLF1,25,0.6212263,Erythroid early
KLF1,26,1.1299797,Erythroid early
KLF1,27,0.40119904,Erythroid early
KLF1,28,0.38968825,Erythroid early
KLF1,29,0.27916765,Erythroid early
KLF1,30,-0.25862494,Erythroid early
KLF1,31,0.90055895,Erythroid early
KLF1,32,0.7327474,Erythroid early
KLF1,33,0.837227,Erythroid early
KLF1,34,1.1306121,Erythroid early
KLF1,35,1.6583247,Erythroid early
KLF1,36,0.23651989,Erythroid early
KLF1,37,0.7730073,Erythroid early
KLF1,38,0.5683442,Erythroid early
KLF1,39,1.5473403,Erythroid early
HMBS,0,-1.9028567,Erythroid early
HMBS,1,-1.5408118,Erythroid early
HMBS,2,-1.490596,Erythroid early
HMBS,3,-1.3716366,Erythroid early
HMBS,4,-1.3172249,Erythroid early
HMBS,5,-1.3779813,Erythroid early
HMBS,6,-1.2700933,Erythroid early
HMBS,7,-1.2634609,Erythroid early
HMBS,8,-0.9368054,Erythroid early
HMBS,9,-1.0120896,Erythroid early
HMBS,10,-0.6224234,Erythroid early
HMBS,11,-1.0575321,Erythroid early
HMBS,12,-0.46121016,Erythroid early
HMBS,13,-0.67320114,Erythroid early
HMBS,14,-0.3985098,Erythroid early
HMBS,15,-0.3137564,Erythroid early
HMBS,16,-0.068074144,Erythroid early
HMBS,17,0.0083965715,Erythroid early
HMBS,18,-0.16496184,Erythroid early
