cell_type,library,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
Pre-B large,Reactome,Translesion Synthesis by Y Family DNA Polymerases Bypasses Lesions on DNA Template,0.7769501112953653,1.2584577731530313,0.008,0.04989552575011641,0.999,26/36,16.91%,PCLAF;PCNA;UBB;MAD2L2;RPA3;POLE3;RFC5;RPA1;RFC2;VCP;RFC4;POLD2;RFC3;RFC1;RPA2;UBE2L6;POLD1;POLD3;USP10;POLE4;POLE;REV1;POLE2;SPRTN;ISG15;RCHY1
Pre-B small,GO_BP,Aerobic Respiration (GO:0009060),-0.8075192604280094,-1.6717414013034404,0.0,0.016569357871596246,0.013,37/58,8.60%,NDUFS5;UQCRB;NDUFB2;CHCHD10;NDUFB11;NDUFA6;NDUFB1;NDUFA12;NDUFA3;NDUFB9;NDUFV2;NDUFC1;NDUFB6;ATP5F1D;NDUFAB1;NDUFA13;NDUFV1;UQCRC1;NDUFS8;NDUFS6;NDUFS7;MDH2;NDUFV3;NDUFA2;NDUFA9;BLOC1S1;SURF1;NDUFB3;NDUFB5;NDUFA8;SDHC;NDUFB7;NDUFA1;NDUFB8;SDHB;OXA1L;UQCRH
Pre-B small,KEGG,Systemic lupus erythematosus,0.8154005947565774,1.8120091346267988,0.0,0.0050038040615672736,0.012,12/43,3.08%,HLA-DRA;HLA-DPB1;HLA-DMA;HLA-DPA1;HLA-DQB1;HLA-DRB1;HLA-DMB;HLA-DRB5;HLA-DQA1;HLA-DQA2;SNRPD3;HLA-DOA
Pre-B small,KEGG,Autoimmune thyroid disease,0.8385888721198173,1.7760541334444397,0.0,0.005281793176098789,0.019,14/35,3.08%,HLA-DRA;HLA-DPB1;HLA-DMA;HLA-DPA1;HLA-DQB1;HLA-DRB1;HLA-DMB;HLA-B;HLA-E;HLA-DRB5;HLA-A;HLA-DQA1;HLA-DQA2;HLA-DOA
Pre-B small,KEGG,Graft-versus-host disease,0.8100850066266919,1.7224491537433253,0.0038022813688212928,0.008816226203713768,0.065,14/38,3.08%,HLA-DRA;HLA-DPB1;HLA-DMA;HLA-DPA1;HLA-DQB1;HLA-DRB1;HLA-DMB;HLA-B;HLA-E;HLA-DRB5;HLA-A;HLA-DQA1;HLA-DQA2;HLA-DOA
Pre-B small,KEGG,Type I diabetes mellitus,0.8089972861018495,1.7137677428275846,0.0,0.009069394861590684,0.077,14/38,3.08%,HLA-DRA;HLA-DPB1;HLA-DMA;HLA-DPA1;HLA-DQB1;HLA-DRB1;HLA-DMB;HLA-B;HLA-E;HLA-DRB5;HLA-A;HLA-DQA1;HLA-DQA2;HLA-DOA
Pre-B small,KEGG,Allograft rejection,0.834847426815613,1.742195782894629,0.0,0.009590624451337276,0.041,14/34,3.08%,HLA-DRA;HLA-DPB1;HLA-DMA;HLA-DPA1;HLA-DQB1;HLA-DRB1;HLA-DMB;HLA-B;HLA-E;HLA-DRB5;HLA-A;HLA-DQA1;HLA-DQA2;HLA-DOA
Pre-B small,KEGG,Asthma,0.8783135785710099,1.724490869792818,0.0,0.00986861356586879,0.062,11/25,3.08%,HLA-DRA;HLA-DPB1;HLA-DMA;HLA-DPA1;HLA-DQB1;HLA-DRB1;HLA-DMB;HLA-DRB5;HLA-DQA1;HLA-DQA2;HLA-DOA
Pre-B small,KEGG,Intestinal immune network for IgA production,0.8194428592737935,1.814966048839175,0.0,0.010007608123134547,0.012,13/45,3.18%,HLA-DRA;HLA-DPB1;HLA-DMA;CXCR4;HLA-DPA1;HLA-DQB1;HLA-DRB1;HLA-DMB;HLA-DRB5;HLA-DQA1;HLA-DQA2;HLA-DOA;ICOSLG
Pre-B small,KEGG,Staphylococcus aureus infection,0.7490771420448239,1.7290687576147337,0.0041841004184100415,0.010507988529291273,0.055,12/53,3.08%,HLA-DRA;HLA-DPB1;HLA-DMA;HLA-DPA1;HLA-DQB1;HLA-DRB1;HLA-DMB;HLA-DRB5;KRT10;HLA-DQA1;HLA-DQA2;HLA-DOA
