resource,source,target,ligand_complex,receptor_complex,donor_significant,significant_full
consensus,Pre-B large,CD8 T cytotoxic,B2M,KLRD1,1,False
consensus,Pre-B large,CD4 T memory,HMGB1,CXCR4,1,False
consensus,Pre-B large,B naive,HMGB1,CXCR4,1,True
consensus,Platelet,Pre-B large,TGFB1,CXCR4,1,False
consensus,Platelet,Pre-B large,APP,CD74,1,False
consensus,Platelet,Platelet,CCL5,SDC4,1,False
consensus,Platelet,Plasmacytoid DC,TIMP1,CD63,1,False
consensus,Platelet,NK,HLA-E,KLRC1_KLRD1,1,False
consensus,Platelet,NK,B2M,KLRC2,1,False
consensus,Platelet,Monocyte non-classical,PF4,LDLR,1,False
consensus,Platelet,Monocyte non-classical,HLA-C,LILRA1,1,False
consensus,CD8 T memory,Monocyte non-classical,HLA-A,LILRB1,1,False
consensus,CD8 T memory,Monocyte non-classical,HLA-A,LILRA1,1,False
consensus,CD8 T memory,Granulocyte precursor,HLA-A,APLP2,1,False
consensus,Pre-B large,NK,CLEC2D,KLRB1,1,False
consensus,Pre-B large,Monocyte non-classical,HLA-DRA,CD4,1,False
consensus,Pre-B large,Dendritic cell,HMGB1,HAVCR2,1,False
consensus,Pre-B large,Dendritic cell,B2M,CD1C,1,False
consensus,Granulocyte precursor,Pre-B large,MIF,CD74_CXCR4,1,False
consensus,Granulocyte precursor,Platelet,RETN,CAP1,1,False
consensus,Granulocyte precursor,Plasmacytoid DC,LGALS1,ITGB1,1,False
consensus,Granulocyte precursor,NK,LGALS1,ITGB1,1,False
consensus,Granulocyte precursor,NK,B2M,KLRC1,1,False
consensus,Granulocyte precursor,Monocyte non-classical,S100A8,CD36,1,False
consensus,Granulocyte precursor,Monocyte classical,VIM,CD44,1,False
consensus,Granulocyte precursor,HSPC,LGALS1,CD69,1,False
consensus,Granulocyte precursor,HSPC,AGTRAP,RACK1,1,False
consensus,Pre-B large,CD8 T cytotoxic,HMGB1,CXCR4,1,False
consensus,Pre-B large,CD8 T cytotoxic,HLA-B,CD8B,1,False
consensus,Pre-B large,CD8 T cytotoxic,HLA-B,CD8A,1,False
consensus,Pre-B small,CD8 T cytotoxic,HLA-E,CD8A,1,False
consensus,Granulocyte precursor,B naive,MIF,CD74_CXCR4,1,False
consensus,Erythroid late,Monocyte classical,RPS19,C5AR1,1,False
consensus,Erythroid early,Pre-B large,TNXB,SDC1,1,False
consensus,Erythroid early,Platelet,RLN2,RAMP3,1,False
consensus,Erythroid early,Dendritic cell,COPA,CD74,1,False
consensus,Erythroid early,CD8 T memory,HMGB1,CXCR4,1,False
consensus,Dendritic cell,T proliferating,LGALS1,ITGB1,1,False
consensus,CD8 T cytotoxic,Monocyte non-classical,HLA-A,LILRB1,1,False
consensus,Pre-B small,CD8 T cytotoxic,HLA-A,CD8B,1,False
consensus,Pre-B small,CD8 T cytotoxic,B2M,KLRC2,1,False
consensus,Pre-B large,T proliferating,HMGB1,CXCR4,1,False
consensus,Pre-B large,T proliferating,HLA-B,CD8A,1,False
consensus,Pre-B large,Plasmacytoid DC,HMGB1,CXCR4,1,False
consensus,CD8 T cytotoxic,Monocyte non-classical,HLA-A,LILRA1,1,False
consensus,CD8 T cytotoxic,CD8 T memory,HLA-E,CD8A,1,False
consensus,CD8 T cytotoxic,CD8 T memory,B2M,KLRD1,1,False
consensus,Granulocyte precursor,Erythroid late,LGALS1,ITGB1,1,False
consensus,Granulocyte precursor,CD8 T cytotoxic,LGALS1,CD69,1,False
consensus,Granulocyte precursor,CD8 T cytotoxic,HLA-B,CD8A,1,False
consensus,Granulocyte precursor,CD8 T cytotoxic,B2M,KLRD1,1,False
consensus,Granulocyte precursor,CD4 T naive,S100A8,ITGB2,1,False
consensus,B naive,Plasmacytoid DC,HLA-DPA1,CD4,1,False
consensus,B naive,NK,CLEC2D,KLRB1,1,False
consensus,B naive,NK,B2M,KLRC2,1,False
consensus,B naive,Monocyte non-classical,HLA-DRB1,CD4,1,False
consensus,Pre-B small,Monocyte non-classical,HLA-A,LILRA1,1,False
consensus,Pre-B small,Monocyte classical,RPS19,C5AR1,1,False
consensus,Pre-B small,CD8 T memory,HLA-C,CD8B,1,False
consensus,Pre-B small,CD8 T memory,HLA-C,CD8A,1,False
consensus,Pre-B small,T proliferating,HLA-DRA,LAG3,1,False
consensus,B naive,CD8 T cytotoxic,HLA-A,CD8B,1,False
consensus,T proliferating,CD4 T memory,HLA-B,CD3D,1,False
consensus,T activated,T proliferating,HLA-B,CD8A,1,False
consensus,T activated,T proliferating,HLA-A,CD8A,1,False
consensus,T activated,T proliferating,B2M,KLRC1,1,False
consensus,B naive,CD8 T cytotoxic,HLA-B,CD3D,1,False
consensus,B naive,CD8 T cytotoxic,HLA-B,CD8A,1,False
consensus,Pre-B small,T proliferating,HLA-B,CD3D,1,False
consensus,Pre-B small,T proliferating,HLA-A,CD8B,1,False
consensus,Pre-B small,NK,B2M,KLRC2,1,False
consensus,T proliferating,T proliferating,B2M,KLRC1,1,False
consensus,T proliferating,NK,CLEC2D,KLRB1,1,False
consensus,T proliferating,Monocyte non-classical,RPS19,C5AR1,1,False
consensus,CD8 T cytotoxic,T proliferating,B2M,KLRD1,1,False
consensus,CD8 T cytotoxic,T proliferating,B2M,KLRC1,1,False
consensus,Monocyte non-classical,B naive,CXCL12,CXCR4,1,False
consensus,Monocyte classical,Plasmacytoid DC,TNFSF13B,HLA-DPB1,1,False
consensus,Monocyte classical,Plasmacytoid DC,LGALS1,ITGB1,1,False
consensus,Dendritic cell,Monocyte non-classical,HLA-B,LILRA1,1,False
consensus,Monocyte classical,T proliferating,LGALS1,ITGB1,1,False
consensus,Monocyte classical,T proliferating,B2M,KLRC1,1,False
consensus,Monocyte classical,T activated,LGALS1,PTPRC,1,False
consensus,Monocyte classical,Pre-B small,CXCL8,CD79A,1,False
consensus,Monocyte classical,Pre-B large,CXCL8,CD79A,1,False
consensus,Monocyte classical,Platelet,S100A8,CD69,1,False
consensus,T activated,NK,B2M,KLRC2,1,False
consensus,T activated,Monocyte non-classical,RPS19,C5AR1,1,False
consensus,T activated,Monocyte non-classical,HLA-B,LILRB2,1,True
consensus,T activated,Monocyte classical,RPS19,C5AR1,1,False
consensus,T activated,CD8 T memory,HLA-A,CD8A,1,False
consensus,T activated,CD8 T cytotoxic,HLA-B,CD3D,1,False
consensus,Pre-B large,T activated,HMGB1,CXCR4,0,True
consensus,Erythroid early,Monocyte classical,ERFE,LRP1,0,True
consensus,Platelet,T proliferating,PF4,CXCR3,0,True
cellphonedb,B naive,Monocyte non-classical,RPS19,C5AR1,8,True
cellphonedb,Granulocyte precursor,Dendritic cell,TNFSF13B,HLA-DPB1,8,True
cellphonedb,Plasmacytoid DC,B naive,APP,CD74,8,True
cellphonedb,Plasmacytoid DC,Pre-B small,APP,CD74,8,True
cellphonedb,Plasmacytoid DC,Plasmacytoid DC,APP,CD74,8,True
cellphonedb,Plasmacytoid DC,Dendritic cell,APP,CD74,8,True
cellphonedb,Monocyte classical,Dendritic cell,TNFSF13B,HLA-DPB1,8,True
cellphonedb,Plasmacytoid DC,Monocyte non-classical,APP,CD74,8,True
cellphonedb,CD4 T memory,Monocyte non-classical,RPS19,C5AR1,7,False
cellphonedb,Dendritic cell,Dendritic cell,TNFSF13B,HLA-DPB1,7,True
cellphonedb,Monocyte non-classical,Dendritic cell,TNFSF13B,HLA-DPB1,7,True
cellphonedb,CD4 T naive,Monocyte non-classical,RPS19,C5AR1,7,True
cellphonedb,HSPC,Monocyte non-classical,RPS19,C5AR1,6,False
cellphonedb,CD4 T memory,Monocyte classical,RPS19,C5AR1,6,False
cellphonedb,Plasmacytoid DC,HSPC,APP,CD74,6,True
cellphonedb,Pre-B small,Monocyte non-classical,RPS19,C5AR1,6,False
cellphonedb,Plasmacytoid DC,Pre-B large,APP,CD74,6,True
cellphonedb,Monocyte non-classical,Monocyte non-classical,RPS19,C5AR1,6,False
cellphonedb,Granulocyte precursor,Monocyte non-classical,RPS19,C5AR1,6,False
cellphonedb,Erythroid late,Monocyte non-classical,RPS19,C5AR1,6,False
cellphonedb,HSPC,Monocyte classical,RPS19,C5AR1,6,False
cellphonedb,CD8 T cytotoxic,Monocyte non-classical,RPS19,C5AR1,6,False
cellphonedb,CD8 T memory,Monocyte non-classical,RPS19,C5AR1,6,False
cellphonedb,CD4 T naive,Monocyte classical,RPS19,C5AR1,6,False
cellphonedb,B naive,Monocyte classical,RPS19,C5AR1,6,False
cellphonedb,Granulocyte precursor,B naive,MIF,CD74,5,False
cellphonedb,HSPC,Plasmacytoid DC,MIF,CD74,5,False
cellphonedb,Monocyte classical,B naive,TNFSF13B,HLA-DPB1,5,True
cellphonedb,Granulocyte precursor,Monocyte classical,RPS19,C5AR1,5,False
cellphonedb,Plasmacytoid DC,Monocyte non-classical,RPS19,C5AR1,5,False
cellphonedb,Dendritic cell,Monocyte non-classical,RPS19,C5AR1,5,False
cellphonedb,HSPC,Dendritic cell,MIF,CD74,5,False
cellphonedb,Platelet,Plasmacytoid DC,PF4,CXCR3,4,True
cellphonedb,Monocyte non-classical,Monocyte classical,RPS19,C5AR1,4,False
cellphonedb,Plasmacytoid DC,Monocyte classical,APP,CD74,4,False
cellphonedb,NK,Monocyte non-classical,RPS19,C5AR1,4,False
cellphonedb,HSPC,B naive,MIF,CD74,4,False
cellphonedb,Erythroid early,Monocyte non-classical,RPS19,C5AR1,4,False
cellphonedb,Granulocyte precursor,Dendritic cell,MIF,CD74,4,False
cellphonedb,Plasmacytoid DC,Dendritic cell,COPA,CD74,3,False
cellphonedb,Plasmacytoid DC,Granulocyte precursor,APP,CD74,3,False
cellphonedb,HSPC,Dendritic cell,TNFSF13B,HLA-DPB1,3,False
cellphonedb,HSPC,B naive,APP,CD74,3,False
cellphonedb,Granulocyte precursor,Plasmacytoid DC,MIF,CD74,3,False
cellphonedb,HSPC,Dendritic cell,APP,CD74,3,False
cellphonedb,B naive,Monocyte non-classical,CD52,SIGLEC10,3,False
cellphonedb,CD8 T cytotoxic,Monocyte classical,RPS19,C5AR1,3,False
cellphonedb,CD8 T memory,Monocyte classical,RPS19,C5AR1,3,False
cellphonedb,Granulocyte precursor,B naive,TNFSF13B,HLA-DPB1,2,True
cellphonedb,CD4 T naive,NK,CLEC2D,KLRB1,2,False
cellphonedb,B naive,NK,CLEC2D,KLRB1,2,False
cellphonedb,CD4 T memory,Monocyte non-classical,CD52,SIGLEC10,2,False
cellphonedb,CD8 T memory,NK,CLEC2D,KLRB1,2,False
cellphonedb,Dendritic cell,B naive,TNFSF13B,HLA-DPB1,2,False
cellphonedb,Dendritic cell,Dendritic cell,COPA,CD74,2,False
cellphonedb,HSPC,Plasmacytoid DC,APP,CD74,2,False
cellphonedb,CD4 T memory,NK,CLEC2D,KLRB1,2,False
cellphonedb,Plasmacytoid DC,T proliferating,APP,CD74,2,True
cellphonedb,CD8 T cytotoxic,NK,CLEC2D,KLRB1,2,False
cellphonedb,Monocyte non-classical,Pre-B small,CXCL12,CXCR4,2,False
cellphonedb,Monocyte non-classical,Pre-B small,APP,CD74,2,False
cellphonedb,Plasmacytoid DC,Monocyte classical,RPS19,C5AR1,2,False
cellphonedb,Monocyte non-classical,Plasmacytoid DC,APP,CD74,2,False
cellphonedb,T activated,Monocyte classical,RPS19,C5AR1,2,False
cellphonedb,Pre-B large,Monocyte non-classical,RPS19,C5AR1,2,False
cellphonedb,Plasmacytoid DC,Plasmacytoid DC,COPA,CD74,2,False
cellphonedb,Platelet,Plasmacytoid DC,APP,CD74,2,False
cellphonedb,Platelet,Pre-B small,APP,CD74,2,False
cellphonedb,Platelet,Dendritic cell,APP,CD74,2,False
cellphonedb,Monocyte non-classical,Dendritic cell,APP,CD74,2,False
cellphonedb,Platelet,B naive,APP,CD74,2,True
cellphonedb,Monocyte non-classical,B naive,APP,CD74,2,False
cellphonedb,HSPC,T proliferating,CCL28,CCR3,1,False
cellphonedb,CD8 T memory,NK,HLA-B,KIR3DL2,1,False
cellphonedb,HSPC,Pre-B small,MIF,CD74,1,False
cellphonedb,HSPC,Pre-B small,APP,CD74,1,False
cellphonedb,HSPC,B naive,TNFSF13B,HLA-DPB1,1,False
cellphonedb,Granulocyte precursor,Pre-B small,MIF,CD74,1,False
cellphonedb,Erythroid early,Dendritic cell,COPA,CD74,1,False
cellphonedb,Dendritic cell,Plasmacytoid DC,COPA,CD74,1,False
cellphonedb,Erythroid late,Monocyte classical,RPS19,C5AR1,1,False
cellphonedb,Erythroid early,Plasmacytoid DC,MIF,CD74,1,False
cellphonedb,Erythroid early,Plasmacytoid DC,COPA,CD74,1,False
cellphonedb,Erythroid early,Monocyte classical,ERFE,LRP1,1,False
cellphonedb,Erythroid early,Dendritic cell,MIF,CD74,1,False
cellphonedb,Erythroid early,B naive,MIF,CD74,1,False
cellphonedb,Dendritic cell,B naive,COPA,CD74,1,False
cellphonedb,Dendritic cell,Dendritic cell,MIF,CD74,1,False
cellphonedb,Dendritic cell,Plasmacytoid DC,APP,CD74,1,False
cellphonedb,Monocyte non-classical,Pre-B large,CXCL12,CXCR4,1,False
cellphonedb,Plasmacytoid DC,B naive,COPA,CD74,1,False
cellphonedb,Monocyte non-classical,B naive,TNFSF13B,HLA-DPB1,1,False
cellphonedb,Monocyte non-classical,B naive,CXCL12,CXCR4,1,False
cellphonedb,Monocyte classical,Plasmacytoid DC,TNFSF13B,HLA-DPB1,1,False
cellphonedb,Monocyte non-classical,Monocyte non-classical,CD52,SIGLEC10,1,False
cellphonedb,Monocyte non-classical,Plasmacytoid DC,TNFSF13B,HLA-DPB1,1,False
cellphonedb,Monocyte classical,Monocyte non-classical,RPS19,C5AR1,1,False
cellphonedb,Monocyte non-classical,CD8 T memory,CXCL12,CXCR4,1,False
cellphonedb,Monocyte non-classical,CD8 T cytotoxic,CXCL12,CXCR4,1,False
cellphonedb,Monocyte non-classical,Pre-B large,APP,CD74,1,False
cellphonedb,Platelet,NK,HLA-E,KLRC1,1,False
cellphonedb,Platelet,Pre-B large,APP,CD74,1,False
cellphonedb,Platelet,Monocyte non-classical,APP,CD74,1,False
cellphonedb,Plasmacytoid DC,Pre-B small,COPA,CD74,1,False
cellphonedb,Platelet,NK,HLA-E,KLRC1_KLRD1,1,False
cellphonedb,T activated,Dendritic cell,MIF,CD74,1,False
cellphonedb,Pre-B large,Dendritic cell,COPA,CD74,1,False
cellphonedb,Pre-B large,B naive,COPA,CD74,1,False
cellphonedb,Pre-B large,Plasmacytoid DC,COPA,CD74,1,False
cellphonedb,Pre-B small,Monocyte classical,RPS19,C5AR1,1,False
cellphonedb,Pre-B small,NK,CLEC2D,KLRB1,1,False
cellphonedb,T activated,B naive,MIF,CD74,1,False
cellphonedb,Pre-B large,NK,CLEC2D,KLRB1,1,False
cellphonedb,T proliferating,Dendritic cell,COPA,CD74,1,False
cellphonedb,T activated,Monocyte non-classical,RPS19,C5AR1,1,False
cellphonedb,T activated,Plasmacytoid DC,MIF,CD74,1,False
cellphonedb,T proliferating,B naive,COPA,CD74,1,False
cellphonedb,T proliferating,NK,CLEC2D,KLRB1,1,True
cellphonedb,T proliferating,Monocyte non-classical,RPS19,C5AR1,1,False
cellphonedb,T proliferating,Plasmacytoid DC,COPA,CD74,1,False
cellphonedb,Platelet,T proliferating,PF4,CXCR3,0,True
